núm_corre,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_5,depto_ocu,mupio_ocu,área_geo_ocu,zona_ocu,sexo_per,edad_per,mayor_menor,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
277,1,17,6,10,2,1,17,1707,2,99,1,38,1,6,6,8,9,3,99,99,1991,3,1
278,1,17,6,10,2,1,17,1707,2,99,2,20,1,3,3,5,9,4,16,5,9999,6,1
279,1,17,6,16,3,2,17,1712,2,99,9,999,9,16,12,18,9,3,99,99,9999,6,3
280,1,17,6,18,4,3,7,704,2,99,1,42,1,7,7,9,9,1,44,4,2008,4,1
281,1,17,6,18,4,3,7,704,2,99,1,66,1,12,11,14,9,6,19,2,1999,3,1
282,1,17,6,8,2,1,4,406,2,99,1,21,1,3,3,5,9,4,99,99,9999,6,1
283,1,17,6,8,2,1,4,406,2,99,9,999,9,16,12,18,9,3,44,2,9999,6,1
284,1,18,7,2,1,1,1,101,1,10,1,17,2,2,2,4,1,2,21,2,2012,5,1
285,1,18,7,2,1,1,1,101,1,10,1,37,1,6,6,8,9,4,21,1,2012,5,1
286,1,18,7,23,4,3,1,101,1,11,1,35,1,6,6,8,9,99,32,6,9999,6,2
287,1,18,7,3,1,1,1,108,1,3,1,20,1,3,3,5,2,1,44,3,9999,6,1
288,1,18,7,3,1,1,1,108,1,3,9,999,9,16,12,18,9,5,34,2,9999,6,1
289,1,18,7,5,1,1,22,2213,1,3,1,45,1,8,8,10,9,4,42,5,2006,4,2
290,1,18,7,20,4,3,20,2005,1,3,9,999,9,16,12,18,9,2,23,4,9999,6,2
291,1,18,7,16,3,2,5,505,2,99,1,25,1,4,4,6,9,1,32,10,2002,4,1
292,1,18,7,16,3,2,5,505,2,99,1,48,1,8,8,10,9,3,13,3,2006,4,1
293,1,18,7,13,3,2,10,1001,1,3,1,23,1,3,3,5,2,14,99,99,9999,6,1
294,1,18,7,13,3,2,10,1001,1,3,1,23,1,3,3,5,9,3,44,5,1995,3,1
295,1,18,7,5,1,1,13,1301,1,1,1,32,1,5,5,7,2,4,21,1,1995,3,1
296,1,18,7,5,1,1,13,1301,1,1,1,999,9,16,12,18,1,1,37,11,1995,3,1
297,1,18,7,22,4,3,13,1310,2,99,1,29,1,4,4,6,9,4,21,5,9999,6,1
298,1,18,7,22,4,3,13,1310,2,99,9,999,9,16,12,18,9,5,99,99,9999,6,1
299,1,18,7,20,4,3,16,1609,2,99,1,35,1,6,6,8,9,4,99,99,9999,6,1
300,1,18,7,20,4,3,16,1609,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,1
301,1,18,7,20,4,3,16,1601,2,99,1,17,2,2,2,4,9,4,99,99,9999,6,1
302,1,18,7,20,4,3,16,1601,2,99,9,999,9,16,12,18,9,3,99,99,9999,6,1
303,1,18,7,23,4,3,18,1801,2,99,1,22,1,3,3,5,9,4,42,4,9999,6,4
304,1,18,7,22,4,3,17,1711,2,99,1,17,2,2,2,4,9,4,99,99,9999,6,2
305,1,18,7,13,3,2,7,701,2,99,1,20,1,3,3,5,9,4,99,99,9999,6,4
306,1,19,1,23,4,3,1,101,2,1,1,31,1,5,5,7,9,4,21,14,9999,6,1
307,1,19,1,23,4,3,1,101,2,1,9,999,9,16,12,18,9,1,99,99,9999,6,1
308,1,19,1,14,3,2,1,101,1,11,1,30,1,5,5,7,9,4,99,1,9999,6,1
309,1,19,1,14,3,2,1,101,1,11,1,36,1,6,6,8,9,12,99,1,9999,6,1
310,1,19,1,14,3,2,1,101,1,11,1,36,1,6,6,8,9,1,99,6,9999,6,1
311,1,19,1,14,3,2,1,101,1,11,1,27,1,4,4,6,9,5,99,3,9999,6,1
312,1,19,1,16,3,2,22,2205,2,99,1,25,1,4,4,6,9,4,99,5,9999,6,2
313,1,19,1,1,1,1,6,602,2,99,1,58,1,10,10,12,9,3,44,5,9999,6,4
314,1,19,1,14,3,2,10,1016,2,99,1,25,1,4,4,6,9,14,2,1,2012,5,2
315,1,19,1,6,2,1,4,401,2,99,1,25,1,4,4,6,9,3,44,4,9999,6,1
316,1,19,1,6,2,1,4,401,2,99,9,999,9,16,12,18,9,9,99,7,9999,6,1
317,1,19,1,21,4,3,4,413,2,99,1,46,1,8,8,10,9,4,21,5,9999,6,2
318,1,20,2,22,4,3,1,101,1,1,1,40,1,7,7,9,9,1,20,2,9999,6,1
319,1,20,2,22,4,3,1,101,1,1,1,24,1,3,3,5,9,1,30,2,2000,4,1
320,1,20,2,21,4,3,1,101,1,7,1,48,1,8,8,10,9,5,23,2,9999,6,1
321,1,20,2,21,4,3,1,101,1,7,1,52,1,9,9,11,9,4,42,5,9999,6,1
322,1,20,2,21,4,3,6,602,2,99,1,32,1,5,5,7,9,5,19,2,9999,6,1
323,1,20,2,21,4,3,6,602,2,99,2,27,1,4,4,6,9,4,21,5,9999,6,1
324,1,20,2,16,3,2,15,1501,2,99,2,23,1,3,3,5,9,1,37,4,9999,6,2
325,1,20,2,1,1,1,14,1401,2,99,1,41,1,7,7,9,9,3,44,6,9999,6,4
326,1,21,3,12,3,2,5,501,2,99,1,35,1,6,6,8,9,4,99,99,9999,6,4
327,1,21,3,4,1,1,6,602,2,99,1,36,1,6,6,8,9,5,13,9,9999,6,4
328,1,21,3,13,3,2,10,1010,2,99,1,41,1,7,7,9,9,3,44,9,9999,6,2
329,1,21,3,6,2,1,17,1701,2,99,1,27,1,4,4,6,9,4,99,1,9999,6,2
330,1,22,4,16,3,2,1,101,1,1,1,36,1,6,6,8,9,11,44,2,2000,4,1
331,1,22,4,16,3,2,1,101,1,1,1,30,1,5,5,7,9,4,61,5,2000,4,1
332,1,22,4,22,4,3,22,2201,2,99,1,41,1,7,7,9,9,1,44,2,9999,6,2
333,1,22,4,8,2,1,15,1501,2,99,1,27,1,4,4,6,9,5,19,1,9999,6,1
334,1,22,4,8,2,1,15,1501,2,99,1,34,1,5,5,7,9,9,44,2,9999,6,1
335,1,23,5,23,4,3,1,101,1,5,1,32,1,5,5,7,9,4,61,5,2011,5,2
336,1,23,5,7,2,1,1,108,1,8,1,17,2,2,2,4,9,4,21,1,2004,4,2
337,1,23,5,13,3,2,21,2101,2,99,1,56,1,10,10,12,1,2,21,4,2004,4,1
338,1,23,5,13,3,2,21,2101,2,99,1,26,1,4,4,6,1,4,21,2,9999,6,1
339,1,23,5,0,1,1,5,509,2,99,1,20,1,3,3,5,1,14,99,1,9999,6,1
340,1,23,5,0,1,1,5,509,2,99,2,26,1,4,4,6,1,4,99,5,2012,5,1
341,1,23,5,16,3,2,5,509,2,99,1,31,1,5,5,7,1,5,99,2,9999,6,1
342,1,23,5,16,3,2,5,509,2,99,1,24,1,3,3,5,1,4,10,5,9999,6,1
343,1,23,5,22,4,3,5,501,1,1,1,16,2,2,2,4,1,4,21,99,2013,5,1
344,1,23,5,22,4,3,5,501,1,1,1,15,2,2,2,4,1,4,20,3,2013,5,1
345,1,23,5,10,2,1,5,505,2,99,1,41,1,7,7,9,1,6,15,2,1996,3,1
346,1,23,5,10,2,1,5,505,2,99,1,35,1,6,6,8,2,1,20,2,2012,5,1
347,1,23,5,11,2,1,11,1105,2,99,1,26,1,4,4,6,1,5,99,3,2002,4,1
348,1,23,5,11,2,1,11,1105,2,99,1,79,1,14,11,16,1,3,99,2,9999,6,1
349,1,23,5,0,1,1,13,1309,2,99,1,999,9,16,12,18,9,3,99,99,9999,6,3
350,1,23,5,16,3,2,16,1607,2,99,1,33,1,5,5,7,9,5,19,99,9999,6,1
351,1,23,5,16,3,2,16,1607,2,99,1,15,2,2,2,4,9,4,99,99,9999,6,1
352,1,23,5,23,4,3,2,201,2,99,9,999,9,16,12,18,9,4,99,99,9999,6,3
353,1,23,5,17,3,2,17,1703,2,99,1,29,1,4,4,6,1,3,44,5,1996,3,1
354,1,23,5,17,3,2,17,1703,2,99,1,25,1,4,4,6,1,4,2,1,9999,6,1
355,1,23,5,13,3,2,14,1408,2,99,1,15,2,2,2,4,1,4,99,99,9999,6,2
356,1,23,5,7,2,1,4,409,2,99,1,36,1,6,6,8,1,9,44,3,9999,6,1
357,1,23,5,7,2,1,4,409,2,99,1,999,9,16,12,18,9,6,15,2,1998,3,1
358,1,24,6,23,4,3,1,101,1,1,1,50,1,9,9,11,9,1,32,2,2000,4,1
359,1,24,6,23,4,3,1,101,1,1,1,33,1,5,5,7,9,1,44,2,2007,4,1
360,1,24,6,23,4,3,1,101,1,1,1,24,1,3,3,5,9,1,21,5,9999,6,1
361,1,24,6,5,1,1,1,101,1,5,1,35,1,6,6,8,9,4,24,1,9999,6,2
362,1,24,6,2,1,1,1,103,2,99,1,31,1,5,5,7,9,4,99,5,9999,6,2
363,1,24,6,17,3,2,1,101,1,7,2,16,2,2,2,4,9,4,99,99,9999,6,4
364,1,24,6,17,3,2,1,101,1,21,1,22,1,3,3,5,2,1,44,5,1995,3,1
365,1,24,6,17,3,2,1,101,1,21,1,50,1,9,9,11,9,1,44,99,9999,6,1
366,1,24,6,0,1,1,1,114,2,99,1,999,9,16,12,18,9,3,99,8,1993,3,1
367,1,24,6,0,1,1,1,114,2,99,1,28,1,4,4,6,9,4,21,1,9999,6,1
368,1,24,6,21,4,3,1,114,2,99,1,28,1,4,4,6,1,1,34,4,2000,4,1
369,1,24,6,21,4,3,1,114,2,99,1,25,1,4,4,6,1,1,99,4,1991,3,1
370,1,24,6,13,3,2,5,509,2,99,1,41,1,7,7,9,2,14,2,1,9999,6,1
371,1,24,6,13,3,2,5,509,2,99,1,25,1,4,4,6,1,4,42,5,2013,5,1
372,1,24,6,9,2,1,5,501,2,99,1,45,1,8,8,10,1,12,22,99,1990,3,1
373,1,24,6,9,2,1,5,501,2,99,1,33,1,5,5,7,9,4,24,99,9999,6,1
374,1,24,6,22,4,3,6,614,2,99,1,30,1,5,5,7,9,4,21,1,9999,6,1
375,1,24,6,1,1,1,6,607,2,99,1,19,1,2,2,4,9,4,37,1,9999,6,2
376,1,24,6,17,3,2,10,1001,2,99,1,23,1,3,3,5,9,4,99,99,9999,6,2
377,1,24,6,9,2,1,11,1106,2,99,1,42,1,7,7,9,9,1,32,3,9999,6,1
378,1,24,6,9,2,1,11,1106,2,99,9,999,9,16,12,18,9,5,19,2,1994,3,1
379,1,24,6,23,4,3,9,901,1,1,1,28,1,4,4,6,1,2,99,1,9999,6,1
380,1,24,6,23,4,3,9,901,1,1,1,43,1,7,7,9,9,1,44,11,1995,3,1
381,1,24,6,23,4,3,9,901,1,1,2,25,1,4,4,6,9,1,32,5,2004,4,1
382,1,24,6,4,1,1,17,1709,2,99,1,999,9,16,12,18,9,3,44,5,9999,6,3
383,1,25,7,5,1,1,1,101,1,1,1,39,1,6,6,8,9,1,21,8,1998,3,1
384,1,25,7,5,1,1,1,101,1,1,1,33,1,5,5,7,2,1,44,4,1991,3,1
385,1,25,7,5,1,1,1,103,2,99,1,33,1,5,5,7,1,4,99,1,9999,6,1
386,1,25,7,2,1,1,1,103,2,99,1,999,9,16,12,18,9,1,99,99,9999,6,1
387,1,25,7,4,1,1,1,101,1,10,1,25,1,4,4,6,1,1,46,99,9999,6,2
388,1,25,7,2,1,1,1,115,1,5,1,22,1,3,3,5,1,4,2,5,9999,6,2
389,1,25,7,20,4,3,22,2205,2,99,1,36,1,6,6,8,2,3,99,4,2003,4,3
390,1,25,7,18,4,3,5,502,2,99,1,37,1,6,6,8,2,3,44,3,9999,6,1
391,1,25,7,18,4,3,5,502,2,99,1,66,1,12,11,14,1,9,32,2,2004,4,1
392,1,25,7,15,3,2,6,610,2,99,1,18,1,2,2,4,1,4,99,99,9999,6,2
393,1,25,7,23,4,3,11,1102,2,99,1,28,1,4,4,6,2,1,32,9,2008,4,2
394,1,25,7,1,1,1,11,1102,2,99,1,42,1,7,7,9,2,6,15,8,9999,6,1
395,1,25,7,1,1,1,11,1102,2,99,1,999,9,16,12,18,1,6,15,2,9999,6,1
396,1,25,7,19,4,3,15,1501,2,99,1,37,1,6,6,8,2,4,21,5,2004,4,1
397,1,25,7,19,4,3,15,1501,2,99,1,999,9,16,12,18,1,3,13,3,2000,4,1
398,1,25,7,14,3,2,17,1701,2,99,1,999,9,16,12,18,2,1,44,99,1993,3,1
399,1,25,7,14,3,2,17,1701,2,99,2,999,9,16,12,18,1,4,99,99,9999,6,1
400,1,26,1,23,4,3,1,115,2,99,1,29,1,4,4,6,9,1,99,9,9999,6,1
401,1,26,1,23,4,3,1,115,2,99,1,20,1,3,3,5,9,2,99,4,9999,6,1
402,1,26,1,15,3,2,1,108,1,7,1,28,1,4,4,6,1,3,13,1,2009,4,1
403,1,26,1,15,3,2,1,108,1,7,1,26,1,4,4,6,9,4,40,4,2009,4,1
404,1,26,1,18,4,3,20,2001,2,99,1,60,1,11,11,13,1,4,49,2,2011,5,1
405,1,26,1,18,4,3,20,2001,2,99,2,28,1,4,4,6,9,4,42,1,9999,6,1
406,1,26,1,7,2,1,5,508,2,99,1,999,9,16,12,18,9,5,99,3,9999,6,2
407,1,26,1,19,4,3,5,513,2,99,1,14,2,1,1,3,9,4,99,99,9999,6,1
408,1,26,1,19,4,3,5,513,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,1
409,1,26,1,22,4,3,10,1001,1,2,1,29,1,4,4,6,2,5,18,2,1992,3,1
410,1,26,1,22,4,3,10,1001,1,2,1,999,9,16,12,18,9,9,44,1,2013,5,1
411,1,26,1,20,4,3,10,1010,2,99,1,44,1,7,7,9,9,4,2,5,9999,6,1
412,1,26,1,20,4,3,10,1010,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,1
413,1,26,1,5,1,1,2,208,2,99,1,47,1,8,8,10,9,6,15,2,2001,4,3
414,1,26,1,11,2,1,18,1805,2,99,1,30,1,5,5,7,1,4,2,5,2014,5,4
415,1,26,1,20,4,3,17,1703,2,99,1,18,1,2,2,4,9,4,99,99,9999,6,4
416,1,26,1,21,4,3,17,1707,2,99,1,20,1,3,3,5,9,4,10,5,9999,6,4
417,1,26,1,19,4,3,17,1703,2,99,1,52,1,9,9,11,9,4,99,99,9999,6,4
418,1,26,1,0,1,1,7,701,2,99,1,35,1,6,6,8,9,2,44,4,2008,4,1
419,1,26,1,0,1,1,7,701,2,99,1,20,1,3,3,5,9,2,44,14,1993,3,1
420,1,27,2,9,2,1,1,101,1,13,1,50,1,9,9,11,9,4,99,5,9999,6,1
421,1,27,2,9,2,1,1,101,1,13,1,35,1,6,6,8,9,8,42,2,2011,5,1
422,1,27,2,9,2,1,1,101,1,13,2,36,1,6,6,8,9,1,44,6,2002,4,1
423,1,27,2,20,4,3,1,101,1,13,1,999,9,16,12,18,9,4,99,99,9999,6,1
424,1,27,2,20,4,3,1,101,1,13,1,34,1,5,5,7,9,1,99,99,9999,6,1
425,1,27,2,11,2,1,1,101,1,13,1,22,1,3,3,5,9,4,2,7,2014,5,4
426,1,27,2,7,2,1,1,110,2,99,9,999,9,16,12,18,9,7,22,6,9999,6,1
427,1,27,2,7,2,1,1,110,2,99,1,33,1,5,5,7,9,1,32,11,1992,3,1
428,1,27,2,7,2,1,1,110,2,99,1,39,1,6,6,8,9,1,44,2,2000,4,1
429,1,27,2,7,2,1,1,110,2,99,1,35,1,6,6,8,9,11,38,2,9999,6,1
430,1,27,2,7,2,1,1,110,2,99,1,36,1,6,6,8,9,1,21,5,9999,6,1
431,1,27,2,7,2,1,1,110,2,99,1,51,1,9,9,11,9,1,44,4,9999,6,1
432,1,27,2,21,4,3,1,108,1,3,1,45,1,8,8,10,1,1,46,11,2007,4,1
433,1,27,2,21,4,3,1,108,1,3,1,25,1,4,4,6,9,4,99,5,2007,4,1
434,1,27,2,16,3,2,11,1101,2,99,1,22,1,3,3,5,2,4,99,5,9999,6,1
435,1,27,2,16,3,2,11,1101,2,99,1,64,1,11,11,13,9,4,99,4,9999,6,1
436,1,27,2,17,3,2,18,1801,2,99,1,68,1,12,11,14,9,4,99,3,2012,5,1
437,1,27,2,17,3,2,18,1801,2,99,2,68,1,12,11,14,9,4,40,9,2008,4,1
438,1,28,3,19,4,3,1,101,1,12,1,29,1,4,4,6,9,4,20,1,9999,6,1
439,1,28,3,19,4,3,1,101,1,12,1,35,1,6,6,8,9,18,99,99,9999,6,1
440,1,28,3,2,1,1,1,115,1,1,1,35,1,6,6,8,9,3,44,1,9999,6,1
441,1,28,3,2,1,1,1,115,1,1,1,24,1,3,3,5,9,2,38,11,9999,6,1
442,1,28,3,2,1,1,1,115,1,1,9,999,9,16,12,18,9,3,44,5,9999,6,1
443,1,28,3,18,4,3,1,108,2,3,1,32,1,5,5,7,9,5,19,2,9999,6,1
444,1,28,3,18,4,3,1,108,2,3,1,40,1,7,7,9,9,5,19,2,9999,6,1
445,1,28,3,5,1,1,5,501,2,99,9,999,9,16,12,18,9,7,3,7,9999,6,3
446,1,28,3,6,2,1,5,501,2,99,1,999,9,16,12,18,9,12,22,8,1990,3,4
447,1,28,3,5,1,1,5,507,2,99,1,40,1,7,7,9,9,12,3,99,9999,6,3
448,1,28,3,23,4,3,2,201,2,99,1,44,1,7,7,9,9,1,99,99,9999,6,3
449,1,28,3,21,4,3,18,1803,2,99,9,999,9,16,12,18,9,5,19,2,1996,3,3
450,1,28,3,21,4,3,18,1803,2,99,9,999,9,16,12,18,9,5,19,2,1990,3,1
451,1,28,3,21,4,3,18,1803,2,99,1,45,1,8,8,10,9,6,15,99,2007,4,1
452,1,29,4,10,2,1,10,1010,2,99,1,30,1,5,5,7,9,4,99,99,9999,6,3
453,1,29,4,17,3,2,9,901,1,1,1,40,1,7,7,9,9,3,99,99,9999,6,3
454,1,29,4,11,2,1,16,1601,2,99,1,33,1,5,5,7,9,14,2,1,9999,6,3
455,1,29,4,15,3,2,18,1801,2,99,1,21,1,3,3,5,9,3,44,9,9999,6,1
456,1,29,4,15,3,2,18,1801,2,99,1,34,1,5,5,7,9,4,42,1,9999,6,1
457,1,29,4,0,1,1,3,301,2,99,1,23,1,3,3,5,9,1,99,99,9999,6,1
458,1,29,4,0,1,1,3,301,2,99,2,28,1,4,4,6,9,1,5,1,9999,6,1
459,1,29,4,3,1,1,3,301,2,99,1,18,1,2,2,4,9,4,99,1,9999,6,2
460,1,30,5,23,4,3,1,101,1,18,1,31,1,5,5,7,9,6,15,99,9999,6,1
461,1,30,5,23,4,3,1,101,1,18,1,31,1,5,5,7,9,4,42,1,9999,6,1
462,1,30,5,1,1,1,1,101,1,10,1,33,1,5,5,7,9,4,99,1,9999,6,3
463,1,30,5,14,3,2,22,2205,2,99,1,50,1,9,9,11,9,5,15,2,1998,3,2
464,1,30,5,18,4,3,21,2101,2,99,1,24,1,3,3,5,9,4,99,99,9999,6,1
465,1,30,5,18,4,3,21,2101,2,99,9,999,9,16,12,18,9,3,99,99,9999,6,1
466,1,30,5,22,4,3,5,501,2,99,1,22,1,3,3,5,9,4,21,5,9999,6,1
467,1,30,5,22,4,3,5,501,2,99,9,999,9,16,12,18,9,1,34,4,2015,5,1
468,1,30,5,17,3,2,10,1010,2,99,1,58,1,10,10,12,9,3,37,6,2002,4,1
469,1,30,5,17,3,2,10,1010,2,99,1,38,1,6,6,8,9,4,42,5,9999,6,1
470,1,30,5,6,2,1,16,1601,2,99,1,54,1,9,9,11,9,7,99,99,9999,6,3
471,1,31,6,20,4,3,1,101,1,12,9,999,9,16,12,18,9,1,5,4,9999,6,1
472,1,31,6,20,4,3,1,101,1,12,1,24,1,3,3,5,9,4,99,1,9999,6,1
473,1,31,6,20,4,3,1,101,1,11,1,23,1,3,3,5,9,1,44,6,9999,6,1
474,1,31,6,20,4,3,1,101,1,11,1,33,1,5,5,7,9,1,32,6,9999,6,1
475,1,31,6,23,4,3,1,115,1,4,1,34,1,5,5,7,9,4,41,6,9999,6,1
476,1,31,6,23,4,3,1,115,1,4,9,999,9,16,12,18,9,1,99,99,9999,6,1
477,1,31,6,16,3,2,1,108,1,9,1,32,1,5,5,7,9,4,99,99,9999,6,1
478,1,31,6,16,3,2,1,108,1,9,9,999,9,16,12,18,9,3,99,99,9999,6,1
479,1,31,6,8,2,1,5,501,2,99,2,36,1,6,6,8,9,4,99,99,9999,6,2
480,1,31,6,14,3,2,6,602,2,99,1,22,1,3,3,5,9,4,40,3,9999,6,1
481,1,31,6,14,3,2,6,602,2,99,9,999,9,16,12,18,9,6,22,2,1990,3,1
482,1,31,6,9,2,1,17,1701,2,99,1,35,1,6,6,8,9,1,99,99,9999,6,2
483,1,31,6,16,3,2,17,1701,2,99,1,30,1,5,5,7,9,4,99,99,9999,6,2
484,1,31,6,17,3,2,4,401,2,99,2,21,1,3,3,5,9,2,30,2,2004,4,1
485,1,31,6,17,3,2,4,401,2,99,1,21,1,3,3,5,9,4,21,5,9999,6,1
486,2,1,7,2,1,1,1,101,1,10,1,35,1,6,6,8,9,1,20,2,9999,6,1
487,2,1,7,2,1,1,1,101,1,10,1,27,1,4,4,6,9,1,21,4,9999,6,1
488,2,1,7,10,2,1,1,101,1,14,1,18,1,2,2,4,9,4,2,3,9999,6,3
489,2,1,7,2,1,1,1,113,2,99,1,41,1,7,7,9,9,4,20,1,2014,5,1
490,2,1,7,2,1,1,1,113,2,99,9,999,9,16,12,18,9,3,99,99,9999,6,1
491,2,1,7,18,4,3,1,101,1,12,1,27,1,4,4,6,9,1,20,2,9999,6,1
492,2,1,7,18,4,3,1,101,1,12,1,35,1,6,6,8,9,2,13,4,9999,6,1
493,2,1,7,22,4,3,21,2101,2,99,1,24,1,3,3,5,2,1,44,4,9999,6,1
494,2,1,7,22,4,3,21,2101,2,99,1,25,1,4,4,6,1,2,99,11,2010,5,1
495,2,1,7,0,1,1,10,1010,2,99,1,44,1,7,7,9,9,3,23,3,9999,6,1
496,2,1,7,0,1,1,10,1010,2,99,1,37,1,6,6,8,9,1,5,3,2006,4,1
497,2,1,7,7,2,1,11,1101,2,99,1,32,1,5,5,7,9,4,14,1,9999,6,1
498,2,1,7,7,2,1,11,1101,2,99,9,999,9,16,12,18,9,1,44,1,9999,6,1
499,2,1,7,3,1,1,9,920,2,99,1,30,1,5,5,7,9,1,44,2,9999,6,3
500,2,1,7,12,3,2,9,920,2,99,1,47,1,8,8,10,9,4,99,1,9999,6,2
501,2,1,7,13,3,2,9,920,2,99,1,12,2,1,1,3,9,4,99,5,9999,6,3
502,2,1,7,16,3,2,13,1301,2,99,1,41,1,7,7,9,9,3,44,1,9999,6,4
503,2,1,7,16,3,2,13,1301,2,99,9,999,9,16,12,18,9,3,44,1,9999,6,1
504,2,1,7,2,1,1,16,1601,2,99,1,27,1,4,4,6,9,3,32,4,9999,6,2
505,2,1,7,19,4,3,17,1701,2,99,1,17,2,2,2,4,9,1,32,2,9999,6,1
506,2,1,7,19,4,3,17,1701,2,99,1,27,1,4,4,6,9,4,42,1,9999,6,1
507,2,1,7,0,1,1,7,701,2,99,1,32,1,5,5,7,9,4,21,5,9999,6,1
508,2,1,7,0,1,1,7,701,2,99,9,999,9,16,12,18,9,1,44,2,2004,4,1
509,2,1,7,9,2,1,7,701,2,99,1,19,1,2,2,4,9,14,2,1,9999,6,3
510,2,2,1,18,4,3,1,101,1,6,1,17,2,2,2,4,2,1,44,1,9999,6,1
511,2,2,1,18,4,3,1,101,1,6,9,999,9,16,12,18,9,4,99,99,9999,6,1
512,2,2,1,23,4,3,1,113,2,99,1,25,1,4,4,6,9,4,41,4,9999,6,1
513,2,2,1,23,4,3,1,113,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,1
514,2,2,1,23,4,3,1,101,1,19,1,35,1,6,6,8,2,1,21,1,1995,3,1
515,2,2,1,23,4,3,1,101,1,19,9,999,9,16,12,18,9,1,34,99,9999,6,1
516,2,2,1,3,1,1,21,2101,2,99,1,25,1,4,4,6,2,1,4,5,9999,6,2
517,2,2,1,0,1,1,5,501,2,99,1,24,1,3,3,5,9,4,59,1,9999,6,1
518,2,2,1,0,1,1,5,501,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,1
519,2,2,1,0,1,1,5,502,2,99,1,22,1,3,3,5,9,4,42,1,9999,6,2
520,2,2,1,14,3,2,5,506,2,99,1,39,1,6,6,8,9,4,21,3,9999,6,4
521,2,2,1,17,3,2,5,504,2,99,1,32,1,5,5,7,9,4,99,99,9999,6,1
522,2,2,1,17,3,2,5,504,2,99,9,999,9,16,12,18,9,5,99,99,9999,6,1
523,2,2,1,23,4,3,10,1008,2,99,1,22,1,3,3,5,9,4,45,5,9999,6,1
524,2,2,1,23,4,3,10,1008,2,99,9,999,9,16,12,18,9,2,44,4,2004,4,1
525,2,2,1,8,2,1,11,1101,2,99,1,38,1,6,6,8,9,12,22,99,1987,2,1
526,2,2,1,8,2,1,11,1101,2,99,1,34,1,5,5,7,9,3,37,2,2011,5,1
527,2,2,1,8,2,1,11,1101,2,99,1,44,1,7,7,9,9,1,44,6,2011,5,1
528,2,2,1,11,2,1,8,801,2,99,1,52,1,9,9,11,9,3,37,4,1986,2,1
529,2,2,1,11,2,1,8,801,2,99,1,53,1,9,9,11,9,4,2,14,9999,6,1
530,2,2,1,4,1,1,16,1615,2,99,1,15,2,2,2,4,9,4,99,99,9999,6,4
531,2,2,1,7,2,1,2,207,2,99,1,25,1,4,4,6,9,4,99,99,9999,6,4
532,2,2,1,22,4,3,18,1801,2,99,1,42,1,7,7,9,2,1,44,9,9999,6,1
533,2,2,1,22,4,3,18,1801,2,99,1,33,1,5,5,7,1,6,15,2,1998,3,1
534,2,2,1,12,3,2,18,1803,2,99,1,24,1,3,3,5,9,3,99,99,9999,6,4
535,2,2,1,22,4,3,17,1703,2,99,1,22,1,3,3,5,2,4,99,1,2011,5,1
536,2,2,1,22,4,3,17,1703,2,99,9,999,9,16,12,18,9,3,44,5,9999,6,1
537,2,2,1,21,4,3,17,1709,2,99,1,29,1,4,4,6,9,6,47,1,1996,3,1
538,2,2,1,21,4,3,17,1709,2,99,1,38,1,6,6,8,9,1,20,4,9999,6,1
539,2,3,2,0,1,1,1,101,1,1,1,22,1,3,3,5,1,1,30,11,2013,5,1
540,2,3,2,0,1,1,1,101,1,1,2,50,1,9,9,11,1,2,99,1,9999,6,1
541,2,3,2,14,3,2,6,602,2,99,2,24,1,3,3,5,1,4,24,1,2007,4,3
542,2,3,2,9,2,1,9,901,1,2,1,41,1,7,7,9,1,5,44,2,2002,4,1
543,2,3,2,9,2,1,9,901,1,2,1,18,1,2,2,4,1,3,44,9,9999,6,1
544,2,3,2,9,2,1,9,901,1,2,1,55,1,10,10,12,1,5,29,3,1993,3,1
545,2,3,2,19,4,3,13,1305,2,99,1,21,1,3,3,5,2,2,44,3,9999,6,2
546,2,3,2,7,2,1,1,101,1,15,1,18,1,2,2,4,1,1,32,5,1997,3,1
547,2,3,2,7,2,1,1,101,1,15,1,37,1,6,6,8,1,4,99,99,9999,6,1
548,2,4,3,20,4,3,1,101,1,24,2,22,1,3,3,5,1,4,41,8,2014,5,1
549,2,4,3,20,4,3,1,101,1,24,1,31,1,5,5,7,1,4,21,1,2008,4,1
550,2,4,3,5,1,1,3,308,2,99,1,27,1,4,4,6,1,4,2,1,9999,6,2
551,2,4,3,13,3,2,1,101,1,18,1,28,1,4,4,6,1,1,44,2,9999,6,1
552,2,4,3,13,3,2,1,101,1,18,1,16,2,2,2,4,1,4,2,5,9999,6,1
553,2,4,3,11,2,1,1,101,1,10,1,65,1,12,11,14,1,1,32,99,9999,6,1
554,2,4,3,11,2,1,1,101,1,10,1,65,1,12,11,14,1,4,99,99,9999,6,1
555,2,4,3,20,4,3,9,916,1,10,1,999,9,16,12,18,1,2,99,99,9999,6,4
556,2,4,3,18,4,3,1,117,1,10,1,24,1,3,3,5,1,1,32,4,9999,6,1
