num_hecho,dia_ocu,mes_ocu,año_ocu,dia_sem_ocu,hora_ocu,depto_ocu,areag_ocu,sexo_pil,edad_pil,g_edad_pil,estado_pil,tipo_vehi,color_vehi,modelo_vehi,causa_acc
3166,18,11,9,3,9,14,2,1,23,1,1,3,9,9999,1
3268,3,12,9,4,5,4,2,1,23,1,1,3,1,9999,1
3497,28,12,9,1,7,13,2,1,23,1,1,3,11,1988,3
749,7,3,9,6,12,12,2,1,23,1,1,3,99,9999,3
2782,29,9,9,2,6,7,2,1,23,1,1,3,6,1993,4
3244,29,11,9,7,1,9,2,1,23,1,1,3,2,9999,4
1082,9,4,9,4,10,1,1,1,23,1,1,4,3,1999,1
134,13,1,9,2,17,18,2,1,23,1,1,4,3,2007,1
2025,20,7,9,1,15,7,2,1,23,1,1,4,1,2007,1
532,17,2,9,2,11,9,1,1,23,1,1,4,5,9999,1
2096,30,7,9,4,15,1,1,1,23,1,1,4,7,9999,1
3183,21,11,9,6,15,21,1,2,23,1,1,4,1,9999,1
598,22,2,9,7,11,5,2,1,23,1,1,4,3,2007,2
1181,18,4,9,6,23,1,1,1,23,1,1,4,5,9999,2
2029,21,7,9,2,22,20,1,1,23,1,1,4,1,9999,2
2063,26,7,9,7,12,1,2,1,23,1,1,4,2,9999,4
2348,9,8,9,7,9,1,1,1,23,1,1,5,8,1990,1
953,27,3,9,5,5,19,2,1,23,1,1,5,2,1986,2
1263,25,4,9,6,21,13,2,1,23,1,1,5,2,1993,3
2642,12,9,9,6,22,1,1,1,23,1,1,7,7,9999,1
1227,21,4,9,2,10,1,1,1,23,1,1,7,7,1986,2
1622,5,6,9,5,18,12,2,1,23,1,1,9,4,2006,1
785,9,3,9,1,20,1,1,1,23,1,1,10,2,9999,1
2910,17,10,9,6,21,1,1,1,23,1,1,12,1,1988,1
2657,15,9,9,2,20,1,1,1,23,1,1,12,1,1997,1
604,23,2,9,1,0,1,1,1,23,1,1,12,6,9999,1
3024,29,10,9,4,18,15,2,1,23,1,1,14,99,2008,3
1026,3,4,9,5,1,10,2,1,24,1,9,1,4,1991,1
619,24,2,9,2,16,9,1,2,24,1,9,1,1,1996,1
3037,30,10,9,5,13,4,2,1,24,1,9,1,3,2007,1
1146,13,4,9,1,18,1,1,2,24,1,9,1,99,2008,1
715,4,3,9,3,9,1,2,1,24,1,9,1,4,9999,1
1304,1,5,9,5,10,22,2,1,24,1,9,1,1,9999,1
2866,11,10,9,7,19,9,2,1,24,1,9,1,6,9999,1
2938,18,10,9,7,23,1,1,1,24,1,9,1,99,9999,1
3474,26,12,9,6,15,1,1,1,24,1,9,2,3,2008,1
1119,11,4,9,6,17,8,2,1,24,1,9,3,8,1973,1
2330,7,8,9,5,19,12,2,1,24,1,9,3,8,1989,1
3054,1,11,9,7,8,1,1,1,24,1,9,3,4,2007,1
732,5,3,9,4,16,8,2,1,24,1,9,3,99,9999,2
2006,18,7,9,6,5,14,2,1,24,1,9,3,5,2006,4
623,25,2,9,3,10,1,1,1,24,1,9,4,1,2006,1
1112,11,4,9,6,10,1,1,1,24,1,9,4,5,2006,1
581,21,2,9,6,23,1,1,1,24,1,9,4,99,2007,1
1667,11,6,9,4,9,1,1,1,24,1,9,4,4,2008,1
784,8,3,9,7,13,5,1,1,24,1,9,4,5,9999,1
1259,25,4,9,6,2,1,1,1,24,1,9,4,5,9999,1
1261,25,4,9,6,21,1,2,1,24,1,9,4,7,9999,1
1989,17,7,9,5,0,1,1,1,24,1,9,4,5,9999,1
2126,1,8,9,6,13,9,1,1,24,1,9,4,5,9999,1
2196,1,8,9,6,13,9,1,1,24,1,9,4,5,9999,1
2266,1,8,9,6,13,9,1,1,24,1,9,4,5,9999,1
2393,15,8,9,6,20,11,2,1,24,1,9,4,1,9999,1
2499,25,8,9,2,11,1,1,2,24,1,9,4,99,9999,1
2840,8,10,9,4,8,1,1,1,24,1,9,4,5,9999,1
3085,4,11,9,3,0,9,2,1,24,1,9,4,1,9999,1
3223,25,11,9,3,18,4,1,2,24,1,9,4,99,9999,1
806,11,3,9,3,21,15,2,1,24,1,9,4,1,2003,2
1257,25,4,9,6,1,1,2,1,24,1,9,4,14,2005,2
1850,1,6,9,3,19,1,1,1,24,1,9,4,3,2008,2
103,11,1,9,7,0,1,1,1,24,1,9,4,5,9999,2
580,21,2,9,6,1,1,1,1,24,1,9,4,99,9999,2
3381,18,12,9,5,21,22,2,1,24,1,9,4,2,9999,2
3467,25,12,9,5,18,1,1,1,24,1,9,4,5,9999,2
1084,9,4,9,4,18,1,2,1,24,1,9,4,4,1996,4
622,24,2,9,2,22,4,2,1,24,1,9,4,99,9999,4
733,5,3,9,4,13,14,2,1,24,1,9,4,99,9999,4
789,9,3,9,1,17,5,2,1,24,1,9,4,1,9999,4
3401,20,12,9,7,9,1,1,1,24,1,9,4,5,9999,4
2365,12,8,9,3,15,22,1,1,24,1,9,9,10,2005,1
2709,20,9,9,7,14,1,1,1,24,1,9,9,4,9999,1
1844,30,6,9,2,0,14,2,1,24,1,9,9,14,2004,3
2907,16,10,9,5,20,1,1,1,24,1,9,12,1,9999,4
3328,11,12,9,5,10,11,2,1,24,1,9,14,2,9999,1
637,26,2,9,4,21,9,1,1,24,1,2,1,1,1989,1
1420,10,5,9,7,18,9,1,1,24,1,2,1,5,1989,1
2136,2,8,9,7,3,1,1,2,24,1,2,1,99,9999,1
2206,2,8,9,7,3,1,1,2,24,1,2,1,99,9999,1
2276,2,8,9,7,3,1,1,2,24,1,2,1,99,9999,1
3169,19,11,9,4,0,9,1,2,24,1,2,1,6,9999,1
1205,19,4,9,7,16,12,2,1,24,1,2,1,6,1995,2
1546,24,5,9,7,14,1,1,1,24,1,2,1,4,1994,4
296,29,1,9,4,0,22,1,1,24,1,2,2,10,1997,2
2662,15,9,9,2,0,11,2,1,24,1,2,3,3,1986,1
2434,19,8,9,3,22,9,2,1,24,1,2,3,4,1998,2
1705,14,6,9,7,16,13,2,1,24,1,2,4,1,2008,1
978,29,3,9,7,0,20,1,1,24,1,2,4,1,9999,1
1455,14,5,9,4,16,11,1,1,24,1,2,4,14,9999,2
1483,17,5,9,7,0,16,2,1,24,1,2,4,1,9999,2
3042,31,10,9,6,0,1,1,1,24,1,2,5,2,2006,1
1209,19,4,9,7,14,14,2,1,24,1,2,5,2,9999,3
745,7,3,9,6,20,1,1,1,24,1,2,6,2,1991,1
2965,22,10,9,4,7,11,1,1,24,1,1,1,4,1990,1
2666,15,9,9,2,14,10,1,1,24,1,1,1,2,1995,1
129,13,1,9,2,17,2,2,1,24,1,1,1,2,1996,1
249,24,1,9,6,6,1,1,1,24,1,1,1,2,2005,1
68,7,1,9,3,23,1,1,1,24,1,1,1,5,9999,1
120,12,1,9,1,20,4,2,1,24,1,1,1,8,9999,1
292,28,1,9,3,2,1,1,2,24,1,1,1,11,9999,1
426,8,2,9,7,20,6,2,1,24,1,1,1,5,9999,1
685,1,3,9,7,5,1,1,1,24,1,1,1,8,9999,1
2065,26,7,9,7,4,1,1,1,24,1,1,1,9,9999,1
3306,8,12,9,2,7,1,1,1,24,1,1,1,2,9999,1
3358,14,12,9,1,17,1,1,2,24,1,1,1,4,9999,1
85,10,1,9,6,2,1,1,1,24,1,1,1,2,1984,2
2909,17,10,9,6,4,1,1,1,24,1,1,1,5,1989,2
466,13,2,9,5,2,1,1,2,24,1,1,1,2,9999,2
599,22,2,9,7,18,5,2,1,24,1,1,1,2,9999,3
1140,12,4,9,7,14,2,2,1,24,1,1,1,2,2002,4
31,2,1,9,5,21,1,1,1,24,1,1,2,99,1996,1
270,26,1,9,1,22,1,1,2,24,1,1,2,7,2008,1
930,25,3,9,3,10,5,1,1,24,1,1,2,4,9999,1
739,6,3,9,5,1,1,1,2,24,1,1,2,4,9999,2
496,14,2,9,6,18,19,2,1,24,1,1,3,5,1991,1
883,19,3,9,4,10,13,2,1,24,1,1,3,5,1994,1
2077,27,7,9,1,14,16,2,2,24,1,1,3,4,1995,1
787,9,3,9,1,11,1,1,1,24,1,1,3,9,2008,1
12,1,1,9,4,23,10,1,1,24,1,1,3,2,9999,1
349,1,2,9,7,0,13,1,1,24,1,1,3,1,9999,2
377,4,2,9,3,20,14,2,1,24,1,1,3,99,9999,2
1441,13,5,9,3,0,1,1,1,24,1,1,3,5,9999,2
2455,21,8,9,5,17,14,2,1,24,1,1,3,4,9999,2
3296,6,12,9,7,9,14,2,1,24,1,1,3,2,1984,3
1367,6,5,9,3,12,1,1,1,24,1,1,4,1,2006,1
3062,1,11,9,7,13,13,2,1,24,1,1,4,5,2008,1
140,14,1,9,3,12,10,2,1,24,1,1,4,1,2009,1
181,17,1,9,6,21,5,2,1,24,1,1,4,5,9999,1
1308,1,5,9,5,1,5,2,1,24,1,1,4,1,9999,1
2993,25,10,9,7,14,12,2,1,24,1,1,4,4,9999,1
1491,18,5,9,1,8,21,2,1,24,1,1,4,99,9999,2
1948,12,7,9,7,0,1,2,1,24,1,1,4,5,9999,2
2780,29,9,9,2,13,12,2,1,24,1,1,4,5,9999,2
3330,11,12,9,5,18,18,2,1,24,1,1,4,5,9999,2
1285,27,4,9,1,17,5,2,1,24,1,1,5,2,2008,3
341,1,2,9,7,15,10,2,1,24,1,1,5,2,2008,4
1235,22,4,9,3,23,5,2,1,24,1,1,6,99,9999,1
3217,25,11,9,3,20,1,2,1,24,1,1,7,6,1988,1
2699,19,9,9,6,10,12,1,1,24,1,1,9,1,2005,1
681,1,3,9,7,15,3,2,1,24,1,1,9,6,2008,1
642,27,2,9,5,0,1,1,1,24,1,1,10,2,2001,1
2334,8,8,9,6,23,1,1,1,24,1,1,11,2,1992,1
867,17,3,9,2,20,17,1,1,24,1,1,14,1,9999,1
1499,18,5,9,1,20,9,1,1,24,1,1,14,1,9999,1
2119,1,8,9,6,7,1,2,1,25,1,9,1,6,1986,1
2189,1,8,9,6,7,1,2,1,25,1,9,1,6,1986,1
2259,1,8,9,6,7,1,2,1,25,1,9,1,6,1986,1
3053,1,11,9,7,1,1,1,1,25,1,9,1,2,1991,1
2180,6,8,9,4,9,1,1,1,25,1,9,1,5,1997,1
2250,6,8,9,4,9,1,1,1,25,1,9,1,5,1997,1
2320,6,8,9,4,9,1,1,1,25,1,9,1,5,1997,1
615,23,2,9,1,14,4,2,2,25,1,9,1,1,2003,1
848,15,3,9,7,20,5,2,1,25,1,9,1,2,9999,1
2833,7,10,9,3,10,20,2,1,25,1,9,1,9,9999,1
3524,31,12,9,4,20,22,2,1,25,1,9,1,8,9999,1
3023,29,10,9,4,20,9,1,1,25,1,9,1,9,1992,2
327,1,2,9,7,6,1,1,1,25,1,9,1,4,9999,2
910,22,3,9,7,14,1,1,1,25,1,9,1,4,9999,2
2740,26,9,9,6,0,1,1,1,25,1,9,1,99,9999,2
1670,11,6,9,4,5,5,2,1,25,1,9,1,6,9999,3
3123,8,11,9,7,15,3,2,1,25,1,9,1,4,9999,3
3227,26,11,9,4,7,10,2,1,25,1,9,3,9,2002,1
802,11,3,9,3,13,1,1,1,25,1,9,3,8,2004,1
2473,23,8,9,7,20,1,1,1,25,1,9,3,9,9999,1
2549,31,8,9,1,13,1,1,1,25,1,9,3,99,9999,2
3176,20,11,9,5,22,6,2,1,25,1,9,3,1,9999,3
3396,19,12,9,6,17,13,2,1,25,1,9,3,2,9999,3
512,15,2,9,7,18,2,1,1,25,1,9,3,6,1997,4
1118,11,4,9,6,17,13,2,1,25,1,9,3,2,9999,4
1674,11,6,9,4,19,14,2,1,25,1,9,3,99,9999,4
2465,22,8,9,6,13,10,2,1,25,1,9,4,4,2006,1
2122,1,8,9,6,22,4,2,2,25,1,9,4,4,2007,1
2192,1,8,9,6,22,4,2,2,25,1,9,4,4,2007,1
2262,1,8,9,6,22,4,2,2,25,1,9,4,4,2007,1
1042,5,4,9,7,17,22,2,1,25,1,9,4,3,9999,1
1220,20,4,9,1,19,4,2,1,25,1,9,4,99,9999,1
2101,30,7,9,4,21,11,1,1,25,1,9,4,1,9999,1
2424,18,8,9,2,20,17,1,2,25,1,9,4,99,9999,1
3094,5,11,9,4,19,17,2,2,25,1,9,4,5,9999,1
3346,13,12,9,7,23,9,2,1,25,1,9,4,5,9999,1
3506,29,12,9,2,0,13,1,1,25,1,9,4,1,9999,1
1545,24,5,9,7,2,1,1,1,25,1,9,4,6,9999,2
2717,21,9,9,1,16,1,1,1,25,1,9,4,3,2009,4
1168,16,4,9,4,2,1,1,1,25,1,9,4,5,9999,4
1834,29,6,9,1,1,1,1,1,25,1,9,4,99,9999,4
999,31,3,9,2,8,9,2,1,25,1,9,5,2,2001,1
303,30,1,9,5,6,2,2,1,25,1,9,5,2,9999,1
2623,11,9,9,5,11,19,2,1,25,1,9,5,3,9999,1
2725,23,9,9,3,12,14,2,1,25,1,9,5,2,9999,4
1434,12,5,9,2,6,10,2,1,25,1,9,7,1,1996,1
3363,15,12,9,2,19,8,2,1,25,1,9,7,3,9999,3
1791,25,6,9,4,7,7,2,1,25,1,9,7,2,9999,4
2680,16,9,9,3,12,12,2,1,25,1,9,8,1,1986,4
1790,25,6,9,4,0,18,2,1,25,1,9,11,2,9999,3
1427,11,5,9,1,22,1,1,1,25,1,9,12,1,9999,1
1162,14,4,9,2,15,3,1,1,25,1,9,14,4,2005,1
616,23,2,9,1,22,3,2,1,25,1,9,14,1,9999,2
2501,25,8,9,2,17,19,1,1,25,1,9,14,1,9999,3
3490,27,12,9,7,19,12,1,1,25,1,2,1,2,1982,1
197,18,1,9,7,5,12,2,1,25,1,2,1,14,1990,1
1481,17,5,9,7,20,10,2,1,25,1,2,1,4,1993,1
184,17,1,9,6,17,9,1,1,25,1,2,1,2,1995,1
1695,14,6,9,7,22,1,2,1,25,1,2,1,1,1995,1
1748,20,6,9,6,0,20,2,2,25,1,2,1,3,1995,1
1978,15,7,9,3,15,5,1,1,25,1,2,1,3,1996,1
2977,23,10,9,5,19,9,1,1,25,1,2,1,99,1997,1
2474,23,8,9,7,20,1,1,2,25,1,2,1,4,2000,1
3400,20,12,9,7,22,1,1,1,25,1,2,1,4,2001,1
1272,26,4,9,7,11,11,2,1,25,1,2,1,99,9999,1
2117,1,8,9,6,2,1,1,1,25,1,2,1,5,9999,1
2187,1,8,9,6,2,1,1,1,25,1,2,1,5,9999,1
2257,1,8,9,6,2,1,1,1,25,1,2,1,5,9999,1
672,1,3,9,7,0,6,2,1,25,1,2,1,1,1984,2
891,20,3,9,5,18,7,2,1,25,1,2,1,99,1997,2
1819,28,6,9,7,1,1,1,1,25,1,2,1,1,9999,2
1851,1,6,9,3,18,5,2,1,25,1,2,1,99,9999,2
1765,21,6,9,7,3,10,2,1,25,1,2,1,9,1995,3
2429,19,8,9,3,12,22,2,1,25,1,2,2,5,1990,3
1231,22,4,9,3,21,1,1,1,25,1,2,3,1,1979,1
2931,18,10,9,7,20,9,2,1,25,1,2,3,11,1985,1
1364,6,5,9,3,22,20,1,1,25,1,2,3,6,9999,1
1772,22,6,9,1,16,10,1,1,25,1,2,3,5,9999,1
254,25,1,9,7,3,1,1,1,25,1,2,3,8,1985,2
22,2,1,9,5,17,1,1,1,25,1,2,3,99,9999,2
2995,25,10,9,7,4,2,2,1,25,1,2,3,1,9999,2
3205,23,11,9,1,2,12,1,1,25,1,2,3,11,9999,2
456,12,2,9,4,1,4,2,1,25,1,2,3,6,2003,3
515,15,2,9,7,19,4,2,1,25,1,2,4,5,9999,1
1486,17,5,9,7,18,17,1,1,25,1,2,4,4,9999,1
3117,8,11,9,7,15,10,2,1,25,1,2,4,1,2008,2
78,9,1,9,5,17,2,2,1,25,1,1,1,1,1992,1
1307,1,5,9,5,19,5,2,1,25,1,1,1,3,1993,1
2047,24,7,9,5,23,6,1,1,25,1,1,1,6,1993,1
1298,30,4,9,4,21,1,1,1,25,1,1,1,2,1998,1
2764,28,9,9,1,8,13,2,1,25,1,1,1,5,2000,1
1032,4,4,9,6,19,19,1,2,25,1,1,1,5,2001,1
937,26,3,9,4,2,1,1,1,25,1,1,1,2,2008,1
565,21,2,9,6,3,1,1,1,25,1,1,1,2,2009,1
329,1,2,9,7,16,1,1,2,25,1,1,1,4,9999,1
1276,26,4,9,7,0,12,2,1,25,1,1,1,3,9999,1
1373,6,5,9,3,9,1,1,1,25,1,1,1,99,9999,1
2668,15,9,9,2,2,1,1,1,25,1,1,1,4,9999,1
3503,29,12,9,2,11,1,1,1,25,1,1,1,9,9999,1
2750,27,9,9,7,8,22,2,1,25,1,1,1,2,1992,2
165,16,1,9,5,14,19,2,1,25,1,1,1,99,9999,2
1368,6,5,9,3,21,10,1,1,25,1,1,2,8,1998,1
200,18,1,9,7,7,6,2,1,25,1,1,3,3,1966,1
73,8,1,9,4,1,12,2,1,25,1,1,3,3,1984,1
2489,24,8,9,1,9,9,2,1,25,1,1,3,6,2000,1
1461,15,5,9,5,8,18,2,1,25,1,1,3,6,2006,1
2537,28,8,9,5,17,1,1,1,25,1,1,3,5,2008,1
610,23,2,9,1,15,11,1,1,25,1,1,3,99,9999,1
1605,3,6,9,3,6,1,1,1,25,1,1,3,5,9999,1
1649,8,6,9,1,10,1,2,1,25,1,1,3,5,9999,1
3505,29,12,9,2,10,6,2,1,25,1,1,3,5,9999,1
3349,13,12,9,7,6,10,2,1,25,1,1,3,4,1989,2
1914,8,7,9,3,2,1,1,1,25,1,1,3,5,2008,2
3118,8,11,9,7,0,11,2,1,25,1,1,3,2,1998,3
1726,17,6,9,3,5,2,2,1,25,1,1,3,3,2000,3
476,13,2,9,5,7,14,2,1,25,1,1,3,5,2008,3
882,19,3,9,4,21,9,1,2,25,1,1,4,3,2006,1
3293,6,12,9,7,0,9,1,1,25,1,1,4,1,2007,1
174,17,1,9,6,7,1,1,1,25,1,1,4,7,9999,1
291,28,1,9,3,23,19,2,1,25,1,1,4,99,9999,1
931,25,3,9,3,12,5,2,1,25,1,1,4,1,9999,1
3236,28,11,9,6,21,13,2,1,25,1,1,4,99,9999,1
396,7,2,9,6,19,1,1,1,25,1,1,4,5,9999,2
1378,7,5,9,4,5,20,2,1,25,1,1,4,1,9999,2
2074,27,7,9,1,0,4,1,1,25,1,1,4,1,2007,4
2928,18,10,9,7,20,6,2,1,25,1,1,5,2,1990,1
3108,7,11,9,6,11,11,2,1,25,1,1,5,2,1990,1
2582,5,9,9,6,14,16,2,1,25,1,1,5,2,1997,1
1027,3,4,9,5,22,20,2,1,25,1,1,5,2,2008,1
731,5,3,9,4,16,12,2,1,25,1,1,5,2,9999,1
1264,25,4,9,6,16,15,2,1,25,1,1,6,2,1975,1
708,3,3,9,2,11,5,1,1,25,1,1,6,14,1995,1
1175,17,4,9,5,22,20,2,1,25,1,1,6,5,1999,1
3519,31,12,9,4,7,1,1,1,25,1,1,7,7,1993,1
2921,17,10,9,6,13,12,2,1,25,1,1,7,7,9999,4
1828,28,6,9,7,17,16,2,1,25,1,1,9,6,2005,1
564,20,2,9,5,11,14,2,1,25,1,1,9,3,9999,1
1568,29,5,9,5,13,3,2,1,25,1,1,9,4,9999,1
3149,16,11,9,1,11,1,1,1,25,1,1,11,2,1999,1
54,5,1,9,1,6,15,2,1,25,1,1,11,2,2004,2
1413,10,5,9,7,7,1,1,1,25,1,1,12,9,1992,1
3300,7,12,9,1,23,1,1,1,25,1,1,12,2,1996,1
3487,27,12,9,7,12,10,1,1,25,1,1,12,1,9999,1
1621,5,6,9,5,16,11,1,1,25,1,1,14,1,9999,1
1764,21,6,9,7,13,19,2,1,26,1,9,1,2,9999,1
2630,11,9,9,5,19,17,2,1,26,1,9,1,1,9999,1
2711,20,9,9,7,17,12,2,1,26,1,9,1,99,9999,1
2955,21,10,9,3,3,1,1,1,26,1,9,1,99,2005,2
2747,27,9,9,7,2,1,1,1,26,1,9,1,4,2006,2
1866,3,7,9,5,14,10,2,1,26,1,9,1,3,9999,2
1059,6,4,9,1,14,1,1,1,26,1,9,3,6,1995,1
3364,16,12,9,3,15,1,1,1,26,1,9,3,11,1999,1
2438,20,8,9,4,10,9,2,1,26,1,9,3,9,2005,1
863,17,3,9,2,14,20,2,1,26,1,9,3,4,2009,1
3398,20,12,9,7,3,1,2,1,26,1,9,3,2,9999,1
2413,17,8,9,1,17,9,1,1,26,1,9,3,3,9999,2
2675,16,9,9,3,19,11,2,1,26,1,9,3,1,9999,2
1869,3,7,9,5,11,17,2,1,26,1,9,3,99,9999,4
1139,12,4,9,7,23,5,2,1,26,1,9,4,1,2008,1
3125,9,11,9,1,0,1,2,1,26,1,9,4,5,2008,1
1648,7,6,9,7,20,5,2,1,26,1,9,4,5,9999,1
2041,23,7,9,4,21,1,1,1,26,1,9,4,3,9999,1
2551,31,8,9,1,18,1,1,1,26,1,9,4,5,9999,1
3331,12,12,9,6,18,1,1,1,26,1,9,4,2,9999,2
963,28,3,9,6,20,19,1,1,26,1,9,4,99,9999,4
1005,1,4,9,3,8,1,1,1,26,1,9,4,1,9999,4
1847,30,6,9,2,22,4,1,1,26,1,9,4,1,9999,4
2817,4,10,9,7,21,4,2,1,26,1,9,4,99,9999,4
3413,20,12,9,7,11,17,2,1,26,1,9,4,2,9999,4
2534,28,8,9,5,16,3,2,1,26,1,9,5,7,1996,1
1010,1,4,9,3,11,2,2,1,26,1,9,5,2,1999,1
2867,12,10,9,1,21,7,1,1,26,1,9,5,2,9999,2
1554,24,5,9,7,16,17,2,1,26,1,9,5,1,9999,3
2951,20,10,9,2,5,5,2,1,26,1,9,5,1,9999,3
2338,8,8,9,6,17,1,2,1,26,1,9,6,2,9999,2
3025,29,10,9,4,12,2,2,1,26,1,9,9,6,2003,1
1846,30,6,9,2,6,12,1,1,26,1,9,9,2,2006,1
2431,19,8,9,3,21,10,2,1,26,1,9,9,2,2006,1
2327,7,8,9,5,19,1,2,1,26,1,9,11,2,2008,1
629,25,2,9,3,15,6,2,1,26,1,2,1,4,1983,1
2664,15,9,9,2,17,4,2,1,26,1,2,1,4,1998,1
1214,20,4,9,1,22,1,1,1,26,1,2,1,2,2001,1
1180,18,4,9,6,2,1,1,1,26,1,2,1,4,2004,1
328,1,2,9,7,21,1,1,1,26,1,2,1,2,9999,1
1637,6,6,9,6,16,1,1,1,26,1,2,1,99,9999,1
3450,24,12,9,4,4,1,1,1,26,1,2,1,1,9999,1
2028,21,7,9,2,19,1,1,1,26,1,2,1,2,2001,2
2072,27,7,9,1,0,10,2,1,26,1,2,1,2,1991,3
2533,28,8,9,5,20,4,1,1,26,1,2,2,2,1990,1
2451,21,8,9,5,15,1,1,1,26,1,2,2,11,9999,1
2788,1,10,9,4,22,22,2,1,26,1,2,2,3,9999,1
2046,24,7,9,5,22,1,1,1,26,1,2,3,6,2007,1
212,20,1,9,2,22,9,1,1,26,1,2,3,3,9999,1
2923,17,10,9,6,9,17,2,1,26,1,2,3,1,9999,1
3348,13,12,9,7,21,8,2,1,26,1,2,3,3,9999,1
3457,24,12,9,4,0,15,2,1,26,1,2,3,6,9999,1
3489,27,12,9,7,3,9,1,1,26,1,2,3,6,9999,1
3456,24,12,9,4,15,11,2,1,26,1,2,4,2,2009,1
1436,12,5,9,2,18,16,1,1,26,1,2,4,5,9999,1
1827,28,6,9,7,3,9,1,1,26,1,2,4,7,9999,1
2789,1,10,9,4,12,21,2,1,26,1,2,4,7,9999,1
3464,24,12,9,4,16,17,2,1,26,1,2,4,2,9999,2
3246,30,11,9,1,1,1,2,1,26,1,2,8,3,9999,4
1212,20,4,9,1,0,1,1,1,26,1,2,9,2,2005,1
2040,23,7,9,4,9,1,1,1,26,1,1,1,9,1991,1
3048,31,10,9,6,0,2,2,1,26,1,1,1,9,1992,1
2646,13,9,9,7,3,1,1,1,26,1,1,1,2,1993,1
1934,11,7,9,6,18,1,1,1,26,1,1,1,1,1995,1
1523,21,5,9,4,19,4,2,1,26,1,1,1,6,1999,1
2594,6,9,9,7,18,1,1,1,26,1,1,1,2,2002,1
3283,6,12,9,7,2,1,1,1,26,1,1,1,2,2003,1
1502,19,5,9,2,19,1,1,2,26,1,1,1,3,2004,1
99,10,1,9,6,21,1,1,1,26,1,1,1,1,9999,1
1474,17,5,9,7,9,1,2,1,26,1,1,1,6,9999,1
1824,28,6,9,7,10,1,1,1,26,1,1,1,15,1993,2
3345,13,12,9,7,15,19,2,1,26,1,1,1,2,2003,2
1464,16,5,9,6,1,1,1,1,26,1,1,1,1,9999,2
2972,23,10,9,5,0,1,1,2,26,1,1,1,99,9999,2
2463,22,8,9,6,19,1,1,1,26,1,1,1,4,2005,3
242,24,1,9,6,18,5,1,1,26,1,1,2,99,2007,1
3031,30,10,9,5,5,9,1,1,26,1,1,2,99,9999,1
2616,10,9,9,4,17,22,2,1,26,1,1,2,4,1996,2
1187,18,4,9,6,17,6,2,2,26,1,1,3,8,1991,1
919,23,3,9,1,15,2,2,1,26,1,1,3,4,1993,1
416,7,2,9,6,22,1,1,1,26,1,1,3,5,1999,1
1230,21,4,9,2,19,3,1,1,26,1,1,3,3,2005,1
1665,10,6,9,3,23,1,1,1,26,1,1,3,5,2008,1
308,30,1,9,5,19,1,1,1,26,1,1,3,5,9999,1
347,1,2,9,7,22,14,2,1,26,1,1,3,2,9999,1
939,26,3,9,4,10,1,1,1,26,1,1,3,5,9999,1
3344,13,12,9,7,14,22,2,2,26,1,1,3,4,9999,2
16,1,1,9,4,16,11,2,1,26,1,1,3,1,1986,3
554,19,2,9,4,0,14,2,1,26,1,1,3,5,1987,3
2595,6,9,9,7,13,22,2,1,26,1,1,3,6,1987,3
111,11,1,9,7,5,17,2,1,26,1,1,3,9,9999,3
1845,30,6,9,2,18,4,2,1,26,1,1,4,1,1982,1
336,1,2,9,7,7,5,2,1,26,1,1,4,3,2004,1
353,2,2,9,1,10,1,1,1,26,1,1,4,99,9999,1
189,18,1,9,7,2,1,1,1,26,1,1,4,5,2006,2
435,9,2,9,1,18,11,2,1,26,1,1,4,3,9999,2
1142,12,4,9,7,22,17,2,1,26,1,1,4,99,9999,2
1937,11,7,9,6,3,1,1,1,26,1,1,4,1,9999,2
2168,4,8,9,2,3,12,2,1,26,1,1,4,5,9999,2
2238,4,8,9,2,3,12,2,1,26,1,1,4,5,9999,2
2308,4,8,9,2,3,12,2,1,26,1,1,4,5,9999,2
366,3,2,9,2,18,9,2,1,26,1,1,5,2,1990,1
555,19,2,9,4,21,5,2,1,26,1,1,5,2,9999,1
1954,12,7,9,7,6,2,2,1,26,1,1,5,2,1987,3
874,18,3,9,3,22,2,2,1,26,1,1,6,2,1994,1
2033,21,7,9,2,20,18,2,1,26,1,1,6,99,9999,1
990,30,3,9,1,3,5,1,1,26,1,1,6,2,9999,2
1742,19,6,9,5,16,13,2,1,26,1,1,7,7,1985,1
2663,15,9,9,2,19,11,2,1,26,1,1,12,7,1985,1
462,12,2,9,4,9,10,2,1,26,1,1,12,1,2005,1
293,28,1,9,3,9,1,1,1,26,1,1,12,99,9999,3
187,17,1,9,6,11,14,2,1,26,1,1,99,6,9999,1
669,1,3,9,7,13,1,2,1,27,1,9,1,4,9999,1
2364,11,8,9,2,2,3,2,1,27,1,9,1,2,9999,1
2838,7,10,9,3,15,12,2,1,27,1,9,1,6,9999,1
820,13,3,9,5,1,1,1,1,27,1,9,1,3,9999,3
805,11,3,9,3,12,4,2,1,27,1,9,3,6,1996,1
2945,19,10,9,1,15,19,2,1,27,1,9,3,1,9999,1
3038,30,10,9,5,17,1,1,1,27,1,9,3,3,9999,1
2913,17,10,9,6,9,19,2,1,27,1,9,3,4,1991,3
1170,16,4,9,4,4,12,2,1,27,1,9,3,99,9999,4
2937,18,10,9,7,19,18,2,1,27,1,9,3,99,9999,4
3368,16,12,9,3,13,22,2,1,27,1,9,4,2,2008,1
2721,23,9,9,3,7,1,1,1,27,1,9,4,1,9999,1
