,num_hecho,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,areag_ocu,sexo_pil,edad_pil,g_edad_pil,estado_pil,tipo_vehi,color_vehi,modelo_vehi,causa_acc,year,zona_ocu
1930,-1,25,2,4,0,14,1,2,16,-1,1,1,4,2000,1,2010,3
1931,-1,19,5,3,6,22,2,1,15,-1,1,4,5,9999,1,2010,99
1932,-1,17,12,5,7,7,2,1,44,-1,1,5,2,1988,1,2010,99
1933,-1,18,8,3,10,5,2,9,999,-1,9,5,2,9999,1,2010,99
1934,-1,17,3,3,12,1,1,9,999,-1,9,1,4,1993,1,2010,12
1935,-1,24,1,7,13,6,2,1,53,-1,9,3,4,9999,1,2010,99
1936,-1,18,9,6,13,1,2,1,36,-1,1,2,6,1996,2,2010,99
1937,-1,24,6,4,15,22,2,1,25,-1,1,1,2,1997,2,2010,99
1938,-1,11,4,7,16,2,2,1,32,-1,1,1,6,9999,4,2010,99
1939,-1,19,7,1,17,1,1,1,26,-1,1,5,1,9999,3,2010,16
1940,-1,23,10,6,18,7,2,1,29,-1,1,3,3,9999,1,2010,99
1941,-1,21,11,7,21,1,1,1,51,-1,9,1,3,2001,1,2010,13
1942,-1,11,4,7,4,18,2,9,999,-1,9,3,5,9999,1,2010,99
1943,-1,24,6,4,7,10,2,1,43,-1,1,3,11,1986,1,2010,99
1944,-1,17,12,5,10,4,2,1,43,-1,1,4,1,9999,1,2010,99
1945,-1,24,1,7,13,10,2,1,55,-1,9,1,2,2002,1,2010,99
1946,-1,25,2,4,16,4,2,9,999,-1,9,3,5,9999,4,2010,99
1947,-1,19,5,3,16,5,2,1,54,-1,1,7,99,1984,3,2010,99
1948,-1,18,8,3,18,10,2,1,41,-1,1,1,6,2004,1,2010,99
1949,-1,21,11,7,19,22,2,1,26,-1,9,4,99,9999,1,2010,99
1950,-1,17,3,3,20,22,2,1,27,-1,9,1,99,9999,1,2010,99
1951,-1,19,7,1,21,1,2,1,999,-1,1,4,99,9999,1,2010,99
1952,-1,18,9,6,22,1,1,9,999,-1,9,12,1,9999,2,2010,12
1953,-1,23,10,6,23,4,2,1,47,-1,1,1,1,9999,1,2010,99
1954,-1,18,9,6,0,1,2,9,999,-1,9,12,7,9999,1,2010,99
1955,-1,24,1,7,0,10,2,1,20,-1,9,2,5,2000,3,2010,99
1956,-1,23,10,6,5,4,2,1,32,-1,1,12,1,9999,1,2010,99
1957,-1,24,6,4,7,17,2,1,23,-1,1,4,1,2010,1,2010,99
1958,-1,17,3,3,10,21,2,1,55,-1,9,13,99,9999,4,2010,99
1959,-1,18,8,3,13,2,1,1,17,-1,1,4,1,9999,1,2010,99
1960,-1,11,4,7,15,18,2,1,37,-1,1,2,9,2001,3,2010,99
1961,-1,25,2,4,16,20,2,9,999,-1,9,3,99,9999,3,2010,99
1962,-1,17,12,5,21,6,2,1,38,-1,1,4,3,9999,1,2010,99
1963,-1,21,11,7,21,22,2,1,40,-1,9,3,4,9999,3,2010,99
1964,-1,19,7,1,23,20,2,1,34,-1,2,1,3,2000,1,2010,99
1965,-1,19,5,3,23,6,2,1,24,-1,1,3,2,9999,3,2010,99
1966,-1,18,12,6,5,1,1,1,28,-1,1,1,5,9999,1,2010,9
1967,-1,11,4,7,9,17,2,1,22,-1,1,14,1,2005,1,2010,99
1968,-1,17,3,3,12,5,1,1,999,-1,1,4,2,2007,1,2010,1
1969,-1,19,7,1,12,5,2,1,38,-1,1,3,99,2008,1,2010,99
1970,-1,21,11,7,12,5,1,1,65,-1,9,4,1,9999,1,2010,99
1971,-1,24,1,7,13,11,1,1,45,-1,9,1,6,1996,2,2010,99
1972,-1,19,5,3,13,12,2,9,999,-1,9,3,99,9999,4,2010,99
1973,-1,23,10,6,15,1,1,1,22,-1,1,4,9,2009,1,2010,16
1974,-1,25,2,4,17,5,2,9,999,-1,9,1,10,9999,1,2010,99
1975,-1,18,9,6,20,1,2,1,60,-1,1,4,5,1998,1,2010,99
1976,-1,18,8,3,20,18,2,2,20,-1,1,4,99,9999,2,2010,99
1977,-1,25,6,5,23,1,1,9,999,-1,9,9,2,9999,1,2010,18
1978,-1,24,1,7,0,11,2,1,28,-1,9,9,11,2006,1,2010,99
1979,-1,19,8,4,5,1,1,9,999,-1,1,10,99,9999,2,2010,15
1980,-1,19,5,3,6,18,2,1,37,-1,1,3,5,9999,1,2010,99
1981,-1,17,3,3,7,11,2,1,20,-1,9,6,5,2008,1,2010,99
1982,-1,18,12,6,12,1,1,1,67,-1,1,4,1,9999,1,2010,7
1983,-1,11,4,7,15,4,2,9,999,-1,9,7,99,9999,1,2010,99
1984,-1,18,9,6,15,1,1,1,32,-1,1,2,6,9999,1,2010,1
1985,-1,23,10,6,15,1,1,1,33,-1,1,11,4,2007,1,2010,7
1986,-1,21,11,7,16,5,2,1,999,-1,2,7,99,9999,1,2010,99
1987,-1,19,7,1,20,6,2,1,13,-1,1,1,6,9999,3,2010,99
1988,-1,25,6,5,22,1,1,9,999,-1,9,3,99,9999,1,2010,7
1989,-1,25,2,4,22,5,2,1,30,-1,9,3,3,1991,3,2010,99
1990,-1,21,11,7,2,5,2,2,28,-1,1,1,3,9999,2,2010,99
1991,-1,19,5,3,3,18,2,1,36,-1,1,3,5,9999,3,2010,99
1992,-1,19,8,4,7,1,1,1,20,-1,1,4,1,9999,1,2010,12
1993,-1,17,3,3,8,15,2,1,25,-1,9,4,5,2007,1,2010,99
1994,-1,18,9,6,8,6,2,1,25,-1,9,3,1,9999,2,2010,99
1995,-1,25,6,5,10,22,2,1,22,-1,1,1,5,2009,1,2010,99
1996,-1,19,7,1,12,11,1,1,32,-1,1,4,1,9999,1,2010,1
1997,-1,24,1,7,18,9,1,1,23,-1,9,13,99,9999,1,2010,7
1998,-1,18,12,6,20,5,2,1,20,-1,1,4,99,9999,1,2010,99
1999,-1,25,2,4,21,6,2,1,24,-1,2,3,9,1993,3,2010,99
2000,-1,12,4,1,22,1,1,1,24,-1,1,1,11,1999,1,2010,3
2001,-1,24,10,7,22,1,1,1,17,-1,9,1,3,1999,1,2010,12
2002,-1,12,4,1,2,20,2,1,38,-1,1,1,5,1999,1,2010,99
2003,-1,25,6,5,6,20,2,1,30,-1,1,2,9,2002,1,2010,99
2004,-1,21,11,7,6,6,2,1,39,-1,1,3,5,1990,2,2010,99
2005,-1,26,2,5,7,1,2,1,19,-1,9,4,1,9999,1,2010,99
2006,-1,19,5,3,9,17,2,9,999,-1,9,9,99,9999,4,2010,99
2007,-1,24,1,7,13,16,2,9,999,-1,9,5,2,9999,3,2010,99
2008,-1,19,7,1,13,12,2,9,999,-1,9,3,99,9999,2,2010,99
2009,-1,18,9,6,15,11,2,9,999,-1,9,1,2,1991,2,2010,99
2010,-1,18,3,4,17,1,1,1,54,-1,9,1,99,9999,1,2010,99
2011,-1,19,8,4,20,20,2,1,19,-1,1,4,99,9999,1,2010,99
2012,-1,18,12,6,22,10,2,1,27,-1,1,9,1,2011,1,2010,99
2013,-1,24,10,7,22,1,2,9,999,-1,9,3,2,9999,2,2010,99
2014,-1,24,1,7,1,18,2,1,35,-1,2,6,1,9999,2,2010,99
2015,-1,18,12,6,4,7,2,1,32,-1,1,3,4,9999,3,2010,99
2016,-1,12,4,1,10,20,2,1,20,-1,1,1,99,1980,3,2010,99
2017,-1,19,8,4,14,19,1,1,65,-1,1,3,1,9999,2,2010,99
2018,-1,26,2,5,16,1,1,1,43,-1,1,12,1,9999,1,2010,6
2019,-1,19,5,3,19,14,2,1,28,-1,1,1,11,9999,1,2010,99
2020,-1,21,11,7,19,6,2,1,41,-1,1,12,1,9999,1,2010,99
2021,-1,24,10,7,21,19,2,1,32,-1,9,1,9,1991,1,2010,99
2022,-1,18,9,6,22,9,2,1,54,-1,9,3,99,9999,1,2010,99
2023,-1,19,7,1,22,17,2,1,999,-1,1,3,99,9999,3,2010,99
2024,-1,18,3,4,23,1,1,1,21,-1,9,4,4,9999,1,2010,10
2025,-1,25,6,5,23,6,2,9,999,-1,9,99,99,9999,1,2010,99
2026,-1,21,11,7,0,6,2,1,20,-1,1,4,2,9999,2,2010,99
2027,-1,19,7,1,1,17,2,1,28,-1,1,4,2,9999,2,2010,99
2028,-1,24,1,7,9,17,2,1,34,-1,9,3,9,9999,1,2010,99
2029,-1,24,10,7,10,5,2,1,27,-1,9,4,1,2010,1,2010,99
2030,-1,19,8,4,11,5,1,9,999,-1,9,7,99,9999,1,2010,1
2031,-1,25,6,5,15,12,2,1,999,-1,1,2,99,9999,1,2010,99
2032,-1,26,2,5,18,10,2,1,27,-1,1,4,5,9999,1,2010,99
2033,-1,18,12,6,19,4,2,1,40,-1,1,1,1,9999,1,2010,99
2034,-1,18,9,6,20,9,2,1,24,-1,9,4,99,9999,1,2010,99
2035,-1,19,5,3,21,7,2,1,23,-1,1,14,99,9999,1,2010,99
2036,-1,18,3,4,23,1,1,1,44,-1,9,1,6,2004,1,2010,12
2037,-1,12,4,1,23,19,2,2,37,-1,1,1,99,1998,2,2010,99
2038,-1,19,7,1,8,3,2,1,999,-1,1,4,5,9999,1,2010,99
2039,-1,26,2,5,11,11,2,9,999,-1,9,5,9,9999,1,2010,99
2040,-1,25,6,5,11,16,2,1,38,-1,1,4,1,2008,1,2010,99
2041,-1,24,10,7,12,10,1,1,25,-1,9,14,1,2004,1,2010,99
2042,-1,25,1,1,13,1,1,1,20,-1,9,4,5,9999,1,2010,10
2043,-1,21,11,7,18,11,1,1,36,-1,1,1,5,9999,1,2010,1
2044,-1,18,12,6,18,2,2,1,24,-1,1,14,1,9999,1,2010,99
2045,-1,12,4,1,19,10,2,1,39,-1,1,4,5,9999,1,2010,99
2046,-1,19,8,4,19,11,2,1,33,-1,1,9,2,1998,1,2010,99
2047,-1,18,9,6,19,2,1,1,38,-1,9,2,1,9999,1,2010,99
2048,-1,18,3,4,19,1,2,1,43,-1,9,4,1,9999,2,2010,99
2049,-1,19,5,3,23,4,2,1,29,-1,1,5,99,9999,1,2010,99
2050,-1,25,1,1,0,19,2,9,999,-1,9,7,3,9999,1,2010,99
2051,-1,18,12,6,6,15,2,1,23,-1,1,1,1,1993,4,2010,99
2052,-1,19,5,3,11,4,2,9,999,-1,9,3,1,9999,1,2010,99
2053,-1,20,7,2,18,1,1,1,19,-1,1,1,1,2006,1,2010,1
2054,-1,18,9,6,18,18,2,9,999,-1,9,3,99,9999,1,2010,99
2055,-1,25,6,5,19,2,2,9,999,-1,9,3,1,9999,1,2010,99
2056,-1,26,2,5,20,13,1,1,19,-1,9,4,5,2007,1,2010,5
2057,-1,19,8,4,22,9,1,9,999,-1,9,7,99,9999,1,2010,11
2058,-1,24,10,7,22,9,1,1,23,-1,9,4,5,2008,1,2010,1
2059,-1,18,3,4,22,5,2,2,49,-1,9,2,5,2009,3,2010,99
2060,-1,12,4,1,23,12,2,1,31,-1,2,1,1,9999,1,2010,99
2061,-1,21,11,7,23,9,1,1,999,-1,1,4,99,9999,1,2010,1
2062,-1,21,11,7,0,9,1,1,47,-1,1,2,99,9999,1,2010,99
2063,-1,25,1,1,2,14,2,1,24,-1,9,4,99,9999,4,2010,99
2064,-1,24,10,7,7,9,2,1,56,-1,9,3,3,1993,3,2010,99
2065,-1,18,3,4,8,17,1,1,39,-1,9,4,99,9999,2,2010,99
2066,-1,19,8,4,11,12,2,1,32,-1,2,3,8,9999,1,2010,99
2067,-1,20,5,4,13,1,1,1,30,-1,1,10,2,2008,1,2010,1
2068,-1,20,7,2,14,1,2,2,26,-1,1,1,9,2004,1,2010,99
2069,-1,12,4,1,16,15,2,1,27,-1,1,10,2,9999,4,2010,99
2070,-1,26,2,5,18,8,2,9,999,-1,9,11,3,9999,1,2010,99
2071,-1,25,6,5,20,4,1,1,31,-1,1,3,6,9999,1,2010,4
2072,-1,18,9,6,20,17,2,9,999,-1,9,3,5,9999,1,2010,99
2073,-1,18,12,6,22,1,1,1,36,-1,1,3,2,2008,1,2010,1
2074,-1,21,11,7,0,12,2,1,41,-1,2,1,99,9999,1,2010,99
2075,-1,18,3,4,0,17,1,1,19,-1,9,4,99,9999,2,2010,99
2076,-1,13,4,2,10,21,1,9,999,-1,9,2,99,9999,1,2010,2
2077,-1,20,5,4,12,1,2,1,39,-1,1,4,1,2007,1,2010,99
2078,-1,25,6,5,13,3,2,1,28,-1,1,4,5,9999,1,2010,99
2079,-1,26,2,5,14,16,1,1,34,-1,1,11,2,2008,1,2010,2
2080,-1,20,7,2,16,1,2,9,999,-1,9,1,1,9999,1,2010,99
2081,-1,19,8,4,16,15,2,1,29,-1,1,9,4,9999,1,2010,99
2082,-1,24,10,7,16,9,2,1,40,-1,9,1,2,9999,1,2010,99
2083,-1,25,1,1,17,1,2,2,23,-1,9,2,1,9999,1,2010,99
2084,-1,18,9,6,20,17,2,1,22,-1,1,4,99,9999,1,2010,99
2085,-1,18,12,6,21,12,2,2,30,-1,2,3,6,9999,2,2010,99
2086,-1,26,1,2,10,6,2,1,53,-1,1,3,9,9999,1,2010,99
2087,-1,18,9,6,15,7,2,1,53,-1,9,5,99,9999,1,2010,99
2088,-1,13,4,2,16,5,2,1,42,-1,1,6,99,9999,1,2010,99
2089,-1,26,6,6,17,1,1,1,21,-1,9,4,5,9999,1,2010,12
2090,-1,20,7,2,17,20,2,1,26,-1,1,9,2,9999,1,2010,99
2091,-1,26,2,5,18,17,2,1,24,-1,2,4,3,9999,1,2010,99
2092,-1,19,8,4,18,2,2,1,20,-1,1,4,6,9999,1,2010,99
2093,-1,19,3,5,21,1,1,2,48,-1,9,1,3,9999,1,2010,1
2094,-1,21,11,7,21,12,1,1,37,-1,1,10,2,9999,1,2010,5
2095,-1,24,10,7,21,14,2,1,999,-1,9,3,1,9999,4,2010,99
2096,-1,18,12,6,22,5,2,9,999,-1,9,6,1,9999,1,2010,99
2097,-1,20,5,4,23,20,1,2,35,-1,1,4,99,9999,1,2010,1
2098,-1,26,1,2,0,14,1,1,28,-1,9,4,1,1996,4,2010,2
2099,-1,27,2,6,1,1,1,1,31,-1,2,1,99,9999,2,2010,1
2100,-1,18,9,6,2,4,2,1,40,-1,1,3,2,9999,4,2010,99
2101,-1,24,10,7,2,3,2,1,22,-1,2,3,2,9999,4,2010,99
2102,-1,19,3,5,7,1,1,1,999,-1,9,4,99,9999,1,2010,99
2103,-1,19,8,4,7,17,2,1,33,-1,1,1,3,2000,3,2010,99
2104,-1,21,11,7,10,12,2,1,15,-1,1,3,99,9999,2,2010,99
2105,-1,13,4,2,13,5,2,1,31,-1,1,4,99,9999,1,2010,99
2106,-1,26,6,6,21,21,2,9,999,-1,9,9,9,1995,1,2010,99
2107,-1,20,7,2,21,5,2,1,20,-1,1,4,5,9999,1,2010,99
2108,-1,19,12,7,21,1,1,1,40,-1,9,12,6,9999,1,2010,1
2109,-1,20,5,4,23,20,1,2,19,-1,1,4,99,9999,1,2010,1
2110,-1,20,7,2,1,10,2,1,25,-1,2,4,1,9999,1,2010,99
2111,-1,19,12,7,1,1,1,1,33,-1,9,1,8,1988,2,2010,1
2112,-1,27,2,6,3,1,1,1,29,-1,9,4,1,9999,1,2010,3
2113,-1,27,1,3,3,1,1,1,51,-1,2,1,6,9999,2,2010,4
2114,-1,13,4,2,9,16,2,9,999,-1,9,3,9,9999,3,2010,99
2115,-1,24,10,7,10,3,2,1,19,-1,9,4,3,9999,1,2010,99
2116,-1,19,8,4,14,17,1,2,25,-1,1,4,99,9999,2,2010,99
2117,-1,19,3,5,19,5,2,1,41,-1,9,6,3,9999,1,2010,99
2118,-1,26,6,6,20,5,1,1,26,-1,2,1,99,1998,2,2010,3
2119,-1,20,5,4,22,19,2,1,21,-1,1,4,99,9999,1,2010,99
2120,-1,21,11,7,22,2,2,1,24,-1,2,9,99,9999,3,2010,99
2121,-1,19,9,7,23,1,1,1,20,-1,1,4,1,2009,1,2010,12
2122,-1,21,11,7,0,14,1,1,25,-1,2,4,9,9999,1,2010,99
2123,-1,20,8,5,5,1,1,2,26,-1,1,1,4,2007,1,2010,1
2124,-1,19,12,7,6,1,1,2,24,-1,9,4,5,9999,1,2010,7
2125,-1,27,1,3,11,1,1,1,34,-1,9,4,5,9999,1,2010,4
2126,-1,20,7,2,11,11,1,1,18,-1,2,3,5,9999,1,2010,1
2127,-1,26,6,6,12,5,2,9,999,-1,9,1,1,9999,1,2010,99
2128,-1,19,3,5,14,11,1,1,30,-1,9,3,9,9999,1,2010,99
2129,-1,20,5,4,15,19,2,9,999,-1,9,3,1,9999,1,2010,99
2130,-1,27,2,6,20,1,1,1,28,-1,2,1,5,9999,1,2010,6
2131,-1,19,9,7,23,22,2,1,23,-1,1,3,99,9999,3,2010,99
2132,-1,24,10,7,23,1,1,1,21,-1,9,4,3,9999,2,2010,3
2133,-1,21,11,7,6,14,2,1,31,-1,1,3,99,9999,4,2010,99
2134,-1,19,9,7,7,10,2,1,32,-1,1,3,9,9999,1,2010,99
2135,-1,27,2,6,11,1,1,1,25,-1,9,3,99,9999,1,2010,7
2136,-1,25,10,1,13,21,1,1,23,-1,9,3,2,9999,1,2010,2
2137,-1,19,3,5,14,16,1,1,15,-1,9,5,2,9999,1,2010,99
2138,-1,27,1,3,15,6,2,1,999,-1,9,1,11,9999,1,2010,99
2139,-1,20,5,4,15,5,2,1,999,-1,9,14,99,9999,1,2010,99
2140,-1,20,8,5,15,1,1,1,35,-1,1,4,7,9999,1,2010,18
2141,-1,19,12,7,16,5,2,1,50,-1,9,4,1,9999,1,2010,99
2142,-1,20,7,2,17,11,1,2,40,-1,1,1,2,2009,1,2010,4
2143,-1,26,6,6,19,6,1,1,39,-1,2,2,99,1986,2,2010,99
2144,-1,13,4,2,21,17,2,1,62,-1,1,6,1,9999,1,2010,99
2145,-1,20,8,5,0,1,2,1,53,-1,9,7,7,9999,1,2010,99
2146,-1,21,11,7,2,16,1,1,28,-1,2,4,4,2004,1,2010,2
2147,-1,19,3,5,6,18,2,1,33,-1,9,6,99,1998,1,2010,99
2148,-1,14,4,3,9,1,1,1,29,-1,1,4,1,9999,1,2010,99
2149,-1,26,6,6,11,18,2,9,999,-1,9,5,2,9999,1,2010,99
2150,-1,27,1,3,15,13,2,1,36,-1,9,3,99,9999,1,2010,99
2151,-1,19,12,7,15,5,2,1,999,-1,9,6,1,9999,1,2010,99
2152,-1,20,7,2,15,9,2,1,31,-1,2,4,99,9999,2,2010,99
2153,-1,20,5,4,19,10,2,9,999,-1,9,1,6,9999,1,2010,99
2154,-1,25,10,1,20,21,2,1,60,-1,2,3,3,9999,2,2010,99
2155,-1,27,2,6,21,1,2,1,41,-1,9,1,1,9999,1,2010,99
2156,-1,19,9,7,22,9,1,1,49,-1,1,3,2,9999,4,2010,5
2157,-1,21,11,7,5,16,2,1,41,-1,1,1,1,9999,2,2010,99
2158,-1,14,4,3,8,4,2,1,63,-1,1,9,2,2008,1,2010,99
2159,-1,20,7,2,12,9,2,1,32,-1,1,99,1,1995,2,2010,99
2160,-1,19,12,7,15,6,2,1,28,-1,1,3,1,1993,1,2010,99
2161,-1,20,3,6,15,1,2,1,34,-1,1,12,99,9999,3,2010,99
2162,-1,27,2,6,16,1,1,1,25,-1,9,7,7,9999,1,2010,3
2163,-1,19,9,7,16,12,2,1,999,-1,1,99,99,2006,1,2010,99
2164,-1,25,10,1,17,19,2,1,28,-1,1,4,1,9999,1,2010,99
2165,-1,20,8,5,17,19,2,1,44,-1,2,3,99,9999,2,2010,99
2166,-1,28,1,4,19,22,2,1,33,-1,1,1,2,2004,1,2010,99
2167,-1,20,5,4,20,11,1,1,36,-1,1,14,1,9999,1,2010,1
2168,-1,26,6,6,20,17,2,1,26,-1,2,4,1,9999,4,2010,99
2169,-1,21,11,7,0,17,2,1,23,-1,1,3,99,9999,2,2010,99
2170,-1,26,6,6,1,17,2,1,26,-1,9,4,99,9999,4,2010,99
2171,-1,25,10,1,7,9,2,1,35,-1,1,6,2,1999,1,2010,99
2172,-1,14,4,3,12,20,1,1,37,-1,1,1,6,9999,1,2010,1
2173,-1,20,7,2,12,12,2,9,999,-1,9,2,4,9999,1,2010,99
2174,-1,20,5,4,16,12,2,1,17,-1,1,1,6,9999,1,2010,99
2175,-1,28,1,4,16,22,2,9,999,-1,9,3,5,9999,3,2010,99
2176,-1,19,12,7,18,9,2,9,999,-1,9,3,99,9999,1,2010,99
2177,-1,20,8,5,18,19,1,1,20,-1,9,14,99,9999,2,2010,99
2178,-1,27,2,6,20,1,2,1,33,-1,9,1,9,1998,1,2010,99
2179,-1,19,9,7,22,17,2,1,34,-1,2,4,1,9999,1,2010,99
2180,-1,20,3,6,23,1,1,1,35,-1,1,10,2,9999,1,2010,18
2181,-1,21,11,7,0,17,2,1,28,-1,1,4,99,9999,2,2010,99
2182,-1,25,10,1,1,9,2,1,26,-1,2,2,1,9999,1,2010,99
2183,-1,19,9,7,1,17,2,1,20,-1,2,1,8,1994,2,2010,99
2184,-1,20,3,6,3,1,1,1,20,-1,9,1,11,1999,2,2010,14
2185,-1,26,6,6,3,17,2,1,25,-1,9,4,99,9999,4,2010,99
2186,-1,28,1,4,6,20,1,1,20,-1,9,4,99,9999,4,2010,99
2187,-1,14,4,3,8,11,2,1,35,-1,1,12,5,9999,1,2010,99
2188,-1,20,7,2,8,2,2,9,999,-1,9,7,3,9999,1,2010,99
2189,-1,19,12,7,11,9,2,9,999,-1,9,3,99,9999,1,2010,99
2190,-1,27,2,6,11,20,2,9,999,-1,9,14,1,9999,4,2010,99
2191,-1,20,5,4,18,18,2,1,23,-1,1,1,4,2007,1,2010,99
2192,-1,20,8,5,22,10,2,1,33,-1,1,3,2,2007,1,2010,99
2193,-1,21,11,7,7,1,1,1,24,-1,1,4,3,9999,1,2010,12
2194,-1,19,12,7,7,12,2,1,25,-1,9,4,1,2007,1,2010,99
2195,-1,14,4,3,7,16,2,9,999,-1,9,3,3,9999,2,2010,99
2196,-1,20,8,5,10,16,2,1,16,-1,1,3,1,1994,3,2010,99
2197,-1,28,1,4,11,20,2,1,40,-1,9,2,5,9999,3,2010,99
2198,-1,20,3,6,12,1,1,2,29,-1,1,12,1,9999,1,2010,12
2199,-1,27,6,7,12,1,1,1,19,-1,1,5,99,9999,1,2010,9
2200,-1,25,10,1,14,16,2,9,999,-1,9,1,4,9999,1,2010,99
2201,-1,27,2,6,19,19,2,1,43,-1,9,7,99,9999,1,2010,99
2202,-1,20,7,2,21,18,2,1,999,-1,1,4,1,9999,1,2010,99
2203,-1,20,5,4,21,18,2,9,999,-1,9,3,4,9999,2,2010,99
2204,-1,19,9,7,23,17,2,1,25,-1,1,99,99,9999,4,2010,99
2205,-1,27,6,7,1,1,1,1,18,-1,1,4,14,9999,1,2010,6
2206,-1,20,8,5,8,16,2,1,35,-1,1,4,99,9999,4,2010,99
2207,-1,20,5,4,9,4,2,1,34,-1,9,3,1,9999,2,2010,99
2208,-1,28,1,4,10,5,2,1,63,-1,1,5,2,9999,1,2010,99
2209,-1,20,7,2,10,7,2,1,55,-1,1,99,99,9999,1,2010,99
2210,-1,27,2,6,11,18,2,9,999,-1,9,3,5,9999,1,2010,99
2211,-1,14,4,3,16,18,2,1,21,-1,1,4,3,1992,2,2010,99
2212,-1,19,12,7,16,12,2,1,999,-1,9,9,6,9999,3,2010,99
2213,-1,20,3,6,18,1,2,1,21,-1,1,4,1,9999,1,2010,99
2214,-1,25,10,1,19,14,2,9,999,-1,9,7,99,9999,3,2010,99
2215,-1,19,9,7,21,17,2,1,48,-1,1,4,99,9999,1,2010,99
2216,-1,21,11,7,23,1,1,1,27,-1,1,4,5,9999,2,2010,3
2217,-1,21,5,5,7,5,2,1,25,-1,1,4,1,9999,1,2010,99
2218,-1,20,7,2,7,3,2,9,999,-1,9,3,3,1994,1,2010,99
2219,-1,27,2,6,13,5,1,2,23,-1,1,4,4,2006,1,2010,1
2220,-1,20,8,5,15,18,1,9,999,-1,9,3,99,9999,1,2010,99
2221,-1,19,9,7,17,14,2,1,19,-1,2,4,4,9999,1,2010,99
2222,-1,20,3,6,18,1,1,2,28,-1,1,3,4,9999,3,2010,99
2223,-1,22,11,1,19,1,1,9,999,-1,9,1,5,2010,1,2010,1
2224,-1,19,12,7,19,8,2,1,18,-1,9,1,2,9999,4,2010,99
2225,-1,28,1,4,20,18,2,1,61,-1,9,4,99,9999,1,2010,99
2226,-1,27,6,7,20,1,1,1,26,-1,1,4,1,9999,1,2010,18
2227,-1,25,10,1,20,3,2,1,60,-1,2,1,99,9999,2,2010,99
2228,-1,15,4,4,22,20,2,1,27,-1,1,1,11,2003,1,2010,99
2229,-1,25,10,1,2,3,2,1,48,-1,1,5,3,9999,4,2010,99
2230,-1,20,9,1,8,1,1,2,29,-1,1,1,99,1993,2,2010,12
2231,-1,28,1,4,11,17,2,1,55,-1,9,9,2,9999,3,2010,99
2232,-1,21,7,3,12,1,1,1,40,-1,9,4,3,9999,1,2010,3
2233,-1,20,8,5,13,17,2,1,26,-1,1,3,2,2008,1,2010,99
2234,-1,27,6,7,14,1,1,2,22,-1,1,1,3,2003,1,2010,11
2235,-1,22,11,1,14,1,1,1,33,-1,1,1,4,2001,1,2010,18
2236,-1,19,12,7,14,16,2,9,999,-1,1,4,99,9999,1,2010,99
2237,-1,20,3,6,15,2,2,1,40,-1,1,2,2,9999,4,2010,99
2238,-1,27,2,6,16,6,2,1,38,-1,9,4,1,9999,1,2010,99
2239,-1,15,4,4,16,5,2,1,999,-1,1,2,99,9999,1,2010,99
2240,-1,21,5,5,23,5,2,1,36,-1,1,3,6,9999,1,2010,99
2241,-1,28,1,4,8,1,1,2,18,-1,1,1,99,9999,1,2010,11
2242,-1,20,3,6,8,5,2,1,32,-1,1,4,5,2007,1,2010,99
2243,-1,21,8,6,9,1,1,1,21,-1,1,4,1,9999,1,2010,9
2244,-1,27,2,6,12,12,2,9,999,-1,9,5,99,9999,3,2010,99
2245,-1,26,10,3,13,1,2,1,48,-1,9,5,6,9999,1,2010,99
2246,-1,21,7,3,14,1,1,1,28,-1,9,1,7,9999,2,2010,17
2247,-1,19,12,7,15,17,1,1,25,-1,9,3,6,9999,1,2010,99
2248,-1,20,9,1,18,1,2,1,999,-1,2,1,2,9999,3,2010,99
2249,-1,15,4,4,21,10,2,9,999,-1,9,4,1,9999,1,2010,2
2250,-1,22,11,1,22,21,2,1,31,-1,2,4,1,2008,1,2010,99
2251,-1,21,5,5,22,5,2,1,45,-1,9,1,4,1985,3,2010,99
2252,-1,27,6,7,22,1,2,1,26,-1,2,2,14,9999,2,2010,99
2253,-1,26,10,2,1,5,2,1,20,-1,9,4,5,9999,1,2010,99
2254,-1,29,1,5,1,1,1,1,26,-1,9,2,9,9999,3,2010,18
2255,-1,21,8,6,3,1,1,1,25,-1,2,1,6,9999,1,2010,1
2256,-1,22,11,1,9,20,2,1,65,-1,1,3,11,1982,3,2010,99
2257,-1,21,5,5,13,16,2,1,42,-1,1,9,2,2008,1,2010,99
2258,-1,21,7,3,17,1,1,1,20,-1,9,1,1,2002,1,2010,12
2259,-1,27,2,6,19,9,2,9,999,-1,9,1,5,9999,1,2010,99
2260,-1,20,3,6,19,5,2,9,999,-1,9,6,99,9999,1,2010,99
2261,-1,15,4,4,19,12,2,1,40,-1,1,3,3,9999,4,2010,99
2262,-1,20,9,1,19,1,2,9,999,-1,2,1,2,9999,2,2010,99
2263,-1,19,12,7,22,5,1,1,23,-1,1,4,1,9999,1,2010,99
2264,-1,27,6,7,23,1,1,1,23,-1,2,1,1,9999,1,2010,7
2265,-1,21,8,6,2,1,1,1,24,-1,1,1,5,2000,2,2010,16
2266,-1,20,3,6,4,10,2,9,999,-1,9,5,6,9999,1,2010,99
2267,-1,21,7,3,5,5,2,9,999,-1,9,99,99,9999,1,2010,99
