,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,areag_ocu,zona_ocu,sexo_pil,edad_pil,estado_pil,tipo_vehi,color_vehi,modelo_vehi,causa_acc,year,muni_ocu,num_hecho,g_edad_pil,edad_m1
4570,18,8,3,20,18,2,99,2,20,1,4,99,9999,2,2010,-1,-1,-1,1
4571,18,9,6,20,17,2,99,9,999,9,3,5,9999,1,2010,-1,-1,-1,9
4572,18,9,6,20,17,2,99,1,22,1,4,99,9999,1,2010,-1,-1,-1,1
4573,26,6,6,20,5,1,3,1,26,2,1,99,1998,2,2010,-1,-1,-1,1
4574,25,10,1,20,21,2,99,1,60,2,3,3,9999,2,2010,-1,-1,-1,1
4575,25,10,1,20,3,2,99,1,60,2,1,99,9999,2,2010,-1,-1,-1,1
4576,20,9,1,20,1,1,99,9,999,9,6,2,9999,3,2010,-1,-1,-1,9
4577,29,1,5,20,1,1,18,1,22,9,3,8,9999,4,2010,-1,-1,-1,1
4578,20,3,6,20,18,2,99,1,22,1,4,1,9999,2,2010,-1,-1,-1,1
4579,28,10,4,20,17,2,99,1,24,9,4,99,9999,2,2010,-1,-1,-1,1
4580,30,1,6,20,11,2,99,1,20,2,3,4,9999,3,2010,-1,-1,-1,1
4581,22,8,7,20,17,2,99,1,15,9,4,99,9999,4,2010,-1,-1,-1,2
4582,29,5,6,20,21,2,99,1,45,1,9,2,9999,2,2010,-1,-1,-1,1
4583,26,12,7,20,5,2,99,1,39,1,3,99,9999,2,2010,-1,-1,-1,1
4584,30,9,4,20,13,1,1,1,18,9,1,2,1992,3,2010,-1,-1,-1,1
4585,30,7,5,20,1,2,99,1,36,1,6,2,1989,1,2010,-1,-1,-1,1
4586,30,7,5,20,1,2,99,1,23,1,2,6,1999,1,2010,-1,-1,-1,1
4587,1,1,5,21,1,2,99,1,67,9,1,1,1990,1,2010,-1,-1,-1,1
4588,1,1,5,21,1,2,99,9,999,9,1,3,9999,1,2010,-1,-1,-1,9
4589,1,4,4,21,1,1,12,1,39,1,1,6,1994,1,2010,-1,-1,-1,1
4590,1,4,4,21,1,1,12,1,39,1,1,9,1997,1,2010,-1,-1,-1,1
4591,2,3,2,21,1,1,1,1,27,9,1,8,1993,1,2010,-1,-1,-1,1
4592,2,3,2,21,1,1,1,1,28,9,1,1,1998,1,2010,-1,-1,-1,1
4593,1,5,6,21,1,1,5,1,24,2,10,2,9999,1,2010,-1,-1,-1,1
4594,1,5,6,21,1,1,5,9,999,9,1,8,9999,1,2010,-1,-1,-1,9
4595,2,6,3,21,1,1,6,1,49,2,7,7,9999,1,2010,-1,-1,-1,1
4596,2,6,3,21,1,1,6,1,50,1,1,6,9999,1,2010,-1,-1,-1,1
4597,1,7,4,21,17,2,99,9,999,9,12,1,1984,1,2010,-1,-1,-1,9
4598,1,7,4,21,17,2,99,1,55,1,3,4,9999,1,2010,-1,-1,-1,1
4599,3,9,5,21,1,1,15,1,38,1,1,2,9999,1,2010,-1,-1,-1,1
4600,3,9,5,21,1,1,15,1,25,2,1,8,9999,1,2010,-1,-1,-1,1
4601,1,4,4,21,9,2,99,9,999,9,3,99,9999,1,2010,-1,-1,-1,9
4602,2,8,1,21,9,2,99,2,53,1,1,2,1975,1,2010,-1,-1,-1,1
4603,2,8,1,21,9,2,99,1,30,2,1,6,1975,1,2010,-1,-1,-1,1
4604,3,9,5,21,12,2,99,9,999,9,1,11,9999,1,2010,-1,-1,-1,9
4605,3,9,5,21,12,2,99,9,999,9,5,99,9999,1,2010,-1,-1,-1,9
4606,2,8,1,21,3,2,99,2,40,1,1,2,1996,1,2010,-1,-1,-1,1
4607,2,8,1,21,3,2,99,1,37,1,6,16,1998,1,2010,-1,-1,-1,1
4608,6,2,6,21,5,2,99,1,34,9,3,2,1987,1,2010,-1,-1,-1,1
4609,6,2,6,21,5,2,99,1,32,9,1,3,9999,1,2010,-1,-1,-1,1
4610,4,9,6,21,1,2,99,1,31,1,3,2,9999,1,2010,-1,-1,-1,1
4611,4,9,6,21,1,2,99,1,35,2,3,99,9999,1,2010,-1,-1,-1,1
4612,5,10,2,21,9,2,99,1,32,9,2,1,1984,1,2010,-1,-1,-1,1
4613,5,10,2,21,9,2,99,1,49,9,1,3,1995,1,2010,-1,-1,-1,1
4614,6,10,3,21,1,1,3,1,27,1,1,11,1996,1,2010,-1,-1,-1,1
4615,6,10,3,21,1,1,3,1,24,1,2,2,2008,1,2010,-1,-1,-1,1
4616,8,2,1,21,5,2,99,1,35,2,1,5,1998,1,2010,-1,-1,-1,1
4617,8,2,1,21,5,2,99,1,35,1,1,10,2001,1,2010,-1,-1,-1,1
4618,5,3,5,21,1,1,3,1,44,9,2,4,1998,1,2010,-1,-1,-1,1
4619,5,3,5,21,1,1,3,1,999,9,4,7,9999,1,2010,-1,-1,-1,9
4620,4,8,3,21,12,1,3,1,27,1,1,2,1990,1,2010,-1,-1,-1,1
4621,4,8,3,21,12,1,3,1,19,1,1,2,1995,1,2010,-1,-1,-1,1
4622,5,7,1,21,16,2,99,1,30,2,3,99,1990,1,2010,-1,-1,-1,1
4623,5,7,1,21,16,2,99,1,34,1,9,2,2007,1,2010,-1,-1,-1,1
4624,5,9,7,21,1,2,99,1,45,1,7,2,9999,1,2010,-1,-1,-1,1
4625,5,9,7,21,1,2,99,1,26,1,4,5,9999,1,2010,-1,-1,-1,1
4626,7,1,4,21,13,1,11,1,60,1,3,2,1990,1,2010,-1,-1,-1,1
4627,7,1,4,21,13,1,11,1,999,1,3,5,9999,1,2010,-1,-1,-1,9
4628,5,9,7,21,9,1,1,1,25,2,1,9,1989,1,2010,-1,-1,-1,1
4629,5,9,7,21,9,1,1,9,999,9,1,6,9999,1,2010,-1,-1,-1,9
4630,5,12,7,21,9,2,99,1,28,9,1,2,2001,1,2010,-1,-1,-1,1
4631,5,12,7,21,9,2,99,1,29,2,3,9,9999,1,2010,-1,-1,-1,1
4632,11,2,4,21,20,1,99,1,25,9,3,3,1992,1,2010,-1,-1,-1,1
4633,11,2,4,21,20,1,99,1,27,9,4,1,2006,1,2010,-1,-1,-1,1
4634,3,4,6,21,6,2,99,2,17,1,4,99,9999,1,2010,-1,-1,-1,2
4635,3,4,6,21,6,2,99,9,999,9,3,99,9999,1,2010,-1,-1,-1,9
4636,6,8,5,21,1,2,99,1,24,1,3,2,9999,1,2010,-1,-1,-1,1
4637,6,8,5,21,1,2,99,1,32,1,5,5,9999,1,2010,-1,-1,-1,1
4638,6,8,5,21,20,2,99,1,26,2,3,4,2008,1,2010,-1,-1,-1,1
4639,6,11,6,21,1,1,24,1,29,9,1,1,9999,1,2010,-1,-1,-1,1
4640,6,11,6,21,1,1,24,1,21,9,14,1,9999,1,2010,-1,-1,-1,1
4641,5,5,3,21,5,2,99,1,53,1,6,99,9999,1,2010,-1,-1,-1,1
4642,8,7,4,21,1,1,7,1,34,1,1,1,2007,1,2010,-1,-1,-1,1
4643,8,7,4,21,1,1,7,1,40,1,3,1,9999,1,2010,-1,-1,-1,1
4644,12,2,5,21,6,2,99,1,35,9,1,4,1988,1,2010,-1,-1,-1,1
4645,12,2,5,21,6,2,99,1,28,2,1,3,9999,1,2010,-1,-1,-1,1
4646,3,4,6,21,3,2,99,9,999,9,1,5,9999,1,2010,-1,-1,-1,9
4647,3,4,6,21,3,2,99,2,21,1,3,5,9999,1,2010,-1,-1,-1,1
4648,10,6,4,21,2,2,99,1,32,1,1,6,1993,1,2010,-1,-1,-1,1
4649,10,6,4,21,2,2,99,1,19,1,2,4,1996,1,2010,-1,-1,-1,1
4650,8,12,3,21,13,2,99,1,25,1,3,11,9999,1,2010,-1,-1,-1,1
4651,8,12,3,21,13,2,99,1,37,2,1,99,9999,1,2010,-1,-1,-1,1
4652,8,12,3,21,1,1,6,1,23,1,4,99,9999,1,2010,-1,-1,-1,1
4653,8,12,3,21,1,1,6,1,21,1,1,6,9999,1,2010,-1,-1,-1,1
4654,9,10,6,21,21,1,1,1,50,2,4,9,1987,1,2010,-1,-1,-1,1
4655,9,10,6,21,21,1,1,1,21,1,4,1,1998,1,2010,-1,-1,-1,1
4656,10,7,5,21,1,1,12,1,24,2,1,4,1998,1,2010,-1,-1,-1,1
4657,10,7,5,21,1,1,12,1,43,1,1,4,1998,1,2010,-1,-1,-1,1
4658,4,4,7,21,17,2,99,9,999,9,99,99,9999,1,2010,-1,-1,-1,9
4659,4,4,7,21,17,2,99,1,28,1,4,99,9999,1,2010,-1,-1,-1,1
4660,10,7,5,21,5,2,99,1,42,1,13,1,9999,1,2010,-1,-1,-1,1
4661,5,4,1,21,21,2,99,1,42,2,3,2,1991,1,2010,-1,-1,-1,1
4662,5,4,1,21,21,2,99,1,48,1,1,99,9999,1,2010,-1,-1,-1,1
4663,13,6,7,21,1,2,99,1,34,1,1,5,1987,1,2010,-1,-1,-1,1
4664,13,6,7,21,1,2,99,1,28,1,4,3,9999,1,2010,-1,-1,-1,1
4665,11,7,7,21,1,2,99,1,48,1,1,2,1998,1,2010,-1,-1,-1,1
4666,11,7,7,21,1,2,99,1,31,1,1,4,2001,1,2010,-1,-1,-1,1
4667,11,9,6,21,14,1,99,1,999,1,4,2,2007,1,2010,-1,-1,-1,9
4668,11,9,6,21,14,1,99,1,43,2,3,2,2007,1,2010,-1,-1,-1,1
4669,15,1,5,21,2,2,99,1,35,1,1,9,1994,1,2010,-1,-1,-1,1
4670,15,1,5,21,2,2,99,1,32,2,3,2,9999,1,2010,-1,-1,-1,1
4671,13,10,3,21,5,2,99,1,28,2,3,4,9999,1,2010,-1,-1,-1,1
4672,13,10,3,21,5,2,99,1,25,1,4,5,9999,1,2010,-1,-1,-1,1
4673,16,1,6,21,1,1,1,1,23,9,5,99,9999,1,2010,-1,-1,-1,1
4674,16,1,6,21,1,1,1,1,20,9,4,1,9999,1,2010,-1,-1,-1,1
4675,13,11,6,21,9,1,5,9,999,9,5,1,9999,1,2010,-1,-1,-1,9
4676,14,10,4,21,1,1,13,1,32,1,1,2,2002,1,2010,-1,-1,-1,1
4677,14,10,4,21,1,1,13,2,40,1,1,4,2005,1,2010,-1,-1,-1,1
4678,7,4,3,21,1,1,12,1,22,1,1,2,1997,1,2010,-1,-1,-1,1
4679,7,4,3,21,1,1,12,9,999,9,1,10,9999,1,2010,-1,-1,-1,9
4680,11,7,7,21,16,2,99,1,49,2,1,2,9999,1,2010,-1,-1,-1,1
4681,11,7,7,21,16,2,99,1,999,1,3,99,9999,1,2010,-1,-1,-1,9
4682,11,7,7,21,17,2,99,9,999,9,1,4,9999,1,2010,-1,-1,-1,9
4683,11,7,7,21,14,2,99,1,50,1,3,1,1986,1,2010,-1,-1,-1,1
4684,11,7,7,21,14,2,99,1,30,1,7,1,1995,1,2010,-1,-1,-1,1
4685,16,2,2,21,16,2,99,1,29,9,3,3,9999,1,2010,-1,-1,-1,1
4686,16,2,2,21,16,2,99,1,25,9,4,99,9999,1,2010,-1,-1,-1,1
4687,16,10,6,21,1,1,6,1,17,1,12,99,9999,1,2010,-1,-1,-1,2
4688,16,10,6,21,1,1,6,1,17,1,12,99,9999,1,2010,-1,-1,-1,2
4689,12,12,7,21,21,1,1,1,51,2,1,3,1998,1,2010,-1,-1,-1,1
4690,12,12,7,21,21,1,1,2,16,1,4,1,2008,1,2010,-1,-1,-1,2
4691,13,9,1,21,16,2,99,1,28,2,2,2,9999,1,2010,-1,-1,-1,1
4692,13,9,1,21,16,2,99,1,999,1,1,99,9999,1,2010,-1,-1,-1,9
4693,16,10,6,21,1,2,99,1,37,2,1,11,1986,1,2010,-1,-1,-1,1
4694,16,10,6,21,1,2,99,1,25,2,1,1,1986,1,2010,-1,-1,-1,1
4695,17,6,4,21,21,2,99,1,30,2,3,1,1990,1,2010,-1,-1,-1,1
4696,17,6,4,21,21,2,99,1,45,1,3,4,1995,1,2010,-1,-1,-1,1
4697,12,5,3,21,13,2,99,9,999,9,5,2,9999,1,2010,-1,-1,-1,9
4698,12,5,3,21,13,2,99,1,42,1,5,2,9999,1,2010,-1,-1,-1,1
4699,13,5,4,21,13,2,99,1,23,1,1,5,1997,1,2010,-1,-1,-1,1
4700,13,5,4,21,13,2,99,1,13,1,4,99,9999,1,2010,-1,-1,-1,2
4701,13,8,5,21,1,1,19,1,27,2,1,8,1995,1,2010,-1,-1,-1,1
4702,13,8,5,21,1,1,19,1,32,1,10,2,1997,1,2010,-1,-1,-1,1
4703,13,12,1,21,1,1,99,1,20,9,6,2,9999,1,2010,-1,-1,-1,1
4704,18,6,5,21,10,2,99,1,18,2,14,1,2004,1,2010,-1,-1,-1,1
4705,18,6,5,21,10,2,99,1,31,1,4,5,9999,1,2010,-1,-1,-1,1
4706,17,11,3,21,1,1,7,1,20,9,4,3,1986,1,2010,-1,-1,-1,1
4707,17,11,3,21,1,1,7,9,999,9,1,4,9999,1,2010,-1,-1,-1,9
4708,9,4,5,21,13,2,99,1,43,2,99,4,9999,1,2010,-1,-1,-1,1
4709,9,4,5,21,13,2,99,1,28,1,99,5,9999,1,2010,-1,-1,-1,1
4710,14,8,6,21,1,1,11,1,33,2,1,2,1987,1,2010,-1,-1,-1,1
4711,14,8,6,21,1,1,11,1,999,2,1,9,1987,1,2010,-1,-1,-1,9
4712,14,3,7,21,4,1,2,1,41,9,9,2,1987,1,2010,-1,-1,-1,1
4713,14,3,7,21,4,1,2,1,30,2,1,4,1987,1,2010,-1,-1,-1,1
4714,14,5,5,21,4,2,99,1,16,9,4,99,9999,1,2010,-1,-1,-1,2
4715,14,5,5,21,4,2,99,9,999,9,14,1,9999,1,2010,-1,-1,-1,9
4716,15,5,6,21,5,1,1,9,999,9,4,5,1978,1,2010,-1,-1,-1,9
4717,15,5,6,21,5,1,1,1,33,2,1,5,1989,1,2010,-1,-1,-1,1
4718,15,5,6,21,5,1,1,9,999,9,1,6,1993,1,2010,-1,-1,-1,9
4719,15,3,1,21,4,2,99,9,999,9,99,99,9999,1,2010,-1,-1,-1,9
4720,15,3,1,21,4,2,99,1,22,9,4,99,9999,1,2010,-1,-1,-1,1
4721,16,5,7,21,1,1,17,1,19,1,4,3,9999,1,2010,-1,-1,-1,1
4722,16,5,7,21,1,1,17,1,27,1,1,1,9999,1,2010,-1,-1,-1,1
4723,21,6,1,21,10,2,99,1,52,1,3,14,1990,1,2010,-1,-1,-1,1
4724,21,6,1,21,10,2,99,1,46,2,3,5,2000,1,2010,-1,-1,-1,1
4725,16,12,4,21,1,1,8,1,23,1,1,9,9999,1,2010,-1,-1,-1,1
4726,16,12,4,21,1,1,8,1,25,1,4,1,9999,1,2010,-1,-1,-1,1
4727,23,1,6,21,1,1,3,1,34,1,1,9,2001,1,2010,-1,-1,-1,1
4728,23,1,6,21,1,1,3,1,20,1,1,6,9999,1,2010,-1,-1,-1,1
4729,16,5,7,21,5,2,99,1,31,2,5,2,9999,1,2010,-1,-1,-1,1
4730,16,5,7,21,5,2,99,1,27,1,3,6,9999,1,2010,-1,-1,-1,1
4731,22,2,1,21,1,1,7,1,57,1,1,2,1999,1,2010,-1,-1,-1,1
4732,22,2,1,21,1,1,7,1,47,9,4,3,9999,1,2010,-1,-1,-1,1
4733,21,6,1,21,17,2,99,9,999,9,2,3,2003,1,2010,-1,-1,-1,9
4734,21,6,1,21,17,2,99,1,23,2,14,1,2010,1,2010,-1,-1,-1,1
4735,23,1,6,21,10,1,1,1,24,1,3,9,1985,1,2010,-1,-1,-1,1
4736,23,1,6,21,10,1,1,1,30,2,2,2,1997,1,2010,-1,-1,-1,1
4737,23,1,6,21,8,1,1,1,30,2,5,2,1988,1,2010,-1,-1,-1,1
4738,23,1,6,21,8,1,1,1,40,2,5,2,1988,1,2010,-1,-1,-1,1
4739,23,1,6,21,8,1,1,9,999,9,1,5,9999,1,2010,-1,-1,-1,9
4740,16,3,2,21,15,2,99,1,36,9,5,2,1994,1,2010,-1,-1,-1,1
4741,16,3,2,21,15,2,99,1,36,9,3,4,9999,1,2010,-1,-1,-1,1
4742,11,4,7,21,9,1,5,9,999,9,2,3,1976,1,2010,-1,-1,-1,9
4743,11,4,7,21,9,1,5,9,999,9,2,1,1994,1,2010,-1,-1,-1,9
4744,11,4,7,21,9,1,5,1,49,2,3,4,1996,1,2010,-1,-1,-1,1
4745,21,11,7,21,1,1,13,1,37,9,3,4,1991,1,2010,-1,-1,-1,1
4746,21,11,7,21,1,1,13,1,51,9,1,3,2001,1,2010,-1,-1,-1,1
4747,19,7,1,21,1,2,99,1,23,1,1,5,1997,1,2010,-1,-1,-1,1
4748,19,7,1,21,1,2,99,1,999,1,4,99,9999,1,2010,-1,-1,-1,9
4749,17,12,5,21,6,2,99,1,999,1,5,2,1989,1,2010,-1,-1,-1,9
4750,24,10,7,21,19,2,99,1,36,9,3,99,1987,1,2010,-1,-1,-1,1
4751,24,10,7,21,19,2,99,1,32,9,1,9,1991,1,2010,-1,-1,-1,1
4752,19,5,3,21,7,2,99,1,25,1,5,2,2010,1,2010,-1,-1,-1,1
4753,19,5,3,21,7,2,99,1,23,1,14,99,9999,1,2010,-1,-1,-1,1
4754,19,3,5,21,1,1,1,1,45,9,1,99,1998,1,2010,-1,-1,-1,1
4755,19,3,5,21,1,1,1,2,48,9,1,3,9999,1,2010,-1,-1,-1,1
4756,21,11,7,21,12,1,5,1,42,2,3,11,9999,1,2010,-1,-1,-1,1
4757,21,11,7,21,12,1,5,1,37,1,10,2,9999,1,2010,-1,-1,-1,1
4758,26,6,6,21,21,2,99,1,33,2,3,9,1994,1,2010,-1,-1,-1,1
4759,26,6,6,21,21,2,99,9,999,9,9,9,1995,1,2010,-1,-1,-1,9
4760,20,7,2,21,5,2,99,9,999,9,6,2,9999,1,2010,-1,-1,-1,9
4761,20,7,2,21,5,2,99,1,20,1,4,5,9999,1,2010,-1,-1,-1,1
4762,19,12,7,21,1,1,1,1,23,2,2,14,2004,1,2010,-1,-1,-1,1
4763,19,12,7,21,1,1,1,1,40,9,12,6,9999,1,2010,-1,-1,-1,1
4764,13,4,2,21,17,2,99,2,58,1,1,1,9999,1,2010,-1,-1,-1,1
4765,13,4,2,21,17,2,99,1,62,1,6,1,9999,1,2010,-1,-1,-1,1
4766,20,7,2,21,18,2,99,9,999,9,5,3,9999,1,2010,-1,-1,-1,9
4767,19,9,7,21,17,2,99,9,999,9,1,99,9999,1,2010,-1,-1,-1,9
4768,19,9,7,21,17,2,99,1,48,1,4,99,9999,1,2010,-1,-1,-1,1
4769,15,4,4,21,10,2,2,1,44,2,3,99,9999,1,2010,-1,-1,-1,1
4770,15,4,4,21,10,2,2,9,999,9,4,5,9999,1,2010,-1,-1,-1,9
4771,15,4,4,21,10,2,2,9,999,9,4,1,9999,1,2010,-1,-1,-1,9
4772,21,5,5,21,17,2,99,1,16,1,4,1,9999,1,2010,-1,-1,-1,2
4773,29,1,5,21,5,2,99,9,999,9,6,99,9999,1,2010,-1,-1,-1,9
4774,28,2,7,21,5,2,99,1,29,1,6,5,1998,1,2010,-1,-1,-1,1
4775,22,8,7,21,1,1,3,2,24,1,1,5,9999,1,2010,-1,-1,-1,1
4776,22,8,7,21,1,1,3,1,42,2,1,5,9999,1,2010,-1,-1,-1,1
4777,28,6,1,21,11,2,99,9,999,9,1,5,1989,1,2010,-1,-1,-1,9
4778,28,6,1,21,11,2,99,1,19,1,1,5,1989,1,2010,-1,-1,-1,1
4779,22,7,4,21,15,2,99,1,43,1,1,2,9999,1,2010,-1,-1,-1,1
4780,22,7,4,21,15,2,99,1,51,2,3,5,9999,1,2010,-1,-1,-1,1
4781,22,3,1,21,1,1,2,2,32,9,1,4,2006,1,2010,-1,-1,-1,1
4782,22,3,1,21,1,1,2,1,29,2,1,4,2010,1,2010,-1,-1,-1,1
4783,22,3,1,21,5,1,99,1,29,1,4,2,2009,1,2010,-1,-1,-1,1
4784,22,3,1,21,5,1,99,9,999,9,3,99,9999,1,2010,-1,-1,-1,9
4785,22,3,1,21,5,2,99,1,17,1,4,99,9999,1,2010,-1,-1,-1,2
4786,22,3,1,21,5,2,99,1,40,1,4,5,9999,1,2010,-1,-1,-1,1
4787,17,4,6,21,1,1,15,1,20,1,1,6,1991,1,2010,-1,-1,-1,1
4788,17,4,6,21,1,1,15,1,32,1,1,3,2002,1,2010,-1,-1,-1,1
4789,29,10,5,21,1,1,12,1,23,1,3,5,9999,1,2010,-1,-1,-1,1
4790,29,10,5,21,1,1,12,1,40,2,3,1,9999,1,2010,-1,-1,-1,1
4791,22,12,3,21,1,1,19,9,999,9,1,4,1998,1,2010,-1,-1,-1,9
4792,22,12,3,21,1,1,19,1,21,2,1,4,1998,1,2010,-1,-1,-1,1
4793,22,8,7,21,20,1,99,9,999,9,3,1,1984,1,2010,-1,-1,-1,9
4794,22,8,7,21,20,1,99,1,21,2,1,2,2001,1,2010,-1,-1,-1,1
4795,31,1,7,21,20,2,99,1,34,1,2,3,1999,1,2010,-1,-1,-1,1
4796,31,1,7,21,20,2,99,1,21,1,4,5,9999,1,2010,-1,-1,-1,1
4797,27,5,4,21,20,2,99,1,60,1,3,9,1996,1,2010,-1,-1,-1,1
4798,27,5,4,21,20,2,99,1,24,1,11,2,2003,1,2010,-1,-1,-1,1
4799,31,1,7,21,9,2,99,2,30,9,2,99,9999,1,2010,-1,-1,-1,1
4800,30,10,6,21,5,2,99,1,35,9,1,2,1999,1,2010,-1,-1,-1,1
4801,30,10,6,21,5,2,99,1,21,9,2,9,2001,1,2010,-1,-1,-1,1
4802,30,10,6,21,10,2,99,1,26,9,4,5,2008,1,2010,-1,-1,-1,1
4803,30,10,6,21,10,2,99,1,21,9,14,1,9999,1,2010,-1,-1,-1,1
4804,28,11,7,21,20,2,99,1,26,1,3,4,1993,1,2010,-1,-1,-1,1
4805,28,11,7,21,20,2,99,1,22,2,2,5,1999,1,2010,-1,-1,-1,1
4806,24,3,3,21,5,2,99,1,30,1,5,2,1994,1,2010,-1,-1,-1,1
4807,24,3,3,21,5,2,99,1,49,1,6,1,1998,1,2010,-1,-1,-1,1
4808,25,12,6,21,9,2,99,1,20,9,2,4,1987,1,2010,-1,-1,-1,1
4809,18,4,7,21,4,2,99,1,48,1,2,9,1986,1,2010,-1,-1,-1,1
4810,18,4,7,21,4,2,99,1,20,2,14,1,2004,1,2010,-1,-1,-1,1
4811,25,8,3,21,1,1,12,1,48,1,3,11,9999,1,2010,-1,-1,-1,1
4812,25,8,3,21,1,1,12,9,999,9,12,1,9999,1,2010,-1,-1,-1,9
4813,19,4,1,21,1,1,11,2,999,1,1,3,2000,1,2010,-1,-1,-1,9
4814,19,4,1,21,1,1,11,1,22,1,1,11,2008,1,2010,-1,-1,-1,1
4815,29,11,1,21,17,1,99,1,19,1,4,99,9999,1,2010,-1,-1,-1,1
4816,21,4,3,21,1,1,25,1,26,1,5,2,1992,1,2010,-1,-1,-1,1
4817,21,4,3,21,1,1,25,1,27,1,1,4,1996,1,2010,-1,-1,-1,1
4818,26,8,4,21,9,1,8,1,32,1,1,3,1997,1,2010,-1,-1,-1,1
4819,26,8,4,21,9,1,8,9,999,9,3,5,9999,1,2010,-1,-1,-1,9
4820,27,12,1,21,17,2,99,9,999,9,3,4,9999,1,2010,-1,-1,-1,9
4821,27,12,1,21,17,2,99,9,999,9,3,4,9999,1,2010,-1,-1,-1,9
4822,29,9,3,21,9,1,8,1,32,1,1,4,1999,1,2010,-1,-1,-1,1
4823,29,9,3,21,9,1,8,1,30,2,3,11,9999,1,2010,-1,-1,-1,1
4824,26,7,1,21,20,2,99,9,999,9,1,99,9999,1,2010,-1,-1,-1,9
4825,26,7,1,21,20,2,99,1,25,9,4,99,9999,1,2010,-1,-1,-1,1
4826,29,8,7,21,21,2,99,1,38,2,3,10,1998,1,2010,-1,-1,-1,1
4827,29,8,7,21,21,2,99,1,29,1,6,2,1999,1,2010,-1,-1,-1,1
4828,22,4,4,21,4,2,99,9,999,9,5,99,9999,1,2010,-1,-1,-1,9
4829,22,4,4,21,4,2,99,1,20,1,4,99,9999,1,2010,-1,-1,-1,1
4830,30,12,4,21,1,1,6,1,55,2,1,4,9999,1,2010,-1,-1,-1,1
4831,30,12,4,21,1,1,1,1,59,2,1,4,1987,2,2010,-1,-1,-1,1
4832,27,3,6,21,2,2,99,1,18,1,14,7,2009,1,2010,-1,-1,-1,1
4833,30,7,5,21,1,1,18,9,999,9,99,99,9999,1,2010,-1,-1,-1,9
4834,30,7,5,21,1,1,18,1,35,9,4,5,9999,1,2010,-1,-1,-1,1
4835,26,4,1,21,10,1,1,1,20,2,14,1,2005,1,2010,-1,-1,-1,1
4836,26,4,1,21,10,1,1,9,999,9,3,1,9999,1,2010,-1,-1,-1,9
4837,26,4,1,21,10,1,1,9,999,9,2,6,9999,1,2010,-1,-1,-1,9
4838,31,12,5,21,1,1,11,1,43,9,1,9,1991,1,2010,-1,-1,-1,1
4839,31,12,5,21,1,1,11,1,21,9,1,4,2002,1,2010,-1,-1,-1,1
4840,29,4,4,21,1,1,10,9,999,9,2,4,2009,1,2010,-1,-1,-1,9
4841,31,7,6,21,1,1,7,1,19,9,1,2,2000,1,2010,-1,-1,-1,1
4842,31,7,6,21,1,1,7,1,28,9,3,2,2000,1,2010,-1,-1,-1,1
4843,30,4,5,21,6,2,99,1,42,1,2,14,1992,1,2010,-1,-1,-1,1
4844,30,4,5,21,6,2,99,9,999,9,5,2,9999,1,2010,-1,-1,-1,9
4845,1,1,5,21,18,2,99,2,17,9,4,99,9999,4,2010,-1,-1,-1,2
4846,3,1,7,21,13,2,99,9,999,9,5,99,9999,2,2010,-1,-1,-1,9
4847,3,3,3,21,13,2,99,1,23,2,3,1,9999,2,2010,-1,-1,-1,1
4848,4,9,6,21,12,2,99,1,26,2,1,99,1998,2,2010,-1,-1,-1,1
4849,4,12,6,21,17,2,99,1,27,2,4,1,9999,3,2010,-1,-1,-1,1
4850,9,2,2,21,5,2,99,1,30,2,1,9,2000,1,2010,-1,-1,-1,1
4851,6,3,6,21,9,2,99,9,999,9,12,1,1991,3,2010,-1,-1,-1,9
4852,6,10,3,21,2,2,99,1,22,9,4,99,9999,3,2010,-1,-1,-1,1
4853,8,6,2,21,1,1,11,1,44,1,1,3,9999,2,2010,-1,-1,-1,1
4854,10,1,7,21,6,2,99,1,30,9,3,3,9999,2,2010,-1,-1,-1,1
4855,8,3,1,21,1,1,6,1,35,2,1,6,9999,1,2010,-1,-1,-1,1
4856,12,2,5,21,11,2,99,1,25,2,4,5,2010,2,2010,-1,-1,-1,1
4857,6,8,5,21,7,2,99,1,35,2,8,9,1992,2,2010,-1,-1,-1,1
4858,12,1,2,21,14,2,99,9,999,9,3,2,9999,3,2010,-1,-1,-1,9
4859,4,4,7,21,5,2,99,1,54,9,2,4,1995,2,2010,-1,-1,-1,1
4860,4,4,7,21,16,2,99,9,999,9,1,10,1980,2,2010,-1,-1,-1,9
4861,9,12,4,21,10,2,99,1,25,9,2,4,9999,2,2010,-1,-1,-1,1
4862,15,1,5,21,1,1,12,1,23,9,4,99,9999,4,2010,-1,-1,-1,1
4863,10,7,5,21,6,2,99,1,26,1,4,4,9999,4,2010,-1,-1,-1,1
4864,13,6,7,21,9,1,7,1,20,2,2,4,9999,2,2010,-1,-1,-1,1
4865,16,2,2,21,17,2,99,1,26,9,3,6,1994,3,2010,-1,-1,-1,1
4866,13,12,1,21,22,2,99,2,28,9,4,99,9999,2,2010,-1,-1,-1,1
4867,23,1,6,21,1,1,4,1,34,2,3,2,2006,3,2010,-1,-1,-1,1
4868,23,1,6,21,9,2,99,1,27,9,9,2,2007,3,2010,-1,-1,-1,1
4869,16,3,2,21,9,2,99,1,31,2,3,6,9999,2,2010,-1,-1,-1,1
4870,24,1,7,21,1,1,7,1,38,1,12,1,9999,2,2010,-1,-1,-1,1
