núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,mupio_ocu,depto_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,fall_les,int_o_noint
2450,2017,27,20,4,3,4,4,107,1,99,2,7,1,1,2,2,1,69,5,1999,3,1,2,1
2451,2017,27,6,2,1,4,4,101,1,7,1,37,6,6,8,1,4,999,99,9999,6,1,2,1
2452,2017,27,6,2,1,4,4,101,1,7,1,56,10,10,12,1,4,999,99,9999,6,1,2,1
2453,2017,27,22,4,3,4,4,110,1,99,1,23,3,3,5,1,4,999,99,9999,6,1,1,2
2454,2017,27,18,4,3,4,4,2001,20,99,1,26,4,4,6,1,4,999,99,9999,6,4,2,1
2455,2017,27,13,3,2,4,4,501,5,99,1,46,8,8,10,1,22,999,99,9999,6,1,2,1
2456,2017,27,19,4,3,4,4,509,5,99,1,32,5,5,7,1,4,6,9,9999,6,1,2,1
2457,2017,27,10,2,1,4,4,901,9,99,2,25,4,4,6,1,5,30,99,9999,6,1,2,1
2458,2017,27,10,2,1,4,4,901,9,99,2,59,10,10,12,1,5,30,99,9999,6,1,2,1
2459,2017,27,0,1,1,4,4,1613,16,99,1,24,3,3,5,1,3,999,1,9999,6,1,2,1
2460,2017,27,0,1,1,4,4,1613,16,99,1,28,4,4,6,1,3,999,1,9999,6,1,2,1
2461,2017,27,0,1,1,4,4,1502,15,99,1,40,7,7,9,1,4,67,5,9999,6,2,2,1
2462,2017,27,10,2,1,4,4,1501,15,99,1,51,9,9,11,1,4,6,5,9999,6,1,2,1
2463,2017,27,10,2,1,4,4,1501,15,99,1,15,2,2,4,2,4,6,5,9999,6,1,2,1
2464,2017,27,13,3,2,4,4,1801,18,99,1,36,6,6,8,1,4,6,5,9999,6,1,2,1
2465,2017,27,13,3,2,4,4,1801,18,99,1,20,3,3,5,1,1,52,4,9999,6,1,1,2
2466,2017,27,13,3,2,4,4,1801,18,99,1,999,16,12,18,1,1,52,4,9999,6,1,1,2
2467,2017,27,7,2,1,4,4,304,3,99,1,999,16,12,18,1,1,27,99,9999,6,1,2,1
2468,2017,27,7,2,1,4,4,304,3,99,1,30,5,5,7,1,1,27,99,9999,6,1,2,1
2469,2017,27,7,2,1,4,4,304,3,99,1,23,3,3,5,1,1,27,99,9999,6,1,2,1
2470,2017,27,7,2,1,4,4,304,3,99,2,54,9,9,11,1,1,27,99,9999,6,1,2,1
2471,2017,27,7,2,1,4,4,304,3,99,1,48,8,8,10,1,1,27,99,9999,6,1,2,1
2472,2017,27,7,2,1,4,4,304,3,99,2,30,5,5,7,1,1,27,99,9999,6,1,2,1
2473,2017,27,7,2,1,4,4,304,3,99,2,31,5,5,7,1,1,27,99,9999,6,1,2,1
2474,2017,27,7,2,1,4,4,304,3,99,1,57,10,10,12,1,1,27,99,9999,6,1,2,1
2475,2017,27,7,2,1,4,4,304,3,99,1,999,16,12,18,1,1,27,99,9999,6,1,2,1
2476,2017,27,7,2,1,4,4,304,3,99,2,45,8,8,10,1,1,27,99,9999,6,1,2,1
2477,2017,27,7,2,1,4,4,304,3,99,2,24,3,3,5,1,1,27,99,9999,6,1,2,1
2478,2017,27,7,2,1,4,4,304,3,99,2,22,3,3,5,1,1,27,99,9999,6,1,2,1
2479,2017,27,7,2,1,4,4,304,3,99,2,20,3,3,5,1,1,27,99,9999,6,1,2,1
2480,2017,27,7,2,1,4,4,304,3,99,2,19,2,2,4,1,1,27,99,9999,6,1,2,1
2481,2017,27,7,2,1,4,4,304,3,99,1,19,2,2,4,1,1,27,99,9999,6,1,2,1
2482,2017,27,7,2,1,4,4,304,3,99,1,34,5,5,7,1,1,27,99,9999,6,1,2,1
2483,2017,27,7,2,1,4,4,304,3,99,2,34,5,5,7,1,1,27,99,9999,6,1,2,1
2484,2017,27,7,2,1,4,4,304,3,99,1,34,5,5,7,1,1,27,99,9999,6,1,2,1
2485,2017,27,7,2,1,4,4,304,3,99,1,23,3,3,5,1,1,27,99,9999,6,1,2,1
2486,2017,27,7,2,1,4,4,304,3,99,1,20,3,3,5,1,1,27,99,9999,6,1,2,1
2487,2017,28,7,2,1,4,5,101,1,1,2,60,11,11,13,1,1,28,4,2000,4,1,2,1
2488,2017,28,18,4,3,4,5,101,1,3,1,25,4,4,6,1,4,6,3,9999,6,1,2,1
2489,2017,28,12,3,2,4,5,101,1,4,2,48,8,8,10,1,4,6,3,9999,6,1,2,1
2490,2017,28,10,2,1,4,5,101,1,18,1,32,5,5,7,1,4,999,1,9999,6,1,2,1
2491,2017,28,23,4,3,4,5,101,1,18,1,29,4,4,6,1,1,69,6,9999,6,2,2,1
2492,2017,28,23,4,3,4,5,101,1,18,1,24,3,3,5,1,1,69,6,9999,6,2,2,1
2493,2017,28,23,4,3,4,5,101,1,18,1,23,3,3,5,1,1,69,6,9999,6,2,2,1
2494,2017,28,6,2,1,4,5,101,1,13,1,21,3,3,5,1,4,32,17,9999,6,1,2,1
2495,2017,28,15,3,2,4,5,101,1,7,1,30,5,5,7,1,4,67,17,2012,5,1,2,1
2496,2017,28,2,1,1,4,5,109,1,99,1,25,4,4,6,1,4,20,99,9999,6,1,2,1
2497,2017,28,2,1,1,4,5,109,1,99,2,21,3,3,5,1,4,20,99,9999,6,1,2,1
2498,2017,28,12,3,2,4,5,117,1,99,1,27,4,4,6,1,4,76,5,9999,6,1,2,1
2499,2017,28,14,3,2,4,5,113,1,99,1,34,5,5,7,1,4,32,2,9999,6,1,2,1
2500,2017,28,9,2,1,4,5,1211,12,99,1,15,2,2,4,2,4,32,1,9999,6,1,1,2
2501,2017,28,19,4,3,4,5,203,2,99,1,31,5,5,7,1,1,999,6,2006,4,1,2,1
2502,2017,28,19,4,3,4,5,203,2,99,1,17,2,2,4,2,1,69,4,2014,5,1,2,1
2503,2017,28,19,4,3,4,5,203,2,99,2,17,2,2,4,2,1,69,4,2014,5,1,2,1
2504,2017,28,19,4,3,4,5,203,2,99,2,41,7,7,9,1,1,69,4,2014,5,1,2,1
2505,2017,28,0,1,1,4,5,1413,14,99,1,31,5,5,7,1,4,999,99,9999,6,1,2,1
2506,2017,28,17,3,2,4,5,701,7,99,1,25,4,4,6,1,9,20,4,9999,6,1,2,1
2507,2017,28,17,3,2,4,5,701,7,99,2,74,13,11,15,1,9,20,4,9999,6,1,2,1
2508,2017,28,17,3,2,4,5,701,7,99,1,28,4,4,6,1,9,20,4,9999,6,1,2,1
2509,2017,28,17,3,2,4,5,701,7,99,2,18,2,2,4,1,9,20,4,9999,6,1,2,1
2510,2017,28,17,3,2,4,5,701,7,99,1,41,7,7,9,1,9,20,4,9999,6,1,2,1
2511,2017,28,17,3,2,4,5,701,7,99,2,19,2,2,4,1,9,20,4,9999,6,1,2,1
2512,2017,28,17,3,2,4,5,701,7,99,1,44,7,7,9,1,9,20,4,9999,6,1,2,1
2513,2017,28,17,3,2,4,5,701,7,99,1,25,4,4,6,1,9,20,4,9999,6,1,2,1
2514,2017,28,17,3,2,4,5,701,7,99,2,999,16,12,18,1,9,20,4,9999,6,1,2,1
2515,2017,28,17,3,2,4,5,701,7,99,2,3,1,1,1,2,9,20,4,9999,6,1,2,1
2516,2017,29,11,2,1,4,6,101,1,1,1,48,8,8,10,1,4,27,5,9999,6,1,2,1
2517,2017,29,17,3,2,4,6,101,1,16,1,20,3,3,5,1,4,67,5,9999,6,1,2,1
2518,2017,29,17,3,2,4,6,101,1,16,2,17,2,2,4,2,4,67,5,9999,6,1,2,1
2519,2017,29,21,4,3,4,6,101,1,13,1,999,16,12,18,1,4,6,5,9999,6,1,2,1
2520,2017,29,4,1,1,4,6,101,1,12,1,31,5,5,7,1,1,48,99,9999,6,1,2,1
2521,2017,29,4,1,1,4,6,101,1,12,2,36,6,6,8,1,1,48,99,9999,6,1,2,1
2522,2017,29,4,1,1,4,6,101,1,12,1,40,7,7,9,1,1,48,99,9999,6,1,2,1
2523,2017,29,12,3,2,4,6,1001,10,99,1,19,2,2,4,1,4,999,99,9999,6,2,2,1
2524,2017,29,17,3,2,4,6,1101,11,99,1,16,2,2,4,2,4,67,4,9999,6,1,2,1
2525,2017,29,17,3,2,4,6,1101,11,99,2,27,4,4,6,1,3,999,99,9999,6,1,2,1
2526,2017,29,17,3,2,4,6,1101,11,99,1,999,16,12,18,1,3,999,99,9999,6,1,1,2
2527,2017,29,3,1,1,4,6,201,2,99,1,37,6,6,8,1,3,17,99,9999,6,1,1,2
2528,2017,29,14,3,2,4,6,710,7,99,2,999,16,12,18,1,14,6,1,9999,6,3,2,1
2529,2017,30,10,2,1,4,7,109,1,99,1,6,1,1,2,2,4,999,99,9999,6,1,2,1
2530,2017,30,5,1,1,4,7,2217,22,99,2,13,1,1,3,2,3,69,99,9999,6,1,2,1
2531,2017,30,22,4,3,4,7,2106,21,99,1,27,4,4,6,1,4,18,5,2013,5,2,2,1
2532,2017,30,20,4,3,4,7,1002,10,99,1,45,8,8,10,1,4,64,5,9999,6,1,2,1
2533,2017,30,20,4,3,4,7,1202,12,99,1,17,2,2,4,2,4,999,4,9999,6,1,2,1
2534,2017,30,20,4,3,4,7,206,2,99,1,21,3,3,5,1,4,67,3,9999,6,1,2,1
2535,2017,30,11,2,1,4,7,1711,17,99,2,32,5,5,7,1,4,32,1,2013,5,1,2,1
2536,2017,1,10,2,1,3,3,109,1,99,1,28,4,4,6,1,99,999,99,9999,6,5,1,2
2537,2017,1,7,2,1,3,3,110,1,99,1,30,5,5,7,1,4,6,1,9999,6,5,1,2
2538,2017,1,7,2,1,3,3,110,1,99,2,70,13,11,15,1,4,6,1,9999,6,5,2,1
2539,2017,1,8,2,1,3,3,117,1,99,2,73,13,11,15,1,1,10,3,2004,4,5,2,1
2540,2017,1,14,3,2,3,3,501,5,99,1,6,1,1,2,2,4,54,3,9999,6,5,2,1
2541,2017,1,22,4,3,3,3,509,5,99,1,17,2,2,4,2,4,999,99,9999,6,5,2,1
2542,2017,1,22,4,3,3,3,509,5,99,1,25,4,4,6,1,4,999,99,9999,6,5,2,1
2543,2017,1,11,2,1,3,3,1002,10,99,1,56,10,10,12,1,6,999,99,9999,6,5,2,1
2544,2017,1,0,1,1,3,3,1001,10,99,1,46,8,8,10,1,12,52,99,9999,6,5,2,1
2545,2017,1,8,2,1,3,3,1201,12,99,1,65,12,11,14,1,4,999,99,9999,6,5,2,1
2546,2017,2,4,1,1,3,4,101,1,4,1,35,6,6,8,1,99,999,99,9999,6,5,2,1
2547,2017,2,11,2,1,3,4,101,1,12,1,54,9,9,11,1,4,999,99,9999,6,5,2,1
2548,2017,2,22,4,3,3,4,101,1,12,1,40,7,7,9,1,99,999,99,9999,6,5,2,1
2549,2017,2,20,4,3,3,4,901,9,99,1,30,5,5,7,1,1,69,99,9999,6,5,2,1
2550,2017,2,7,2,1,3,4,1217,12,99,1,27,4,4,6,1,99,999,99,9999,6,5,2,1
2551,2017,2,17,3,2,3,4,1306,13,99,1,3,1,1,1,2,3,10,99,9999,6,5,2,1
2552,2017,2,22,4,3,3,4,401,4,99,1,26,4,4,6,1,1,999,99,9999,6,5,2,1
2553,2017,3,3,1,1,3,5,101,1,11,1,35,6,6,8,1,99,999,99,9999,6,5,1,2
2554,2017,3,15,3,2,3,5,501,5,99,2,23,3,3,5,1,4,999,3,9999,6,5,2,1
2555,2017,3,13,3,2,3,5,501,5,99,2,52,9,9,11,1,4,32,5,2015,5,5,2,1
2556,2017,3,8,2,1,3,5,1601,16,99,1,21,3,3,5,1,99,999,99,9999,6,5,2,1
2557,2017,3,10,2,1,3,5,1714,17,99,1,92,15,11,17,1,2,999,99,9999,6,5,1,2
2558,2017,4,20,4,3,3,6,2201,22,99,2,62,11,11,13,1,4,54,5,9999,6,5,2,1
2559,2017,4,21,4,3,3,6,1001,10,99,2,27,4,4,6,1,4,38,3,2000,4,5,2,1
2560,2017,4,16,3,2,3,6,1301,13,99,1,21,3,3,5,1,1,999,1,9999,6,5,2,1
2561,2017,4,20,4,3,3,6,1401,14,99,2,10,1,1,3,2,4,6,1,2014,5,5,2,1
2562,2017,5,10,2,1,3,7,101,1,1,1,71,13,11,15,1,4,6,5,2013,5,5,2,1
2563,2017,5,6,2,1,3,7,502,5,99,1,56,10,10,12,1,99,999,99,9999,6,5,1,2
2564,2017,5,17,3,2,3,7,1102,11,99,2,31,5,5,7,1,10,69,2,1994,3,5,2,1
2565,2017,5,17,3,2,3,7,1102,11,99,1,7,1,1,2,2,10,69,2,1994,3,5,2,1
2566,2017,6,20,4,3,3,1,2204,22,99,1,25,4,4,6,1,4,999,99,9999,6,5,1,2
2567,2017,6,19,4,3,3,1,2205,22,99,1,54,9,9,11,1,1,999,99,9999,6,5,2,1
2568,2017,6,7,2,1,3,1,2001,20,99,1,25,4,4,6,1,4,999,99,9999,6,5,2,1
2569,2017,6,23,4,3,3,1,601,6,99,1,27,4,4,6,1,1,999,2,9999,6,5,1,2
2570,2017,7,7,2,1,3,2,502,5,99,1,20,3,3,5,1,4,6,5,9999,6,5,2,1
2571,2017,7,19,4,3,3,2,401,4,99,1,41,7,7,9,1,2,23,5,9999,6,5,2,1
2572,2017,7,10,2,1,3,2,117,1,99,2,50,9,9,11,1,99,999,99,9999,6,5,2,1
2573,2017,7,10,2,1,3,2,117,1,99,2,23,3,3,5,1,99,999,99,9999,6,5,2,1
2574,2017,7,19,4,3,3,2,1601,16,99,1,23,3,3,5,1,5,999,2,9999,6,5,2,1
2575,2017,7,19,4,3,3,2,401,4,99,1,39,6,6,8,1,4,32,14,9999,6,5,2,1
2576,2017,7,21,4,3,3,2,113,1,99,1,84,15,11,17,1,99,999,99,9999,6,5,1,2
2577,2017,8,7,2,1,3,3,101,1,18,1,52,9,9,11,1,4,999,99,9999,6,5,2,1
2578,2017,8,21,4,3,3,3,501,5,99,1,34,5,5,7,1,2,999,4,9999,6,5,2,1
2579,2017,8,18,4,3,3,3,1602,16,99,2,50,9,9,11,1,4,32,7,9999,6,5,2,2
2580,2017,8,0,1,1,3,3,207,2,99,2,42,7,7,9,1,99,999,99,9999,6,5,1,2
2581,2017,8,19,4,3,3,3,1804,18,99,1,46,8,8,10,1,6,999,7,9999,6,5,1,2
2582,2017,8,16,3,2,3,3,1804,18,99,1,45,8,8,10,1,6,999,99,9999,6,5,1,2
2583,2017,9,21,4,3,3,4,1901,19,99,1,45,8,8,10,1,6,999,2,9999,6,5,1,2
2584,2017,9,20,4,3,3,4,1301,13,99,1,42,7,7,9,1,5,999,99,9999,6,5,1,2
2585,2017,9,8,2,1,3,4,1805,18,99,1,74,13,11,15,1,1,17,10,2011,5,5,2,1
2586,2017,9,18,4,3,3,4,1328,13,99,1,27,4,4,6,1,99,999,99,9999,6,5,2,1
2587,2017,9,18,4,3,3,4,1328,13,99,1,27,4,4,6,1,99,999,99,9999,6,5,2,1
2588,2017,9,18,4,3,3,4,1328,13,99,1,25,4,4,6,1,99,999,99,9999,6,5,2,1
2589,2017,9,23,4,3,3,4,403,4,99,1,34,5,5,7,1,5,17,99,9999,6,5,2,1
2590,2017,10,23,4,3,3,5,110,1,99,1,10,1,1,3,2,4,999,99,9999,6,5,2,1
2591,2017,10,14,3,2,3,5,110,1,99,1,18,2,2,4,1,99,999,99,9999,6,5,2,1
2592,2017,10,9,2,1,3,5,2101,21,99,1,26,4,4,6,1,4,67,2,2013,5,5,2,1
2593,2017,10,22,4,3,3,5,1905,19,99,1,43,7,7,9,1,6,999,99,9999,6,5,1,2
2594,2017,10,19,4,3,3,5,507,5,99,1,28,4,4,6,1,2,69,4,1999,3,5,1,2
2595,2017,10,10,2,1,3,5,1710,17,99,1,30,5,5,7,1,99,999,99,9999,6,5,1,2
2596,2017,10,19,4,3,3,5,401,4,99,2,73,13,11,15,1,14,6,1,2009,4,5,2,1
2597,2017,10,7,2,1,3,5,401,4,99,1,53,9,9,11,1,99,999,99,9999,6,5,1,2
2598,2017,11,20,4,3,3,6,101,1,24,1,59,10,10,12,1,4,6,1,9999,6,5,2,1
2599,2017,11,0,1,1,3,6,101,1,18,1,999,16,12,18,1,4,999,99,9999,6,5,2,1
2600,2017,11,0,1,1,3,6,101,1,16,1,6,1,1,2,2,1,73,4,2000,4,5,2,1
2601,2017,11,20,4,3,3,6,109,1,99,2,20,3,3,5,1,4,6,1,2016,5,5,2,1
2602,2017,11,13,3,2,3,6,101,1,7,1,78,14,11,16,1,99,999,99,9999,6,5,2,1
2603,2017,11,21,4,3,3,6,101,1,19,2,42,7,7,9,1,1,48,11,9999,6,5,2,1
2604,2017,11,0,1,1,3,6,511,5,99,1,21,3,3,5,1,99,999,99,9999,6,5,2,1
2605,2017,11,0,1,1,3,6,509,5,99,1,42,7,7,9,1,99,999,99,9999,6,5,1,2
2606,2017,11,0,1,1,3,6,917,9,99,2,9,1,1,2,2,9,999,99,9999,6,5,1,2
2607,2017,11,17,3,2,3,6,1602,16,99,1,28,4,4,6,1,3,69,5,2000,4,5,2,1
2608,2017,12,11,2,1,3,7,111,1,99,2,77,14,11,16,1,12,30,2,1992,3,5,2,1
2609,2017,12,21,4,3,3,7,110,1,99,2,37,6,6,8,1,3,69,2,9999,6,5,1,2
2610,2017,12,23,4,3,3,7,101,1,19,1,49,8,8,10,1,4,999,1,9999,6,5,2,1
2611,2017,12,17,3,2,3,7,1018,10,99,1,9,1,1,2,2,4,6,1,2012,5,5,2,1
2612,2017,12,18,4,3,3,7,1001,10,99,1,34,5,5,7,1,2,67,1,9999,6,5,1,2
2613,2017,12,1,1,1,3,7,1601,16,99,1,18,2,2,4,1,99,999,99,9999,6,5,1,2
2614,2017,13,10,2,1,3,1,101,1,1,2,9,1,1,2,2,4,27,5,2016,5,5,2,1
2615,2017,13,10,2,1,3,1,101,1,1,2,35,6,6,8,1,4,27,5,2016,5,5,2,1
2616,2017,13,19,4,3,3,1,101,1,10,1,45,8,8,10,1,99,999,99,9999,6,5,2,1
2617,2017,13,14,3,2,3,1,1101,11,99,1,1,1,1,1,2,2,69,2,9999,6,5,1,2
2618,2017,13,18,4,3,3,1,901,9,99,1,17,2,2,4,2,99,999,99,9999,6,5,2,1
2619,2017,13,15,3,2,3,1,1701,17,99,2,44,7,7,9,1,2,69,5,9999,6,5,1,2
2620,2017,13,8,2,1,3,1,701,7,99,2,62,11,11,13,1,99,999,99,9999,6,5,1,2
2621,2017,14,18,4,3,3,2,1310,13,99,1,7,1,1,2,2,3,69,8,1991,3,5,2,1
2622,2017,15,6,2,1,3,3,101,1,4,1,50,9,9,11,1,4,6,1,2013,5,5,2,1
2623,2017,15,6,2,1,3,3,112,1,99,1,66,12,11,14,1,1,48,9,2006,4,5,2,1
2624,2017,15,23,4,3,3,3,109,1,99,9,999,16,12,18,9,3,17,4,9999,6,5,2,1
2625,2017,15,23,4,3,3,3,109,1,99,1,30,5,5,7,1,99,999,99,9999,6,5,2,1
2626,2017,15,15,3,2,3,3,1901,19,99,2,30,5,5,7,1,99,999,99,9999,6,5,2,1
2627,2017,15,16,3,2,3,3,501,5,99,1,4,1,1,1,2,3,17,4,9999,6,5,2,1
2628,2017,15,18,4,3,3,3,506,5,99,1,22,3,3,5,1,99,999,99,9999,6,5,2,1
2629,2017,15,7,2,1,3,3,602,6,99,1,19,2,2,4,1,4,999,99,9999,6,5,2,1
2630,2017,15,17,3,2,3,3,1020,10,99,2,40,7,7,9,1,4,999,99,9999,6,5,2,1
2631,2017,15,0,1,1,3,3,1601,16,99,2,60,11,11,13,1,99,999,99,9999,6,5,2,1
2632,2017,15,7,2,1,3,3,1501,15,99,1,999,16,12,18,9,99,999,99,9999,6,5,1,2
2633,2017,16,17,3,2,3,4,101,1,6,2,44,7,7,9,1,99,999,99,9999,6,5,2,1
2634,2017,16,21,4,3,3,4,101,1,6,2,54,9,9,11,1,99,999,99,9999,6,5,2,1
2635,2017,16,15,3,2,3,4,110,1,99,2,23,3,3,5,1,99,999,99,9999,6,5,2,1
2636,2017,16,5,1,1,3,4,1805,18,99,1,76,14,11,16,1,99,999,99,9999,6,5,1,2
2637,2017,17,9,2,1,3,5,501,5,99,2,38,6,6,8,1,4,999,99,9999,6,5,2,2
2638,2017,17,17,3,2,3,5,1713,17,99,1,56,10,10,12,1,5,999,99,9999,6,5,1,2
2639,2017,17,12,3,2,3,5,306,3,99,1,58,10,10,12,1,5,40,2,1989,2,5,1,2
2640,2017,18,23,4,3,3,6,914,9,99,1,28,4,4,6,1,99,999,99,9999,6,5,1,2
2641,2017,18,22,4,3,3,6,803,8,99,1,23,3,3,5,1,99,999,99,9999,6,5,1,2
2642,2017,18,19,4,3,3,6,112,1,99,2,30,5,5,7,1,99,999,99,9999,6,5,2,1
2643,2017,19,8,2,1,3,7,101,1,7,2,55,10,10,12,1,4,27,99,9999,6,5,2,1
2644,2017,19,3,1,1,3,7,508,5,99,1,19,2,2,4,1,1,999,99,9999,6,5,1,2
2645,2017,20,20,4,3,3,1,101,1,18,1,27,4,4,6,1,4,27,9,9999,6,5,2,1
2646,2017,20,11,2,1,3,1,1607,16,99,1,89,15,11,17,1,4,27,99,9999,6,5,2,1
2647,2017,20,18,4,3,3,1,303,3,99,1,27,4,4,6,1,4,32,5,2016,5,5,2,1
2648,2017,20,8,2,1,3,1,501,5,99,2,35,6,6,8,1,99,999,99,9999,6,5,2,1
2649,2017,20,21,4,3,3,1,401,4,99,1,46,8,8,10,1,99,999,99,9999,6,5,2,1
2650,2017,20,19,4,3,3,1,401,4,99,1,78,14,11,16,1,99,999,99,9999,6,5,2,1
2651,2017,20,20,4,3,3,1,2101,21,99,1,78,14,11,16,1,99,999,99,9999,6,5,1,2
2652,2017,21,21,4,3,3,2,117,1,99,2,36,6,6,8,1,4,32,6,9999,6,5,2,1
2653,2017,21,9,2,1,3,2,2001,20,99,2,53,9,9,11,1,4,67,5,2016,5,5,2,1
2654,2017,21,19,4,3,3,2,1002,10,99,1,24,3,3,5,1,4,67,5,9999,6,5,2,2
2655,2017,21,15,3,2,3,2,1503,15,99,1,52,9,9,11,1,3,69,1,9999,6,5,2,1
2656,2017,22,17,3,2,3,3,501,5,99,1,36,6,6,8,1,1,999,11,9999,6,5,2,1
2657,2017,22,11,2,1,3,3,406,4,99,1,41,7,7,9,1,4,2,2,2013,5,5,2,1
2658,2017,22,23,4,3,3,3,2217,22,99,1,57,10,10,12,1,6,67,1,9999,6,5,2,1
2659,2017,22,23,4,3,3,3,2217,22,99,1,28,4,4,6,1,6,67,1,9999,6,5,2,1
2660,2017,22,23,4,3,3,3,2217,22,99,2,26,4,4,6,1,6,67,1,9999,6,5,2,1
2661,2017,22,23,4,3,3,3,2217,22,99,2,15,2,2,4,2,6,67,1,9999,6,5,1,2
2662,2017,23,13,3,2,3,4,117,1,99,1,23,3,3,5,1,6,999,1,9999,6,5,1,2
2663,2017,23,6,2,1,3,4,117,1,99,1,22,3,3,5,1,12,999,1,9999,6,5,1,2
2664,2017,23,19,4,3,3,4,117,1,99,2,62,11,11,13,1,4,6,1,9999,6,5,2,1
2665,2017,23,22,4,3,3,4,706,7,99,1,58,10,10,12,1,3,69,2,2007,4,5,1,2
2666,2017,24,1,1,1,3,5,110,1,99,9,999,16,12,18,9,99,999,99,9999,6,5,1,2
2667,2017,24,18,4,3,3,5,101,1,3,2,18,2,2,4,1,12,999,99,9999,6,5,2,1
2668,2017,24,18,4,3,3,5,101,1,3,2,12,1,1,3,2,12,999,99,9999,6,5,2,1
2669,2017,24,5,1,1,3,5,101,1,19,2,17,2,2,4,2,5,41,3,9999,6,5,2,1
2670,2017,25,1,1,1,3,6,101,1,1,1,37,6,6,8,1,4,67,1,2007,4,5,2,1
2671,2017,25,7,2,1,3,6,117,1,99,1,48,8,8,10,1,99,999,99,9999,6,5,1,2
2672,2017,25,21,4,3,3,6,507,5,99,2,54,9,9,11,1,4,999,99,9999,6,5,1,2
2673,2017,25,19,4,3,3,6,608,6,99,1,46,8,8,10,1,99,999,99,9999,6,5,1,2
2674,2017,25,21,4,3,3,6,612,6,99,1,64,11,11,13,1,99,999,99,9999,6,5,2,1
2675,2017,25,21,4,3,3,6,612,6,99,1,25,4,4,6,1,99,999,99,9999,6,5,2,1
2676,2017,25,21,4,3,3,6,1102,11,99,2,32,5,5,7,1,3,999,99,9999,6,5,2,1
2677,2017,25,21,4,3,3,6,1706,17,99,1,19,2,2,4,1,99,999,99,9999,6,5,1,2
2678,2017,25,22,4,3,3,6,701,7,99,1,35,6,6,8,9,99,999,99,9999,6,5,1,2
2679,2017,26,15,3,2,3,7,101,1,1,1,19,2,2,4,1,1,28,2,2017,5,5,2,1
2680,2017,26,15,3,2,3,7,101,1,1,2,20,3,3,5,1,1,28,2,2017,5,5,2,1
2681,2017,26,20,4,3,3,7,101,1,1,1,11,1,1,3,2,1,56,2,1987,2,5,2,1
2682,2017,26,0,1,1,3,7,101,1,18,2,19,2,2,4,1,4,999,99,9999,6,5,2,1
2683,2017,26,5,1,1,3,7,117,1,99,1,29,4,4,6,1,99,999,99,9999,6,5,2,1
2684,2017,26,5,1,1,3,7,117,1,99,1,35,6,6,8,1,99,999,99,9999,6,5,2,1
2685,2017,26,5,1,1,3,7,117,1,99,1,35,6,6,8,1,3,17,6,9999,6,5,2,1
2686,2017,26,5,1,1,3,7,117,1,99,1,30,5,5,7,1,3,17,6,9999,6,5,2,1
2687,2017,26,19,4,3,3,7,113,1,99,1,29,4,4,6,1,1,999,99,9999,6,5,1,2
2688,2017,26,0,1,1,3,7,503,5,99,2,65,12,11,14,1,3,69,4,9999,6,5,1,2
2689,2017,26,4,1,1,3,7,1006,10,99,1,22,3,3,5,1,99,999,99,9999,6,5,1,2
2690,2017,26,2,1,1,3,7,1705,17,99,1,35,6,6,8,1,99,999,99,9999,6,5,1,2
2691,2017,26,18,4,3,3,7,301,3,99,1,14,1,1,3,2,4,999,3,9999,6,5,2,1
2692,2017,27,14,3,2,3,1,117,1,99,1,6,1,1,2,2,3,56,2,9999,6,5,1,2
2693,2017,27,14,3,2,3,1,117,1,99,2,75,14,11,16,1,1,67,7,9999,6,5,2,1
2694,2017,27,9,2,1,3,1,501,5,99,1,62,11,11,13,1,4,999,99,9999,6,5,2,1
2695,2017,27,15,3,2,3,1,901,9,99,2,22,3,3,5,1,11,999,2,2014,5,5,2,1
2696,2017,27,12,3,2,3,1,1401,14,99,1,40,7,7,9,1,1,48,4,2003,4,5,2,1
2697,2017,27,21,4,3,3,1,304,3,99,2,999,16,12,18,1,1,52,1,9999,6,5,2,1
2698,2017,28,17,3,2,3,2,101,1,6,1,22,3,3,5,1,5,999,99,9999,6,5,2,1
2699,2017,28,17,3,2,3,2,114,1,99,1,26,4,4,6,1,14,999,1,9999,6,5,2,1
2700,2017,28,4,1,1,3,2,506,5,99,1,73,13,11,15,1,5,999,99,9999,6,5,2,1
2701,2017,28,12,3,2,3,2,1014,10,99,2,25,4,4,6,1,1,48,2,1998,3,5,2,1
2702,2017,28,13,3,2,3,2,1010,10,99,1,20,3,3,5,1,5,17,1,9999,6,5,2,1
2703,2017,28,14,3,2,3,2,901,9,99,1,86,15,11,17,1,1,999,99,9999,6,5,1,2
2704,2017,28,0,1,1,3,2,1601,16,99,2,52,9,9,11,1,1,41,10,2007,4,5,2,1
2705,2017,28,7,2,1,3,2,1801,18,99,1,33,5,5,7,1,99,999,99,9999,6,5,2,1
2706,2017,28,15,3,2,3,2,401,4,99,1,999,16,12,18,1,4,999,99,9999,6,5,2,1
2707,2017,28,7,2,1,3,2,314,3,99,1,39,6,6,8,1,4,67,99,9999,6,5,2,1
2708,2017,29,18,4,3,3,3,111,1,99,1,8,1,1,2,2,4,999,99,9999,6,5,2,1
