núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,mupio_ocu,depto_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,fall_les,int_o_noint
2709,2017,29,17,3,2,3,3,901,9,99,1,23,3,3,5,1,1,999,5,2007,4,5,2,1
2710,2017,29,19,4,3,3,3,407,4,99,1,3,1,1,1,2,9,69,3,2008,4,5,1,2
2711,2017,29,20,4,3,3,3,409,4,99,1,23,3,3,5,1,99,999,99,9999,6,5,2,1
2712,2017,30,8,2,1,3,4,104,1,99,1,22,3,3,5,1,12,999,99,9999,6,5,1,2
2713,2017,30,2,1,1,3,4,1901,19,99,1,25,4,4,6,1,99,999,99,9999,6,5,2,1
2714,2017,30,7,2,1,3,4,602,6,99,2,69,12,11,14,1,99,999,99,9999,6,5,1,2
2715,2017,30,7,2,1,3,4,602,6,99,2,26,4,4,6,1,99,999,99,9999,6,5,2,1
2716,2017,30,12,3,2,3,4,605,6,99,2,22,3,3,5,1,99,999,99,9999,6,5,2,1
2717,2017,30,15,3,2,3,4,304,3,99,2,7,1,1,2,2,3,69,4,9999,6,5,2,1
2718,2017,31,5,1,1,3,5,602,6,99,1,41,7,7,9,1,3,69,1,9999,6,5,1,2
2719,2017,31,18,4,3,3,5,704,7,99,1,51,9,9,11,1,3,69,5,9999,6,5,1,2
2720,2017,31,14,3,2,3,5,302,3,99,2,61,11,11,13,1,4,67,5,2009,4,5,2,1
2721,2017,31,4,1,1,3,5,1607,16,99,1,30,5,5,7,1,99,999,99,9999,6,5,1,2
2722,2017,31,0,1,1,3,5,701,7,99,2,16,2,2,4,2,99,999,99,9999,6,5,1,2
2723,2017,1,5,1,1,4,6,101,1,9,2,55,10,10,12,1,7,30,17,1989,2,5,1,2
2724,2017,1,5,1,1,4,6,107,1,99,1,94,15,11,17,1,99,999,99,9999,6,5,1,2
2725,2017,1,10,2,1,4,6,1001,10,99,2,50,9,9,11,1,4,67,1,9999,6,5,2,1
2726,2017,1,10,2,1,4,6,1301,13,99,2,76,14,11,16,1,1,48,10,2013,5,5,2,1
2727,2017,1,19,4,3,4,6,801,8,99,2,17,2,2,4,2,3,69,99,9999,6,5,2,1
2728,2017,1,15,3,2,4,6,1601,16,99,1,40,7,7,9,1,3,69,9,9999,6,5,2,1
2729,2017,2,13,3,2,4,7,101,1,3,1,78,14,11,16,1,1,27,2,9999,6,5,2,1
2730,2017,2,21,4,3,4,7,609,6,99,2,30,5,5,7,1,1,48,3,9999,6,5,1,2
2731,2017,2,21,4,3,4,7,609,6,99,2,6,1,1,2,2,1,48,3,9999,6,5,2,1
2732,2017,2,21,4,3,4,7,609,6,99,2,18,2,2,4,1,1,48,3,9999,6,5,2,1
2733,2017,2,15,3,2,4,7,1604,16,99,2,39,6,6,8,1,4,27,5,9999,6,5,2,1
2734,2017,2,19,4,3,4,7,2201,22,99,2,18,2,2,4,1,4,6,5,2016,5,5,2,1
2735,2017,2,20,4,3,4,7,1503,15,99,1,67,12,11,14,1,4,27,5,9999,6,5,2,1
2736,2017,2,19,4,3,4,7,401,4,99,2,15,2,2,4,2,4,67,99,9999,6,5,2,1
2737,2017,2,20,4,3,4,7,401,4,99,1,40,7,7,9,1,3,48,4,9999,6,5,2,1
2738,2017,2,23,4,3,4,7,307,3,99,1,40,7,7,9,1,99,999,99,9999,6,5,1,2
2739,2017,2,22,4,3,4,7,117,1,99,1,18,2,2,4,1,99,999,99,9999,6,5,2,1
2740,2017,2,21,4,3,4,7,203,2,99,1,30,5,5,7,1,99,999,99,9999,6,5,2,1
2741,2017,3,5,1,1,4,1,112,1,99,1,26,4,4,6,1,1,999,99,9999,6,5,2,1
2742,2017,3,5,1,1,4,1,112,1,99,2,26,4,4,6,1,1,999,99,9999,6,5,2,1
2743,2017,3,21,4,3,4,1,502,5,99,1,39,6,6,8,1,4,999,99,9999,6,5,1,2
2744,2017,3,23,4,3,4,1,1002,10,99,2,66,12,11,14,1,4,27,1,9999,6,5,2,1
2745,2017,3,3,1,1,4,1,406,4,99,1,48,8,8,10,1,3,999,99,9999,6,5,2,2
2746,2017,4,2,1,1,4,2,101,1,4,1,32,5,5,7,1,9,999,2,2016,5,5,2,1
2747,2017,4,20,4,3,4,2,101,1,1,1,27,4,4,6,1,3,999,99,9999,6,5,2,1
2748,2017,4,7,2,1,4,2,201,2,99,1,35,6,6,8,1,7,999,99,9999,6,5,2,1
2749,2017,4,21,4,3,4,2,1217,12,99,1,47,8,8,10,1,1,48,4,2015,5,5,2,1
2750,2017,4,20,4,3,4,2,306,3,99,2,33,5,5,7,1,1,48,5,1989,2,5,2,1
2751,2017,5,8,2,1,4,3,103,1,99,2,66,12,11,14,1,4,999,5,9999,6,5,2,1
2752,2017,5,15,3,2,4,3,117,1,99,1,25,4,4,6,1,4,6,1,9999,6,5,2,1
2753,2017,5,12,3,2,4,3,2102,21,99,1,88,15,11,17,1,4,76,2,9999,6,5,2,1
2754,2017,5,9,2,1,4,3,502,5,99,1,26,4,4,6,1,1,48,99,9999,6,5,2,1
2755,2017,5,19,4,3,4,3,602,6,99,2,51,9,9,11,1,4,67,5,9999,6,5,2,1
2756,2017,5,22,4,3,4,3,920,9,99,1,60,11,11,13,1,4,6,3,9999,6,5,2,1
2757,2017,5,15,3,2,4,3,1301,13,99,1,16,2,2,4,2,3,999,99,9999,6,5,2,1
2758,2017,5,12,3,2,4,3,202,2,99,1,8,1,1,2,2,14,999,1,9999,6,5,2,1
2759,2017,5,13,3,2,4,3,701,7,99,2,47,8,8,10,1,3,69,3,1985,2,5,2,1
2760,2017,6,15,3,2,4,4,711,7,99,1,9,1,1,2,2,3,69,3,9999,6,5,2,1
2761,2017,6,10,2,1,4,4,403,4,99,1,28,4,4,6,1,9,999,99,9999,6,5,2,1
2762,2017,6,11,2,1,4,4,101,1,7,2,74,13,11,15,1,1,999,99,9999,6,5,1,2
2763,2017,6,19,4,3,4,4,2001,20,99,2,52,9,9,11,1,1,999,99,9999,6,5,1,2
2764,2017,6,5,1,1,4,4,901,9,99,1,19,2,2,4,1,1,999,99,9999,6,5,1,2
2765,2017,6,9,2,1,4,4,901,9,99,2,81,15,11,17,1,1,999,99,9999,6,5,1,2
2766,2017,6,13,3,2,4,4,905,9,99,1,36,6,6,8,1,1,999,99,9999,6,5,1,2
2767,2017,6,6,2,1,4,4,101,1,4,1,999,16,12,18,1,1,999,99,9999,6,5,2,1
2768,2017,6,21,4,3,4,4,108,1,99,1,999,16,12,18,1,1,999,99,9999,6,5,2,1
2769,2017,6,13,3,2,4,4,109,1,99,1,56,10,10,12,1,1,999,99,9999,6,5,2,1
2770,2017,6,7,2,1,4,4,117,1,99,1,68,12,11,14,1,4,999,99,9999,6,5,2,1
2771,2017,7,7,2,1,4,5,111,1,99,1,15,2,2,4,2,99,999,99,9999,6,5,2,1
2772,2017,7,6,2,1,4,5,117,1,99,1,55,10,10,12,1,1,999,6,9999,6,5,2,1
2773,2017,7,19,4,3,4,5,117,1,99,1,45,8,8,10,1,7,999,99,9999,6,5,2,1
2774,2017,7,13,3,2,4,5,401,4,99,1,12,1,1,3,2,3,73,4,2014,5,5,2,1
2775,2017,7,13,3,2,4,5,314,3,99,1,9,1,1,2,2,3,999,4,9999,6,5,2,1
2776,2017,8,0,1,1,4,6,101,1,1,1,79,14,11,16,1,99,999,99,9999,6,5,2,1
2777,2017,8,21,4,3,4,6,117,1,99,1,20,3,3,5,1,4,18,99,9999,6,5,2,1
2778,2017,8,12,3,2,4,6,502,5,99,1,68,12,11,14,1,4,6,99,9999,6,5,1,2
2779,2017,8,19,4,3,4,6,1001,10,99,2,30,5,5,7,1,2,999,99,9999,6,5,2,1
2780,2017,8,20,4,3,4,6,903,9,99,1,36,6,6,8,1,3,69,6,9999,6,5,2,1
2781,2017,8,20,4,3,4,6,1507,15,99,1,50,9,9,11,1,3,69,99,9999,6,5,2,1
2782,2017,8,0,1,1,4,6,1801,18,99,1,31,5,5,7,1,4,999,99,9999,6,5,1,2
2783,2017,8,0,1,1,4,6,312,3,99,1,65,12,11,14,1,99,999,99,9999,6,5,1,2
2784,2017,9,20,4,3,4,7,101,1,12,1,24,3,3,5,1,4,3,5,9999,6,5,2,1
2785,2017,9,11,2,1,4,7,110,1,99,1,16,2,2,4,2,7,30,2,1986,2,5,1,2
2786,2017,9,21,4,3,4,7,109,1,99,1,999,16,12,18,1,4,67,99,9999,6,5,2,1
2787,2017,9,20,4,3,4,7,510,5,99,1,12,1,1,3,2,4,6,99,9999,6,5,2,1
2788,2017,9,20,4,3,4,7,510,5,99,2,23,3,3,5,1,4,6,99,9999,6,5,2,1
2789,2017,9,11,2,1,4,7,501,5,99,1,21,3,3,5,1,3,999,99,9999,6,5,2,1
2790,2017,9,5,1,1,4,7,1010,10,99,1,79,14,11,16,1,5,999,99,9999,6,5,2,1
2791,2017,9,22,4,3,4,7,1601,16,99,1,24,3,3,5,1,99,999,99,9999,6,5,1,2
2792,2017,9,11,2,1,4,7,203,2,99,2,16,2,2,4,2,3,56,8,9999,6,5,2,1
2793,2017,10,20,4,3,4,1,107,1,99,1,36,6,6,8,1,1,999,1,9999,6,5,2,1
2794,2017,10,11,2,1,4,1,101,1,11,1,52,9,9,11,1,12,74,6,9999,6,5,1,2
2795,2017,10,23,4,3,4,1,1901,19,99,1,19,2,2,4,1,1,28,1,2001,4,5,2,1
2796,2017,10,20,4,3,4,1,511,5,99,1,34,5,5,7,1,3,28,2,2010,5,5,2,1
2797,2017,10,15,3,2,4,1,507,5,99,1,24,3,3,5,1,99,999,99,9999,6,5,1,2
2798,2017,10,23,4,3,4,1,506,5,99,1,28,4,4,6,1,4,999,1,9999,6,5,2,1
2799,2017,10,21,4,3,4,1,414,4,99,2,999,16,12,18,1,1,999,99,9999,6,5,2,1
2800,2017,11,14,3,2,4,2,117,1,99,2,35,6,6,8,1,11,28,4,9999,6,5,2,1
2801,2017,11,13,3,2,4,2,102,1,99,2,60,11,11,13,1,3,69,4,9999,6,5,1,2
2802,2017,11,12,3,2,4,2,1801,18,99,2,36,6,6,8,1,4,3,14,2015,5,5,2,1
2803,2017,11,13,3,2,4,2,1401,14,99,1,6,1,1,2,2,2,52,1,1988,2,5,2,1
2804,2017,12,15,3,2,4,3,110,1,99,1,25,4,4,6,1,1,999,99,9999,6,5,1,2
2805,2017,12,15,3,2,4,3,110,1,99,1,27,4,4,6,1,5,26,3,2000,4,5,2,1
2806,2017,12,10,2,1,4,3,713,7,99,1,79,14,11,16,1,1,8,2,2005,4,5,2,1
2807,2017,12,19,4,3,4,3,401,4,99,2,6,1,1,2,2,3,69,5,9999,6,5,2,1
2808,2017,12,19,4,3,4,3,301,3,99,1,72,13,11,15,1,4,67,5,2016,5,5,2,1
2809,2017,12,15,3,2,4,3,110,1,99,1,15,2,2,4,2,1,999,99,9999,6,5,1,2
2810,2017,12,23,4,3,4,3,109,1,99,1,55,10,10,12,1,1,999,99,9999,6,5,1,2
2811,2017,12,21,4,3,4,3,1210,12,99,1,8,1,1,2,2,1,999,99,9999,6,5,1,2
2812,2017,12,20,4,3,4,3,1501,15,99,1,56,10,10,12,1,1,999,99,9999,6,5,1,2
2813,2017,12,22,4,3,4,3,309,3,99,1,40,7,7,9,1,1,999,99,9999,6,5,1,2
2814,2017,12,15,3,2,4,3,101,1,1,2,20,3,3,5,1,4,999,99,9999,6,5,2,1
2815,2017,12,19,4,3,4,3,206,2,99,1,25,4,4,6,1,1,999,99,9999,6,5,2,1
2816,2017,12,9,2,1,4,3,2203,22,99,1,47,8,8,10,1,5,26,3,2000,4,5,2,1
2817,2017,13,5,1,1,4,4,117,1,99,1,23,3,3,5,1,4,67,2,9999,6,5,2,1
2818,2017,13,5,1,1,4,4,117,1,99,2,27,4,4,6,1,4,67,2,9999,6,5,1,2
2819,2017,13,5,1,1,4,4,117,1,99,1,19,2,2,4,1,4,67,2,9999,6,5,2,1
2820,2017,13,18,4,3,4,4,101,1,13,2,29,4,4,6,1,4,27,1,9999,6,5,2,1
2821,2017,13,20,4,3,4,4,207,2,99,1,58,10,10,12,1,1,999,99,9999,6,5,2,1
2822,2017,13,19,4,3,4,4,415,4,99,1,44,7,7,9,1,2,999,99,9999,6,5,1,2
2823,2017,13,13,3,2,4,4,109,1,99,1,11,1,1,3,2,3,69,4,2017,5,5,2,1
2824,2017,13,18,4,3,4,4,301,3,99,2,28,4,4,6,1,1,69,4,9999,6,5,2,1
2825,2017,13,21,4,3,4,4,404,4,99,1,24,3,3,5,1,2,999,99,9999,6,5,2,1
2826,2017,13,21,4,3,4,4,404,4,99,2,20,3,3,5,1,2,999,99,9999,6,5,2,1
2827,2017,13,21,4,3,4,4,404,4,99,1,1,1,1,1,2,2,999,99,9999,6,5,2,1
2828,2017,13,2,1,1,4,4,314,3,99,1,20,3,3,5,1,1,999,99,9999,6,5,2,1
2829,2017,14,15,3,2,4,5,101,1,24,1,7,1,1,2,2,4,6,1,9999,6,5,2,1
2830,2017,14,17,3,2,4,5,101,1,18,2,28,4,4,6,1,3,69,1,1994,3,5,1,2
2831,2017,14,17,3,2,4,5,101,1,18,2,22,3,3,5,1,3,69,1,1994,3,5,1,2
2832,2017,14,19,4,3,4,5,1904,19,99,1,27,4,4,6,1,1,999,99,9999,6,5,2,1
2833,2017,14,10,2,1,4,5,1014,10,99,2,20,3,3,5,1,4,6,5,2017,5,5,2,1
2834,2017,14,10,2,1,4,5,920,9,99,1,17,2,2,4,2,9,69,6,2003,4,5,2,1
2835,2017,14,20,4,3,4,5,1217,12,99,2,26,4,4,6,1,1,999,99,9999,6,5,2,1
2836,2017,14,18,4,3,4,5,1714,17,99,1,5,1,1,2,2,3,69,4,2016,5,5,2,2
2837,2017,14,22,4,3,4,5,301,3,99,2,51,9,9,11,1,4,27,5,2013,5,5,2,1
2838,2017,14,22,4,3,4,5,308,3,99,1,45,8,8,10,1,99,999,99,9999,6,5,2,1
2839,2017,14,22,4,3,4,5,2212,22,99,1,30,5,5,7,1,4,999,1,9999,6,5,2,1
2840,2017,14,22,4,3,4,5,2212,22,99,1,15,2,2,4,2,4,999,1,9999,6,5,2,1
2841,2017,15,12,3,2,4,6,101,1,2,1,21,3,3,5,1,8,999,3,2001,4,5,2,1
2842,2017,15,23,4,3,4,6,109,1,99,1,60,11,11,13,1,1,8,3,1988,2,5,2,1
2843,2017,15,18,4,3,4,6,109,1,99,2,9,1,1,2,2,4,6,3,2015,5,5,2,1
2844,2017,15,17,3,2,4,6,1014,10,99,1,22,3,3,5,1,4,54,5,9999,6,5,2,1
2845,2017,15,23,4,3,4,6,1012,10,99,1,999,16,12,18,1,14,6,1,2012,5,5,2,2
2846,2017,15,18,4,3,4,6,921,9,99,1,22,3,3,5,1,3,69,5,1994,3,5,2,1
2847,2017,15,18,4,3,4,6,921,9,99,2,22,3,3,5,1,3,69,5,1994,3,5,2,1
2848,2017,15,22,4,3,4,6,1217,12,99,2,26,4,4,6,1,4,67,1,9999,6,5,2,1
2849,2017,15,21,4,3,4,6,1701,17,99,1,25,4,4,6,1,4,27,1,9999,6,5,2,1
2850,2017,15,16,3,2,4,6,1401,14,99,1,43,7,7,9,1,4,67,4,9999,6,5,2,1
2851,2017,16,9,2,1,4,7,101,1,7,2,45,8,8,10,1,4,999,9,2011,5,5,2,1
2852,2017,16,7,2,1,4,7,101,1,11,2,56,10,10,12,1,99,999,99,9999,6,5,1,2
2853,2017,16,16,3,2,4,7,2201,22,99,1,23,3,3,5,1,2,69,5,1996,3,5,2,1
2854,2017,16,11,2,1,4,7,2102,21,99,1,42,7,7,9,1,1,999,99,9999,6,5,1,2
2855,2017,16,11,2,1,4,7,1901,19,99,1,12,1,1,3,2,1,999,99,9999,6,5,2,1
2856,2017,16,20,4,3,4,7,1904,19,99,1,30,5,5,7,1,99,999,99,9999,6,5,2,1
2857,2017,16,22,4,3,4,7,502,5,99,2,22,3,3,5,1,99,999,99,9999,6,5,2,1
2858,2017,16,22,4,3,4,7,501,5,99,1,26,4,4,6,1,99,999,99,9999,6,5,2,1
2859,2017,16,19,4,3,4,7,602,6,99,1,42,7,7,9,1,3,69,11,2005,4,5,1,2
2860,2017,16,11,2,1,4,7,1013,10,99,2,4,1,1,1,2,9,48,1,1998,3,5,2,1
2861,2017,16,8,2,1,4,7,1013,10,99,1,23,3,3,5,1,4,67,3,9999,6,5,2,1
2862,2017,16,22,4,3,4,7,1501,15,99,1,29,4,4,6,1,99,999,99,9999,6,5,2,1
2863,2017,16,17,3,2,4,7,701,7,99,1,16,2,2,4,2,1,69,99,9999,6,5,2,1
2864,2017,17,7,2,1,4,1,101,1,12,1,27,4,4,6,1,99,999,99,9999,6,5,1,2
2865,2017,17,9,2,1,4,1,602,6,99,2,40,7,7,9,1,1,69,5,2016,5,5,2,1
2866,2017,17,8,2,1,4,1,1301,13,99,1,43,7,7,9,1,99,999,99,9999,6,5,2,1
2867,2017,18,20,4,3,4,2,101,1,1,2,36,6,6,8,1,1,69,4,9999,6,5,2,1
2868,2017,18,13,3,2,4,2,101,1,1,1,44,7,7,9,1,99,999,99,9999,6,5,2,1
2869,2017,18,22,4,3,4,2,1906,19,99,1,19,2,2,4,1,99,999,99,9999,6,5,2,1
2870,2017,18,12,3,2,4,2,601,6,99,2,25,4,4,6,1,99,999,99,9999,6,5,1,2
2871,2017,18,9,2,1,4,2,1605,16,99,1,58,10,10,12,1,99,999,99,9999,6,5,1,2
2872,2017,18,11,2,1,4,2,719,7,99,1,39,6,6,8,1,4,27,4,2012,5,5,2,1
2873,2017,19,7,2,1,4,3,101,1,18,1,80,15,11,17,1,4,999,1,9999,6,5,2,1
2874,2017,19,18,4,3,4,3,109,1,99,1,2,1,1,1,2,4,6,5,9999,6,5,2,1
2875,2017,19,22,4,3,4,3,110,1,99,2,30,5,5,7,1,99,999,99,9999,6,5,1,2
2876,2017,19,13,3,2,4,3,505,5,99,1,58,10,10,12,1,13,160,7,9999,6,5,2,1
2877,2017,19,18,4,3,4,3,1020,10,99,1,55,10,10,12,1,99,999,99,9999,6,5,1,2
2878,2017,19,7,2,1,4,3,1010,10,99,1,36,6,6,8,1,99,999,99,9999,6,5,1,2
2879,2017,20,20,4,3,4,4,101,1,11,2,23,3,3,5,1,4,999,99,9999,6,5,2,1
2880,2017,20,0,1,1,4,4,109,1,99,1,43,7,7,9,1,99,999,99,9999,6,5,1,2
2881,2017,20,23,4,3,4,4,117,1,99,2,21,3,3,5,1,1,56,10,9999,6,5,2,1
2882,2017,20,19,4,3,4,4,416,4,99,2,70,13,11,15,1,1,41,1,9999,6,5,1,2
2883,2017,20,17,3,2,4,4,1301,13,99,1,40,7,7,9,1,99,999,99,9999,6,5,2,1
2884,2017,20,17,3,2,4,4,1301,13,99,2,39,6,6,8,1,99,999,99,9999,6,5,2,1
2885,2017,20,17,3,2,4,4,1301,13,99,1,3,1,1,1,2,99,999,99,9999,6,5,2,1
2886,2017,20,15,3,2,4,4,1605,16,99,1,60,11,11,13,1,5,26,2,2016,5,5,1,2
2887,2017,21,7,2,1,4,5,101,1,16,2,66,12,11,14,1,99,999,99,9999,6,5,2,1
2888,2017,21,13,3,2,4,5,101,1,16,1,24,3,3,5,1,4,67,4,9999,6,5,2,1
2889,2017,21,13,3,2,4,5,101,1,16,1,19,2,2,4,1,99,999,99,9999,6,5,2,1
2890,2017,21,11,2,1,4,5,109,1,99,1,999,16,12,18,1,99,999,99,9999,6,5,1,2
2891,2017,21,22,4,3,4,5,109,1,99,1,32,5,5,7,1,99,999,99,9999,6,5,1,2
2892,2017,21,15,3,2,4,5,509,5,99,1,44,7,7,9,1,99,999,99,9999,6,5,2,1
2893,2017,22,23,4,3,4,6,101,1,18,1,17,2,2,4,2,3,999,99,9999,6,5,2,1
2894,2017,22,23,4,3,4,6,101,1,18,1,19,2,2,4,1,3,999,99,9999,6,5,2,1
2895,2017,22,13,3,2,4,6,109,1,99,1,56,10,10,12,1,1,999,99,9999,6,5,2,1
2896,2017,22,23,4,3,4,6,101,1,7,1,28,4,4,6,1,2,999,99,9999,6,5,2,1
2897,2017,22,23,4,3,4,6,1904,19,99,1,74,13,11,15,1,1,999,99,9999,6,5,2,1
2898,2017,22,9,2,1,4,6,513,5,99,1,55,10,10,12,1,1,999,99,9999,6,5,1,2
2899,2017,22,12,3,2,4,6,1217,12,99,2,13,1,1,3,2,1,17,6,9999,6,5,2,1
2900,2017,22,19,4,3,4,6,1301,13,99,1,3,1,1,1,2,1,69,11,9999,6,5,2,1
2901,2017,22,18,4,3,4,6,1801,18,99,1,22,3,3,5,1,4,999,99,9999,6,5,1,2
2902,2017,22,8,2,1,4,6,1418,14,99,1,7,1,1,2,2,4,140,5,9999,6,5,2,1
2903,2017,22,18,4,3,4,6,301,3,99,1,17,2,2,4,2,3,28,2,9999,6,5,2,1
2904,2017,22,18,4,3,4,6,302,3,99,2,15,2,2,4,2,3,999,99,9999,6,5,2,1
2905,2017,23,0,1,1,4,7,109,1,99,1,36,6,6,8,1,99,999,99,9999,6,5,2,1
2906,2017,23,18,4,3,4,7,117,1,99,1,38,6,6,8,1,12,30,2,9999,6,5,1,2
2907,2017,23,19,4,3,4,7,1004,10,99,1,53,9,9,11,1,99,999,99,9999,6,5,1,2
2908,2017,23,17,3,2,4,7,207,2,99,1,49,8,8,10,1,99,999,99,9999,6,5,2,1
