núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_5,depto_ocu,mupio_ocu,área_geo_ocu,zona_ocu,sexo_per,edad_per,mayor_menor,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,fall_les,int_o_noint,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
8583,2015,5,31,7,20,4,3,22,2202,2,99,1,999,9,16,12,18,2,1,99,99,99,9999,6,5
8584,2015,6,1,1,17,3,2,1,108,2,6,2,34,1,5,5,7,2,1,4,2,3,2012,5,5
8585,2015,6,1,1,20,4,3,6,602,1,99,1,21,1,3,3,5,2,1,1,21,3,2004,4,5
8586,2015,6,1,1,15,3,2,13,1312,1,99,1,20,1,3,3,5,2,1,3,44,2,1990,3,5
8587,2015,6,1,1,18,4,3,1,101,1,6,1,20,1,3,3,5,2,1,4,20,4,9999,6,5
8588,2015,6,1,1,18,4,3,1,101,1,6,2,20,1,3,3,5,2,1,4,20,4,9999,6,5
8589,2015,6,1,1,18,4,3,1,101,1,6,1,49,1,8,8,10,2,1,4,20,4,9999,6,5
8590,2015,6,1,1,20,4,3,19,1901,1,99,1,78,1,14,11,16,2,1,4,42,3,2009,4,5
8591,2015,6,1,1,20,4,3,19,1901,1,99,2,58,1,10,10,12,2,1,4,42,3,2009,4,5
8592,2015,6,1,1,11,2,1,5,509,1,99,1,40,1,7,7,9,1,2,99,99,99,9999,6,5
8593,2015,6,2,2,16,3,2,1,101,1,8,1,90,1,15,11,17,2,1,1,20,5,2009,4,5
8594,2015,6,2,2,8,2,1,16,1614,2,99,1,30,1,5,5,7,1,2,99,99,99,9999,6,5
8595,2015,6,3,3,8,2,1,1,102,2,99,1,27,1,4,4,6,2,1,9,13,9,1991,3,5
8596,2015,6,3,3,23,4,3,5,501,2,99,1,32,1,5,5,7,2,1,4,2,5,9999,6,5
8597,2015,6,3,3,13,3,2,5,505,2,99,1,35,1,6,6,8,1,2,99,99,99,9999,6,5
8598,2015,6,3,3,19,4,3,12,1222,2,99,1,39,1,6,6,8,1,2,99,99,99,9999,6,5
8599,2015,6,4,4,18,4,3,21,2101,2,99,1,65,1,12,11,14,1,2,99,99,99,9999,6,5
8600,2015,6,4,4,21,4,3,18,1801,2,99,1,43,1,7,7,9,1,2,4,42,5,2015,5,5
8601,2015,6,4,4,6,2,1,14,1402,2,99,1,57,1,10,10,12,2,1,99,99,99,9999,6,5
8602,2015,6,4,4,22,4,3,1,115,2,99,1,39,1,6,6,8,1,2,12,22,4,9999,6,5
8603,2015,6,4,4,7,2,1,1,101,1,1,2,68,1,12,11,14,2,1,99,99,99,9999,6,5
8604,2015,6,5,5,2,1,1,6,608,2,99,1,999,9,16,12,18,1,2,99,99,99,9999,6,5
8605,2015,6,5,5,9,2,1,14,1401,2,99,1,40,1,7,7,9,2,1,99,99,99,9999,6,5
8606,2015,6,5,5,2,1,1,1,101,1,7,1,35,1,6,6,8,1,2,99,99,99,9999,6,5
8607,2015,6,5,5,16,3,2,1,101,1,25,1,35,1,6,6,8,2,1,2,44,6,1999,3,5
8608,2015,6,5,5,22,4,3,1,101,1,13,1,28,1,4,4,6,2,1,1,99,99,9999,6,5
8609,2015,6,6,6,5,1,1,1,101,1,12,1,18,1,2,2,4,2,1,4,42,99,2007,4,5
8610,2015,6,6,6,8,2,1,9,920,2,99,2,11,2,1,1,3,2,1,4,61,1,9999,6,5
8611,2015,6,6,6,18,4,3,17,1703,2,99,1,999,9,16,12,18,2,1,99,99,99,9999,6,5
8612,2015,6,6,6,22,4,3,7,701,2,99,1,16,2,2,2,4,2,1,99,99,99,9999,6,5
8613,2015,6,6,6,22,4,3,7,701,2,99,1,15,2,2,2,4,2,1,99,99,99,9999,6,5
8614,2015,6,6,6,10,2,1,7,712,2,99,1,5,2,1,1,2,2,1,99,99,99,9999,6,5
8615,2015,6,6,6,23,4,3,1,108,1,1,2,37,1,6,6,8,2,1,1,99,99,9999,6,5
8616,2015,6,6,6,23,4,3,1,108,1,1,2,31,1,5,5,7,2,1,1,99,99,9999,6,5
8617,2015,6,6,6,23,4,3,1,108,1,1,2,32,1,5,5,7,2,1,1,99,99,9999,6,5
8618,2015,6,6,6,23,4,3,1,108,1,1,1,47,1,8,8,10,2,1,1,99,99,9999,6,5
8619,2015,6,7,7,11,2,1,1,101,1,5,1,37,1,6,6,8,2,1,4,99,99,9999,6,5
8620,2015,6,7,7,21,4,3,5,502,2,99,2,53,1,9,9,11,2,1,4,34,99,9999,6,5
8621,2015,6,7,7,21,4,3,5,502,2,99,2,25,1,4,4,6,2,1,4,34,99,9999,6,5
8622,2015,6,7,7,20,4,3,6,603,2,99,2,51,1,9,9,11,2,1,4,99,99,9999,6,5
8623,2015,6,7,7,19,4,3,11,1102,2,99,1,28,1,4,4,6,2,1,4,99,99,9999,6,5
8624,2015,6,7,7,19,4,3,11,1102,2,99,1,52,1,9,9,11,2,1,4,99,99,9999,6,5
8625,2015,6,7,7,12,3,2,16,1604,2,99,2,91,1,15,11,17,2,1,4,99,1,2008,4,5
8626,2015,6,7,7,21,4,3,16,1603,2,99,1,49,1,8,8,10,2,1,4,41,3,9999,6,5
8627,2015,6,7,7,21,4,3,16,1601,2,99,1,20,1,3,3,5,2,1,4,99,99,9999,6,5
8628,2015,6,7,7,18,4,3,15,1507,2,99,2,40,1,7,7,9,2,1,4,40,3,9999,6,5
8629,2015,6,7,7,23,4,3,15,1501,2,99,1,53,1,9,9,11,2,1,4,99,99,9999,6,5
8630,2015,6,7,7,11,2,1,14,1406,2,99,1,34,1,5,5,7,1,2,5,19,2,1999,3,5
8631,2015,6,7,7,23,4,3,14,1409,2,99,1,22,1,3,3,5,2,1,99,99,99,9999,6,5
8632,2015,6,7,7,19,4,3,3,312,2,99,2,78,1,14,11,16,2,1,4,37,99,9999,6,5
8633,2015,6,8,1,15,3,2,1,101,1,9,1,85,1,15,11,17,2,1,1,42,2,9999,6,5
8634,2015,6,8,1,15,3,2,20,2005,2,99,1,28,1,4,4,6,2,1,99,99,99,9999,6,5
8635,2015,6,8,1,23,4,3,5,513,2,99,1,19,1,2,2,4,2,1,99,99,99,9999,6,5
8636,2015,6,8,1,5,1,1,15,1502,2,99,1,53,1,9,9,11,1,2,99,99,99,9999,6,5
8637,2015,6,8,1,13,3,2,18,1801,2,99,1,60,1,11,11,13,2,1,6,99,99,9999,6,5
8638,2015,6,8,1,18,4,3,17,1711,2,99,2,3,2,1,1,1,2,1,3,44,2,2004,4,5
8639,2015,6,9,2,13,3,2,8,802,2,99,2,21,1,3,3,5,2,1,3,44,14,1988,2,5
8640,2015,6,9,2,20,4,3,13,1303,2,99,2,48,1,8,8,10,2,1,11,99,2,9999,6,5
8641,2015,6,9,2,11,2,1,1,101,1,7,2,86,1,15,11,17,2,1,12,99,2,9999,6,5
8642,2015,6,10,3,13,3,2,1,113,2,99,1,29,1,4,4,6,2,1,3,44,4,2008,4,5
8643,2015,6,10,3,14,3,2,1,101,1,13,1,22,1,3,3,5,2,1,1,20,4,2000,4,5
8644,2015,6,10,3,14,3,2,1,101,1,7,2,54,1,9,9,11,1,2,6,15,3,2007,4,5
8645,2015,6,10,3,14,3,2,1,101,1,7,2,6,2,1,1,2,1,2,6,15,3,2007,4,5
8646,2015,6,10,3,14,3,2,1,101,1,7,1,29,1,4,4,6,1,2,6,15,3,2007,4,5
8647,2015,6,10,3,4,1,1,1,107,2,99,1,22,1,3,3,5,1,2,6,99,99,9999,6,5
8648,2015,6,11,4,10,2,1,1,101,1,13,2,45,1,8,8,10,2,1,4,21,1,2012,5,5
8649,2015,6,11,4,11,2,1,5,505,1,99,1,17,2,2,2,4,2,1,4,99,99,9999,6,5
8650,2015,6,11,4,11,2,1,5,505,1,99,1,11,2,1,1,3,2,1,4,99,99,9999,6,5
8651,2015,6,11,4,17,3,2,18,1802,1,99,1,21,1,3,3,5,2,1,2,99,99,9999,6,5
8652,2015,6,11,4,23,4,3,1,108,1,4,1,53,1,9,9,11,2,1,99,2,3,2012,5,5
8653,2015,6,11,4,10,2,1,19,1904,2,99,1,31,1,5,5,7,2,1,99,2,3,2012,5,5
8654,2015,6,12,5,23,4,3,1,101,2,1,1,35,1,6,6,8,2,1,1,21,1,2004,4,5
8655,2015,6,12,6,18,4,3,1,101,2,6,1,24,1,3,3,5,2,1,3,32,4,1997,3,5
8656,2015,6,12,6,21,4,3,1,101,2,6,1,48,1,8,8,10,2,1,3,44,4,1996,3,5
8657,2015,6,12,5,22,4,3,13,1301,2,99,1,5,2,1,1,2,2,1,99,99,99,9999,6,5
8658,2015,6,12,6,0,1,1,16,1604,2,99,1,25,1,4,4,6,2,1,4,21,2,9999,6,5
8659,2015,6,12,6,16,3,2,14,1401,2,99,1,4,2,1,1,1,2,1,99,99,99,9999,6,5
8660,2015,6,13,6,20,4,3,10,1020,2,99,1,38,1,6,6,8,1,2,3,99,99,9999,6,5
8661,2015,6,13,6,20,4,3,1,101,1,13,1,11,2,1,1,3,2,1,3,99,99,9999,6,5
8662,2015,6,14,7,21,4,3,1,101,1,6,1,23,1,3,3,5,2,1,1,4,5,1998,3,5
8663,2015,6,14,7,5,1,1,5,506,2,99,1,20,1,3,3,5,2,1,99,99,99,9999,6,5
8664,2015,6,14,7,11,2,1,10,1001,2,99,1,38,1,6,6,8,2,1,2,44,5,9999,6,5
8665,2015,6,14,7,12,3,2,9,903,2,99,1,62,1,11,11,13,2,1,1,44,6,1993,3,5
8666,2015,6,14,7,19,4,3,18,1804,2,99,1,23,1,3,3,5,2,1,4,40,5,9999,6,5
8667,2015,6,14,7,19,4,3,18,1804,2,99,1,50,1,9,9,11,2,1,4,40,5,9999,6,5
8668,2015,6,15,1,19,4,3,1,103,2,99,1,55,1,10,10,12,2,1,1,99,99,9999,6,5
8669,2015,6,15,1,16,3,2,7,704,2,99,1,32,1,5,5,7,2,1,2,44,6,1995,3,5
8670,2015,6,16,2,23,4,3,1,116,2,99,1,5,2,1,1,2,2,1,1,99,99,9999,6,5
8671,2015,6,16,2,21,4,3,5,501,2,99,1,38,1,6,6,8,2,1,3,99,7,9999,6,5
8672,2015,6,16,2,7,2,1,8,801,2,99,1,69,1,12,11,14,2,1,4,44,5,9999,6,5
8673,2015,6,16,2,18,4,3,3,301,2,99,2,35,1,6,6,8,2,1,2,42,2,1991,3,5
8674,2015,6,16,2,18,4,3,3,301,2,99,2,3,2,1,1,1,2,1,2,42,2,1991,3,5
8675,2015,6,17,3,4,1,1,1,101,1,11,1,30,1,5,5,7,1,2,5,99,99,9999,6,5
8676,2015,6,17,3,19,4,3,1,115,2,99,2,16,2,2,2,4,2,1,4,99,3,9999,6,5
8677,2015,6,17,3,19,4,3,11,1106,2,99,1,9,2,1,1,2,1,2,4,99,99,9999,6,5
8678,2015,6,17,3,17,3,2,12,1203,1,99,1,7,2,1,1,2,2,1,1,99,99,9999,6,5
8679,2015,6,17,3,7,2,1,7,705,2,99,1,63,1,11,11,13,1,2,99,99,99,9999,6,5
8680,2015,6,18,4,21,4,3,1,101,1,8,1,36,1,6,6,8,2,1,3,44,2,2013,5,5
8681,2015,6,18,4,0,1,1,1,101,1,6,1,12,2,1,1,3,2,1,99,99,99,9999,6,5
8682,2015,6,18,4,7,2,1,1,116,2,99,1,55,1,10,10,12,1,2,1,32,4,2013,5,5
8683,2015,6,18,4,17,3,2,1,114,1,99,1,21,1,3,3,5,2,1,99,99,99,9999,6,5
8684,2015,6,18,4,19,4,3,11,1106,2,99,1,25,1,4,4,6,2,1,4,99,99,9999,6,5
8685,2015,6,18,4,17,3,2,14,1415,1,99,1,2,2,1,1,1,2,1,3,23,2,2012,5,5
8686,2015,6,18,4,3,1,1,7,701,2,99,1,50,1,9,9,11,1,2,99,99,99,9999,6,5
8687,2015,6,19,5,18,4,3,1,115,1,3,2,19,1,2,2,4,2,1,6,99,1,9999,6,5
8688,2015,6,19,5,18,4,3,1,115,1,99,2,25,1,4,4,6,1,2,99,99,99,9999,6,5
8689,2015,6,19,5,20,4,3,1,108,1,2,1,42,1,7,7,9,1,2,3,99,99,9999,6,5
8690,2015,6,19,5,19,4,3,1,108,1,7,1,36,1,6,6,8,2,1,99,99,99,9999,6,5
8691,2015,6,19,5,16,3,2,13,1302,2,99,1,76,1,14,11,16,1,2,4,2,5,2014,5,5
8692,2015,6,19,5,13,3,2,16,1601,1,4,2,32,1,5,5,7,2,1,3,44,14,1990,3,5
8693,2015,6,19,5,16,3,2,7,706,1,99,1,54,1,9,9,11,1,2,6,99,2,9999,6,5
8694,2015,6,20,6,12,3,2,1,115,2,99,1,36,1,6,6,8,2,1,99,99,99,9999,6,5
8695,2015,6,20,6,3,1,1,1,108,1,7,1,28,1,4,4,6,2,1,99,99,99,9999,6,5
8696,2015,6,20,6,1,1,1,1,108,1,1,9,999,9,16,12,18,1,2,99,99,99,9999,6,5
8697,2015,6,20,6,15,3,2,2,204,2,99,1,48,1,8,8,10,1,2,99,99,99,9999,6,5
8698,2015,6,20,6,17,3,2,5,507,1,99,1,35,1,6,6,8,2,1,99,99,99,9999,6,5
8699,2015,6,20,6,17,3,2,5,507,1,99,1,27,1,4,4,6,2,1,99,99,99,9999,6,5
8700,2015,6,20,6,5,1,1,6,608,2,99,1,64,1,11,11,13,1,2,99,99,99,9999,6,5
8701,2015,6,20,6,21,4,3,10,1014,2,99,9,999,9,16,12,18,1,2,99,99,99,9999,6,5
8702,2015,6,20,6,0,1,1,9,903,2,99,1,52,1,9,9,11,2,1,99,99,99,9999,6,5
8703,2015,6,20,6,0,1,1,9,903,2,99,1,10,2,1,1,3,2,1,99,99,99,9999,6,5
8704,2015,6,20,6,19,4,3,13,1301,1,99,2,21,1,3,3,5,2,1,99,99,99,9999,6,5
8705,2015,6,20,6,15,3,2,2,204,2,99,9,999,9,16,12,18,2,2,9,99,99,9999,6,5
8706,2015,6,20,6,21,4,3,3,308,2,99,1,999,9,16,12,18,2,1,3,37,4,1988,2,5
8707,2015,6,21,7,10,2,1,1,102,2,99,1,32,1,5,5,7,2,1,99,99,99,9999,6,5
8708,2015,6,21,7,10,2,1,1,102,2,99,2,31,1,5,5,7,2,1,99,99,99,9999,6,5
8709,2015,6,21,7,14,3,2,1,101,1,5,1,16,2,2,2,4,2,1,4,42,5,2009,4,5
8710,2015,6,21,7,14,3,2,1,101,1,5,1,16,2,2,2,4,1,2,4,42,5,2009,4,5
8711,2015,6,21,7,18,4,3,1,102,2,99,1,20,1,3,3,5,2,1,1,37,9,1997,3,5
8712,2015,6,21,7,18,4,3,1,101,1,12,1,35,1,6,6,8,2,1,1,5,2,9999,6,5
8713,2015,6,21,7,18,4,3,1,101,1,12,2,29,1,4,4,6,2,1,1,5,2,9999,6,5
8714,2015,6,21,7,18,4,3,1,116,2,99,1,22,1,3,3,5,2,1,99,99,99,9999,6,5
8715,2015,6,21,7,18,4,3,1,116,2,99,2,29,1,4,4,6,2,1,99,99,99,9999,6,5
8716,2015,6,21,7,11,2,1,18,1805,2,99,2,78,1,14,11,16,2,1,12,44,2,2009,4,5
8717,2015,6,21,7,11,2,1,18,1805,2,99,1,5,2,1,1,2,2,1,12,44,2,2009,4,5
8718,2015,6,21,7,15,3,2,18,1804,2,99,2,17,2,2,2,4,2,1,2,99,4,9999,6,5
8719,2015,6,21,7,15,3,2,18,1804,2,99,2,25,1,4,4,6,2,1,2,99,4,9999,6,5
8720,2015,6,21,7,6,2,1,14,1404,2,99,1,24,1,3,3,5,2,1,4,40,3,9999,6,5
8721,2015,6,22,1,12,3,2,1,101,1,1,1,68,1,12,11,14,2,1,4,2,1,2008,4,5
8722,2015,6,22,1,18,4,3,1,101,1,4,1,60,1,11,11,13,2,1,4,14,5,2004,4,5
8723,2015,6,22,1,10,2,1,1,101,1,12,1,27,1,4,4,6,2,1,2,21,6,2004,4,5
8724,2015,6,22,1,0,1,1,1,101,1,21,1,65,1,12,11,14,2,1,99,99,99,9999,6,5
8725,2015,6,22,1,22,4,3,5,502,1,99,1,30,1,5,5,7,1,2,3,99,99,9999,6,5
8726,2015,6,22,1,19,4,3,5,509,1,99,2,60,1,11,11,13,2,1,14,99,99,9999,6,5
8727,2015,6,22,1,20,4,3,6,606,1,99,1,38,1,6,6,8,2,1,3,44,1,1985,2,5
8728,2015,6,22,1,7,2,1,10,1015,1,99,1,32,1,5,5,7,2,1,2,22,7,9999,6,5
8729,2015,6,22,1,21,4,3,9,901,1,99,1,26,1,4,4,6,2,1,1,32,4,9999,6,5
8730,2015,6,22,1,11,2,1,9,901,1,10,1,11,2,1,1,3,2,1,3,44,1,9999,6,5
8731,2015,6,23,2,7,2,1,1,110,2,99,1,15,2,2,2,4,1,2,5,22,2,9999,6,5
8732,2015,6,23,2,13,3,2,5,501,2,99,1,20,1,3,3,5,2,1,99,99,99,9999,6,5
8733,2015,6,23,2,13,3,2,5,501,2,99,1,19,1,2,2,4,2,1,99,99,99,9999,6,5
8734,2015,6,23,2,10,2,1,10,1017,2,99,2,48,1,8,8,10,2,1,3,44,5,9999,6,5
8735,2015,6,23,2,9,2,1,11,1107,2,99,1,80,1,15,11,17,2,1,3,44,2,9999,6,5
8736,2015,6,23,2,0,1,1,12,1201,2,99,1,33,1,5,5,7,2,1,99,99,99,9999,6,5
8737,2015,6,23,2,9,2,1,15,1508,2,99,1,60,1,11,11,13,2,1,99,99,99,9999,6,5
8738,2015,6,23,2,13,3,2,4,409,2,99,1,25,1,4,4,6,2,1,3,99,99,9999,6,5
8739,2015,6,23,2,13,3,2,4,409,2,99,1,18,1,2,2,4,2,1,3,99,99,9999,6,5
8740,2015,6,23,2,13,3,2,4,409,2,99,1,28,1,4,4,6,2,1,3,99,99,9999,6,5
8741,2015,6,23,2,16,3,2,4,401,2,99,1,74,1,13,11,15,2,1,4,99,99,9999,6,5
8742,2015,6,24,3,12,3,2,1,115,1,1,1,63,1,11,11,13,2,1,99,99,99,9999,6,5
8743,2015,6,24,3,22,4,3,6,601,2,99,1,999,9,16,12,18,1,2,4,99,99,9999,6,5
8744,2015,6,24,3,7,2,1,10,1002,2,99,1,999,9,16,12,18,1,2,99,99,99,9999,6,5
8745,2015,6,24,3,21,4,3,3,302,2,99,2,26,1,4,4,6,2,1,1,99,99,9999,6,5
8746,2015,6,24,3,12,3,2,3,309,2,99,1,51,1,9,9,11,2,1,99,99,99,9999,6,5
8747,2015,6,25,4,13,3,2,20,2003,2,99,2,45,1,8,8,10,2,1,99,99,99,9999,6,5
8748,2015,6,25,4,0,1,1,13,1301,2,99,2,31,1,5,5,7,2,1,99,99,99,9999,6,5
8749,2015,6,25,4,18,4,3,16,1601,1,3,2,61,1,11,11,13,2,1,11,44,2,2011,5,5
8750,2015,6,26,5,22,4,3,1,115,1,4,1,999,9,16,12,18,2,1,1,99,4,9999,6,5
8751,2015,6,26,5,13,3,2,12,1211,2,99,2,11,2,1,1,3,2,1,3,23,11,2016,5,5
8752,2015,6,26,5,23,4,3,7,710,1,99,2,38,1,6,6,8,1,2,4,45,4,9999,6,5
8753,2015,6,27,6,17,3,2,1,114,1,99,1,18,1,2,2,4,1,2,5,22,9,1991,3,5
8754,2015,6,27,6,23,4,3,1,115,2,99,1,23,1,3,3,5,2,1,99,99,99,9999,6,5
8755,2015,6,27,6,23,4,3,1,114,2,99,1,18,1,2,2,4,2,1,99,99,99,9999,6,5
8756,2015,6,27,6,0,1,1,19,1902,2,99,1,42,1,7,7,9,2,1,1,99,10,1999,3,5
8757,2015,6,27,6,0,1,1,5,502,2,99,2,36,1,6,6,8,2,1,99,99,99,9999,6,5
8758,2015,6,27,6,0,1,1,16,1602,2,99,2,13,2,1,1,3,2,1,3,44,2,9999,6,5
8759,2015,6,27,6,22,4,3,5,513,2,99,1,40,1,7,7,9,1,2,1,99,99,9999,6,5
8760,2015,6,28,7,0,1,1,1,101,1,1,2,65,1,12,11,14,2,1,12,3,1,1992,3,5
8761,2015,6,28,7,23,4,3,1,101,1,21,1,999,9,16,12,18,2,1,1,20,5,9999,6,5
8762,2015,6,28,7,20,4,3,1,101,1,21,1,33,1,5,5,7,2,1,4,21,1,2013,5,5
8763,2015,6,28,7,20,4,3,1,101,1,21,1,31,1,5,5,7,2,1,4,21,1,2013,5,5
8764,2015,6,28,7,1,1,1,1,117,1,7,1,24,1,3,3,5,2,1,99,99,99,9999,6,5
8765,2015,6,28,7,1,1,1,1,117,1,7,1,32,1,5,5,7,2,1,99,99,99,9999,6,5
8766,2015,6,28,7,8,2,1,6,602,2,99,1,25,1,4,4,6,2,1,1,20,9,9999,6,5
8767,2015,6,28,7,8,2,1,6,602,2,99,2,24,1,3,3,5,2,1,1,20,9,9999,6,5
8768,2015,6,28,7,20,4,3,9,901,1,2,2,42,1,7,7,9,2,1,2,99,99,9999,6,5
8769,2015,6,28,7,8,2,1,14,1414,1,3,1,75,1,14,11,16,2,1,99,99,99,9999,6,5
8770,2015,6,28,7,8,2,1,14,1414,1,3,1,12,2,1,1,3,2,1,99,99,99,9999,6,5
8771,2015,6,29,1,5,1,1,1,101,1,12,9,70,1,13,11,15,1,2,99,99,99,9999,6,5
8772,2015,6,29,1,0,1,1,1,101,1,12,1,60,1,11,11,13,2,1,4,42,3,9999,6,5
8773,2015,6,29,1,10,2,1,1,101,1,19,1,30,1,5,5,7,2,1,1,21,6,9999,6,5
8774,2015,6,29,1,10,2,1,1,101,1,19,1,35,1,6,6,8,2,1,1,21,6,9999,6,5
8775,2015,6,29,1,15,3,2,6,602,2,99,1,30,1,5,5,7,2,1,3,23,99,9999,6,5
8776,2015,6,29,1,8,2,1,9,901,1,2,2,32,1,5,5,7,2,1,12,99,99,9999,6,5
8777,2015,6,29,1,8,2,1,9,901,1,2,2,32,1,5,5,7,2,1,12,99,99,9999,6,5
8778,2015,6,29,1,11,2,1,8,805,2,99,2,15,2,2,2,4,2,1,3,44,9,1994,3,5
8779,2015,6,29,1,6,2,1,8,805,2,99,9,50,1,9,9,11,1,2,99,99,99,9999,6,5
8780,2015,6,29,1,1,1,1,16,1613,1,99,1,22,1,3,3,5,2,1,99,99,99,9999,6,5
8781,2015,6,29,1,20,4,3,16,1609,1,99,2,75,1,14,11,16,2,1,99,99,99,9999,6,5
8782,2015,6,29,1,20,4,3,16,1609,1,99,1,39,1,6,6,8,2,1,99,99,99,9999,6,5
8783,2015,6,30,2,17,3,2,1,101,1,12,1,36,1,6,6,8,2,1,2,44,9,1990,3,5
8784,2015,6,30,2,22,4,3,1,101,1,7,1,23,1,3,3,5,2,1,99,99,99,9999,6,5
8785,2015,6,30,2,21,4,3,1,115,2,99,1,38,1,6,6,8,1,2,99,99,99,9999,6,5
8786,2015,6,30,2,19,4,3,5,511,1,99,1,44,1,7,7,9,2,1,4,21,5,2012,5,5
8787,2015,7,1,3,6,2,1,1,101,1,21,1,32,1,5,5,7,2,1,1,21,4,9999,6,5
8788,2015,7,1,3,0,1,1,19,1901,1,99,1,3,2,1,1,1,2,1,3,99,4,9999,6,5
8789,2015,7,1,3,9,2,1,6,602,2,99,2,55,1,10,10,12,2,1,4,14,5,2014,5,5
8790,2015,7,1,3,19,4,3,16,1601,1,11,2,22,1,3,3,5,2,1,4,99,1,2013,5,5
8791,2015,7,1,3,21,4,3,17,1704,1,99,1,43,1,7,7,9,2,1,99,99,1,9999,6,5
8792,2015,7,1,3,0,1,1,7,701,2,99,1,23,1,3,3,5,1,2,99,99,99,9999,6,5
8793,2015,7,2,4,17,3,2,1,101,1,17,2,39,1,6,6,8,2,1,1,38,8,9999,6,5
8794,2015,7,2,4,21,4,3,11,1101,2,99,1,999,9,16,12,18,2,1,11,32,2,1998,3,5
8795,2015,7,2,4,13,3,2,9,920,2,99,1,3,2,1,1,1,2,1,1,44,9,9999,6,5
8796,2015,7,2,4,19,4,3,18,1803,2,99,1,23,1,3,3,5,2,1,99,99,99,9999,6,5
8797,2015,7,2,4,19,4,3,3,301,2,99,2,5,2,1,1,2,2,1,1,44,4,2003,4,5
8798,2015,7,3,5,16,3,2,1,101,1,18,1,40,1,7,7,9,2,1,3,99,99,9999,6,5
8799,2015,7,3,5,17,3,2,1,101,1,9,1,40,1,7,7,9,2,1,3,44,5,1990,3,5
8800,2015,7,3,5,18,4,3,1,115,1,1,1,2,2,1,1,1,2,2,99,99,99,9999,6,5
8801,2015,7,3,5,20,4,3,1,117,1,7,2,40,1,7,7,9,2,1,99,99,99,9999,6,5
8802,2015,7,3,5,13,3,2,1,101,1,19,1,999,9,16,12,18,2,1,1,20,2,2014,5,5
8803,2015,7,3,5,13,3,2,1,101,1,19,1,999,9,16,12,18,2,1,1,20,2,2014,5,5
8804,2015,7,3,5,23,4,3,1,108,1,3,2,40,1,7,7,9,2,1,4,99,99,9999,6,5
8805,2015,7,3,5,14,3,2,20,2001,2,99,1,71,1,13,11,15,2,1,99,99,99,9999,6,5
8806,2015,7,3,5,19,4,3,10,1017,1,1,1,7,2,1,1,2,2,1,4,24,99,9999,6,5
8807,2015,7,3,5,7,2,1,8,805,2,99,1,51,1,9,9,11,1,2,99,99,99,9999,6,5
8808,2015,7,4,6,12,3,2,1,101,1,8,2,17,2,2,2,4,2,1,4,42,3,2012,5,5
8809,2015,7,4,6,8,2,1,1,101,1,1,2,41,1,7,7,9,2,1,11,99,3,2007,4,5
8810,2015,7,4,6,20,4,3,1,101,1,11,1,25,1,4,4,6,1,2,99,99,99,9999,6,5
8811,2015,7,4,6,20,4,3,1,108,1,8,1,22,1,3,3,5,2,1,1,32,5,1997,3,5
8812,2015,7,4,6,23,4,3,1,108,1,6,1,55,1,10,10,12,2,1,1,30,2,1998,3,5
8813,2015,7,4,6,21,4,3,6,601,2,99,1,50,1,9,9,11,1,2,99,99,99,9999,6,5
8814,2015,7,4,6,12,3,2,10,1008,2,99,1,7,2,1,1,2,2,1,14,2,1,9999,6,5
8815,2015,7,4,6,15,3,2,10,1001,1,2,1,10,2,1,1,3,2,1,9,44,2,2013,5,5
8816,2015,7,4,6,17,3,2,11,1102,2,99,1,40,1,7,7,9,2,1,3,32,5,1987,2,5
8817,2015,7,4,6,19,4,3,11,1109,2,99,1,64,1,11,11,13,2,1,99,99,99,9999,6,5
8818,2015,7,4,6,16,3,2,9,920,1,99,1,37,1,6,6,8,2,1,4,21,5,9999,6,5
8819,2015,7,4,6,17,3,2,9,901,1,3,2,17,2,2,2,4,2,1,4,24,5,9999,6,5
8820,2015,7,4,6,17,3,2,9,901,2,99,1,52,1,9,9,11,1,2,5,99,2,9999,6,5
8821,2015,7,4,6,20,4,3,16,1615,1,99,1,18,1,2,2,4,1,2,5,44,99,2008,4,5
8822,2015,7,4,6,23,4,3,15,1501,2,99,1,27,1,4,4,6,1,2,99,99,99,9999,6,5
8823,2015,7,5,7,20,4,3,1,114,2,99,1,999,9,16,12,18,2,1,6,99,99,9999,6,5
8824,2015,7,5,7,0,1,1,5,502,2,99,2,11,2,1,1,3,2,1,4,24,99,2014,5,5
8825,2015,7,5,7,23,4,3,6,608,2,99,1,33,1,5,5,7,2,1,99,99,99,9999,6,5
8826,2015,7,5,7,16,3,2,9,901,2,14,2,17,2,2,2,4,2,1,3,44,4,9999,6,5
8827,2015,7,5,7,12,3,2,8,801,1,3,2,16,2,2,2,4,2,1,1,37,3,9999,6,5
8828,2015,7,5,7,10,2,1,2,203,2,99,1,7,2,1,1,2,2,1,99,99,99,9999,6,5
8829,2015,7,5,7,18,4,3,2,201,2,99,1,76,1,14,11,16,2,2,1,99,99,9999,6,5
8830,2015,7,5,7,18,4,3,2,201,2,99,1,66,1,12,11,14,2,2,1,99,99,9999,6,5
8831,2015,7,5,7,17,3,2,18,1801,2,99,1,4,2,1,1,1,2,1,3,99,99,9999,6,5
