dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,areag_ocu,zona_ocu,sexo_pil,edad_pil,estado_pil,tipo_v,color_v,modelo_v,causa_ac
1,1,5,1,5,2,99,1,35,2,4,3,9999,4
30,8,1,1,1,1,12,2,21,1,1,3,2000,2
5,12,7,2,1,1,18,2,34,9,1,9,2002,2
5,8,4,2,10,2,99,2,40,9,4,1,9999,1
7,4,3,2,18,2,99,2,24,1,4,99,9999,2
30,9,4,4,9,1,7,2,35,9,1,1,2000,1
28,3,7,4,1,1,7,1,20,1,1,5,9999,1
1,8,7,4,19,2,99,1,19,1,3,5,9999,2
19,12,7,6,1,1,7,2,24,9,4,5,9999,1
5,7,1,6,1,1,1,9,999,9,7,2,9999,3
21,11,7,6,6,2,99,1,39,1,3,5,1990,2
18,12,6,6,15,2,99,1,23,1,1,1,1993,4
3,9,5,7,1,1,1,1,40,1,2,4,1992,1
24,10,7,7,9,2,99,1,56,9,3,3,1993,3
19,8,4,7,17,2,99,1,33,1,1,3,2000,3
4,12,6,8,5,2,99,1,33,1,1,99,9999,1
14,4,3,8,4,2,99,1,63,1,9,2,2008,1
31,8,2,8,19,2,99,1,42,1,1,2,2004,1
1,5,6,9,6,2,99,2,62,1,3,4,2003,1
8,8,7,9,2,2,99,2,18,9,1,1,2009,1
25,8,3,9,11,2,99,1,37,1,9,99,9999,1
26,1,2,10,6,2,99,1,24,1,4,14,2001,1
6,1,3,11,19,2,99,1,30,9,1,4,9999,1
22,2,1,11,8,2,99,2,50,9,4,3,9999,4
30,1,6,11,15,2,99,1,35,9,3,1,9999,3
8,10,5,12,9,2,99,9,999,9,9,3,2005,3
22,6,2,13,17,2,99,2,50,1,4,99,9999,1
19,5,3,13,12,2,99,9,999,9,3,99,9999,4
7,2,7,14,20,2,99,2,27,9,4,5,9999,1
1,8,7,14,5,2,99,2,28,1,1,4,2007,3
12,2,5,14,14,2,99,1,20,9,9,2,9999,2
28,2,7,14,13,2,99,1,999,9,3,1,9999,4
16,4,5,15,10,2,99,1,51,1,3,5,1990,2
30,1,6,15,22,2,99,2,37,9,3,9,1985,1
29,1,5,16,12,2,99,1,42,9,4,1,9999,1
18,5,2,16,5,2,99,1,18,1,1,1,9999,2
25,2,4,16,4,2,99,9,999,9,3,5,9999,4
24,12,5,16,12,2,99,9,999,9,1,6,2000,3
26,7,1,16,6,2,99,1,64,9,1,99,2003,3
16,3,2,17,9,1,99,2,53,9,4,99,9999,1
3,9,5,17,14,2,99,9,999,9,9,3,9999,3
4,12,6,17,12,2,99,9,999,1,3,3,9999,3
15,1,5,17,4,2,99,1,23,1,1,4,1995,3
13,5,4,17,2,2,99,9,999,9,3,2,9999,4
3,4,6,18,11,2,99,1,30,2,2,99,9999,1
31,10,7,18,5,2,99,2,26,9,4,99,9999,2
9,5,7,18,22,2,99,1,31,1,1,5,1982,3
24,3,3,18,6,2,99,2,20,1,2,3,9999,4
5,7,1,19,19,2,99,2,30,1,1,9,1996,1
5,8,4,19,12,2,99,9,999,9,3,4,1996,1
17,4,6,19,9,1,2,1,16,2,4,99,9999,3
1,5,6,20,16,2,99,1,26,1,3,5,9999,3
24,3,3,21,1,1,1,9,999,9,10,2,1992,2
27,7,2,21,9,2,99,1,37,9,3,2,9999,3
16,5,7,22,5,2,99,1,18,1,4,99,9999,4
18,3,4,22,5,2,99,2,49,9,2,5,2009,3
19,9,7,22,9,1,5,1,49,1,3,2,9999,4
21,5,5,22,5,2,99,1,45,9,1,4,1985,3
28,2,7,22,20,2,99,2,18,9,4,1,9999,4
23,8,1,22,15,2,99,1,31,9,3,1,9999,4
11,4,7,4,18,2,99,1,25,2,3,5,1994,1
10,12,5,11,6,2,99,2,26,1,2,5,2002,2
14,3,7,12,13,2,99,9,999,9,3,1,1992,1
1,4,4,13,5,1,99,2,22,1,4,1,9999,1
15,8,7,14,1,1,1,1,27,1,9,1,1999,1
27,6,7,14,10,2,99,1,25,1,3,11,1987,1
14,3,7,14,9,2,99,1,37,9,3,6,9999,3
10,4,6,14,19,2,99,1,22,1,1,4,1993,2
15,1,5,17,10,2,99,1,45,1,3,2,9999,1
17,1,7,17,14,2,99,2,12,9,4,99,9999,4
19,2,5,17,15,2,99,9,999,9,1,99,2003,3
30,3,2,19,6,2,99,2,26,1,4,99,9999,1
9,12,4,19,13,2,99,2,34,9,99,99,9999,4
19,7,1,20,6,2,99,1,13,1,1,6,9999,3
10,7,5,21,5,2,99,1,37,1,3,1,9999,1
20,11,6,22,20,2,99,1,16,1,4,3,9999,1
1,1,5,0,17,2,99,1,27,2,1,1,9999,3
7,12,2,0,6,2,99,9,999,9,3,99,9999,3
1,1,5,1,13,2,99,9,999,9,3,99,9999,4
1,4,4,3,12,2,99,1,17,2,4,99,9999,2
15,11,1,7,5,2,99,9,999,9,3,7,9999,1
1,5,6,7,11,2,99,9,999,9,9,4,9999,2
13,5,4,8,16,2,99,1,34,1,2,2,9999,4
28,10,4,9,12,2,99,9,999,9,3,2,1982,3
2,3,2,11,11,2,99,2,30,9,3,7,9999,1
27,11,6,11,5,2,99,1,26,1,2,11,2003,1
1,5,6,11,20,2,99,1,17,1,2,99,9999,3
14,8,6,11,9,1,7,1,28,1,3,99,1990,2
28,1,4,11,20,2,99,1,40,9,2,5,9999,3
12,3,5,13,14,2,99,9,999,9,3,6,9999,4
20,4,2,13,6,2,99,1,12,1,3,2,1987,2
6,2,6,14,20,2,99,1,59,9,4,99,9999,1
7,10,4,14,9,1,3,1,13,9,4,1,9999,1
7,4,3,14,16,2,99,1,13,9,4,99,9999,1
25,3,4,14,21,1,99,1,17,9,4,99,9999,2
18,5,2,15,17,2,99,9,999,9,3,99,9999,1
5,7,1,16,21,2,99,1,17,1,4,7,9999,1
25,2,4,16,20,2,99,9,999,9,3,99,9999,3
22,8,7,16,2,2,99,1,999,9,4,99,9999,1
6,10,3,17,13,2,99,1,16,9,4,5,9999,1
14,12,2,17,17,2,99,1,15,9,4,99,9999,2
15,10,5,18,19,2,99,1,14,9,4,5,9999,1
6,3,6,18,9,2,99,1,20,9,3,8,1991,2
6,10,3,19,13,2,99,9,999,9,9,3,9999,1
10,5,1,19,5,2,99,1,20,1,14,1,9999,1
14,9,2,19,3,2,99,9,999,9,3,9,9999,3
11,10,1,20,13,2,99,1,23,1,2,6,9999,4
13,11,6,20,17,2,99,1,17,9,4,99,9999,1
17,1,7,20,17,2,99,2,27,9,1,99,9999,4
21,5,5,21,17,2,99,9,999,9,5,14,9999,1
5,6,6,21,1,2,99,1,31,2,1,9,9999,2
3,7,6,22,2,2,99,9,999,9,1,99,9999,1
5,12,7,22,2,2,99,1,17,9,4,5,9999,1
28,12,2,23,16,2,99,9,999,9,9,11,9999,1
6,4,2,23,16,2,4,1,29,1,2,2,9999,1
6,4,2,23,16,2,4,9,999,1,2,4,9999,1
29,11,1,99,10,1,1,1,20,1,4,3,2006,1
29,11,1,99,10,1,1,9,999,9,1,6,9999,1
1,12,3,0,19,2,99,1,35,2,1,9,9999,1
1,12,3,0,19,2,99,1,35,1,1,4,9999,1
1,10,5,0,11,1,1,1,28,2,3,2,1994,1
1,10,5,0,11,1,1,1,29,2,3,3,9999,1
1,10,5,0,11,1,1,1,25,1,3,5,9999,1
2,10,6,0,17,2,99,1,17,9,4,99,9999,1
2,10,6,0,17,2,99,1,20,9,4,99,9999,1
3,12,5,0,1,1,2,1,41,9,1,2,2008,1
3,12,5,0,1,1,2,1,26,2,1,6,9999,1
3,12,5,0,1,1,18,1,29,9,1,6,1995,1
3,12,5,0,1,1,18,1,20,9,1,4,2003,1
3,12,5,0,22,2,99,1,26,9,5,2,9999,3
1,4,4,0,16,2,99,1,18,1,3,3,1994,1
1,4,4,0,16,2,99,1,33,1,9,2,2009,1
3,12,5,0,4,2,99,1,31,9,1,3,1991,1
3,12,5,0,4,2,99,1,999,1,6,2,2002,1
3,12,5,0,4,2,99,1,999,1,4,4,9999,1
4,12,6,0,1,1,99,1,37,2,1,4,2005,1
4,12,6,0,1,1,99,1,28,1,1,1,2007,1
4,12,6,0,1,1,99,1,27,1,9,4,9999,1
4,3,4,0,2,2,99,1,41,9,1,2,1997,1
4,3,4,0,2,2,99,1,41,9,6,11,1998,1
6,1,3,0,17,2,99,1,33,1,3,2,1994,1
6,1,3,0,17,2,99,1,63,2,4,2,2008,1
6,10,3,0,12,2,99,1,32,9,6,2,1986,1
6,10,3,0,12,2,99,1,23,9,3,11,1996,1
6,3,6,0,15,2,99,1,38,9,1,5,1989,1
6,3,6,0,15,2,99,1,28,9,3,99,9999,1
6,11,6,0,8,2,99,1,39,1,2,6,1997,1
6,11,6,0,8,2,99,1,47,1,3,1,9999,1
9,10,6,0,5,1,1,1,31,1,4,5,2007,1
9,10,6,0,5,1,1,1,31,2,1,7,9999,1
9,10,6,0,4,2,99,1,22,2,1,1,1998,1
9,10,6,0,4,2,99,9,999,9,6,99,9999,1
13,2,6,0,17,2,99,9,999,9,99,99,9999,1
13,2,6,0,17,2,99,1,27,9,4,99,9999,1
10,10,7,0,1,1,1,1,29,2,3,7,1984,1
10,10,7,0,1,1,1,1,24,2,4,1,9999,1
11,11,4,0,22,2,99,1,999,9,1,1,2007,1
11,11,4,0,22,2,99,1,38,9,1,6,9999,1
14,2,7,0,20,1,1,1,25,2,4,16,1996,2
14,2,7,0,20,1,1,9,999,9,4,5,2006,2
11,9,6,0,21,1,99,1,26,1,3,3,1992,1
11,9,6,0,21,1,99,1,16,2,1,1,2000,1
12,3,5,0,9,1,7,1,33,2,3,2,2009,1
12,3,5,0,9,1,7,2,47,9,1,9,9999,1
13,3,6,0,1,1,1,1,49,2,1,2,1985,1
13,3,6,0,1,1,1,1,30,2,1,6,1985,1
15,10,5,0,19,2,99,1,51,1,1,11,9999,1
17,1,7,0,5,1,1,1,30,1,6,2,1999,1
17,1,7,0,5,1,1,1,27,2,1,6,9999,1
14,11,7,0,14,2,99,1,23,1,4,3,9999,1
14,11,7,0,14,2,99,1,23,1,2,6,9999,1
14,3,7,0,1,1,14,1,28,9,4,1,2009,1
14,3,7,0,1,1,14,9,999,9,99,99,9999,1
18,1,1,0,21,1,1,1,999,9,5,3,2007,1
18,1,1,0,21,1,1,1,24,2,14,1,9999,1
17,10,7,0,22,2,99,1,25,2,1,14,1988,1
17,10,7,0,22,2,99,1,45,1,1,2,2000,1
18,1,1,0,11,2,99,1,32,2,3,2,9999,1
18,1,1,0,11,2,99,1,999,1,1,5,9999,1
18,10,1,0,1,1,1,1,21,1,4,1,9999,1
18,10,1,0,1,1,1,9,999,9,2,6,9999,1
15,7,4,0,17,2,99,9,999,9,4,99,9999,1
15,7,4,0,17,2,99,2,32,1,4,99,9999,1
21,2,7,0,11,2,99,1,20,9,4,99,9999,1
21,2,7,0,11,2,99,9,999,9,6,99,9999,99
19,11,5,0,9,1,7,9,999,9,5,2,1985,1
19,11,5,0,9,1,7,1,32,9,1,14,9999,1
19,11,5,0,19,2,99,9,999,9,1,99,9999,1
19,11,5,0,19,2,99,1,22,1,4,99,9999,1
17,9,5,0,1,1,99,9,999,9,7,7,1990,1
17,9,5,0,1,1,99,1,44,1,2,11,2006,1
23,2,2,0,2,2,99,1,30,9,5,2,2005,1
23,2,2,0,2,2,99,1,32,2,1,5,9999,1
17,12,5,0,5,2,99,1,34,9,1,2,2009,1
17,12,5,0,5,2,99,2,50,9,1,1,2009,1
20,11,6,0,1,1,99,1,28,1,1,99,9999,1
25,2,4,0,14,1,3,1,37,2,2,2,1999,1
25,2,4,0,14,1,3,2,16,1,1,4,2000,1
18,9,6,0,1,2,99,1,44,2,2,10,2006,1
18,9,6,0,1,2,99,9,999,9,12,7,9999,1
24,1,7,0,11,2,99,1,40,2,3,1,1977,1
24,1,7,0,11,2,99,1,28,9,9,11,2006,1
25,1,1,0,19,2,99,1,44,2,1,4,1995,1
25,1,1,0,19,2,99,9,999,9,7,3,9999,1
21,11,7,0,9,1,99,9,999,9,2,99,9999,1
21,11,7,0,9,1,99,1,47,1,2,99,9999,1
21,11,7,0,12,2,99,1,999,2,1,6,1993,1
21,11,7,0,12,2,99,1,41,2,1,99,9999,1
21,11,7,0,14,1,99,1,22,1,1,4,2002,1
21,11,7,0,14,1,99,1,25,2,4,9,9999,1
20,8,5,0,1,2,99,1,38,1,3,5,2008,1
20,8,5,0,1,2,99,1,53,9,7,7,9999,1
21,11,7,0,18,2,99,1,73,1,1,99,2008,1
21,11,7,0,18,2,99,1,30,1,1,99,9999,1
20,9,1,0,21,2,99,1,21,2,3,2,1982,1
20,9,1,0,21,2,99,1,24,1,9,3,1993,1
20,12,1,0,1,1,1,1,26,2,1,3,1998,1
20,12,1,0,1,1,1,1,37,1,1,1,2000,1
30,1,6,0,1,1,18,1,39,1,2,2,2000,1
30,1,6,0,1,1,18,1,34,2,1,9,2008,1
30,1,6,0,1,1,18,1,35,1,1,2,2009,1
21,3,7,0,11,1,99,1,29,1,3,1,1982,1
21,3,7,0,11,1,99,1,27,1,1,5,1994,1
21,12,2,0,1,1,1,1,23,1,3,5,9999,1
21,12,2,0,1,1,1,9,999,9,5,1,9999,1
17,4,6,0,1,1,1,1,38,2,11,1,9999,1
22,8,7,0,1,1,5,1,48,1,1,4,1991,1
22,8,7,0,1,1,5,1,45,2,1,11,2000,1
29,10,5,0,22,2,99,1,23,9,5,2,9999,1
29,10,5,0,22,2,99,1,30,9,5,2,9999,1
26,11,5,0,15,2,99,1,33,1,2,6,2003,1
31,1,7,0,22,2,99,1,20,2,3,6,2000,1
29,10,5,0,1,1,13,1,33,1,4,5,2010,1
29,10,5,0,1,1,13,1,21,1,4,5,9999,1
23,12,4,0,1,1,1,1,28,1,1,6,9999,1
27,5,4,0,11,2,99,1,39,1,1,6,1990,1
27,5,4,0,11,2,99,1,52,1,1,99,9999,1
23,12,4,0,22,2,99,1,30,9,1,5,1995,1
23,12,4,0,22,2,99,1,22,9,3,3,1998,1
24,12,5,0,1,1,2,1,28,1,1,2,1998,1
24,12,5,0,1,1,2,1,28,1,3,5,9999,1
25,7,7,0,1,1,6,1,34,1,1,2,2009,1
25,7,7,0,1,1,6,1,18,1,4,3,9999,1
25,3,4,0,22,2,99,9,999,9,99,99,9999,1
25,3,4,0,22,2,99,1,20,1,4,99,9999,1
29,9,3,0,11,1,99,1,30,1,14,1,2009,1
29,9,3,0,11,1,99,1,33,1,4,1,9999,1
31,10,7,0,15,2,99,1,40,1,4,5,2008,1
26,3,5,0,5,1,99,1,33,9,4,1,2001,2
26,3,5,0,5,1,99,1,31,9,9,1,2007,2
29,12,3,0,9,2,99,1,53,9,4,1,2005,1
29,12,3,0,9,2,99,9,999,9,3,1,2005,1
31,3,3,0,1,1,18,9,999,9,6,2,9999,1
31,3,3,0,1,1,18,1,33,1,2,2,9999,1
1,11,1,0,22,2,99,1,32,9,2,4,9999,4
1,1,5,0,11,2,99,1,54,1,3,3,9999,2
3,12,5,0,9,1,99,9,999,9,6,99,9999,1
4,12,6,0,1,1,6,1,19,9,4,5,9999,2
7,3,7,0,6,2,99,1,25,9,1,11,1994,2
10,12,5,0,1,1,2,1,26,2,1,3,1992,2
11,3,4,0,1,1,1,1,32,9,1,3,1985,2
11,9,6,0,9,1,7,1,39,2,2,2,1996,2
17,11,3,0,22,2,99,1,27,9,4,3,9999,4
20,6,7,0,11,2,99,1,22,1,4,1,9999,2
15,9,3,0,9,1,99,1,22,9,3,8,1996,2
15,9,3,0,15,2,99,9,999,9,1,99,9999,1
21,11,7,0,6,2,99,1,20,1,4,2,9999,2
18,3,4,0,17,1,99,1,19,9,4,99,9999,2
26,1,2,0,14,1,2,1,28,9,4,1,1996,4
21,11,7,0,17,2,99,1,28,1,4,99,9999,2
21,7,3,0,16,2,99,1,33,9,11,2,9999,4
23,3,2,0,1,1,18,1,72,1,10,2,9999,2
28,11,7,0,1,1,12,2,21,2,4,3,2000,2
25,9,6,0,13,2,99,1,27,9,1,1,9999,2
24,12,5,0,7,2,99,9,999,9,2,7,9999,4
31,10,7,0,15,2,99,1,35,2,4,3,2009,1
28,12,2,0,1,1,3,1,27,2,3,4,9999,2
28,3,7,0,3,2,99,9,999,9,1,2,9999,2
31,12,5,0,11,2,99,1,18,9,2,3,2002,3
31,7,6,0,1,2,99,1,25,1,3,2,1988,2
1,9,3,1,1,1,18,1,23,1,1,2,9999,1
1,11,1,1,1,1,1,1,28,9,5,2,9999,1
1,11,1,1,1,1,1,1,23,9,1,1,9999,1
1,7,4,1,1,1,13,1,23,2,1,99,1998,1
1,7,4,1,1,1,13,1,999,1,9,99,9999,1
3,9,5,1,1,1,10,1,25,1,3,11,1980,1
3,9,5,1,1,1,10,2,52,1,2,4,2010,1
1,5,6,1,17,2,99,9,999,9,4,99,9999,1
1,5,6,1,14,2,99,1,41,1,3,4,9999,1
1,5,6,1,14,2,99,9,999,9,1,1,9999,1
5,7,1,1,1,1,7,2,38,1,1,11,9999,1
5,7,1,1,1,1,7,1,38,1,4,1,9999,1
2,5,7,1,20,2,99,9,999,9,3,99,9999,1
2,5,7,1,20,2,99,1,28,1,4,5,9999,1
6,11,6,1,1,2,99,1,36,9,3,3,1988,1
6,11,6,1,1,2,99,1,35,9,1,1,1991,1
6,11,6,1,1,1,10,1,18,9,1,4,9999,1
6,8,5,1,1,1,1,1,22,1,2,3,1996,1
6,8,5,1,1,1,1,1,37,1,11,2,9999,1
5,5,3,1,1,1,19,1,25,2,1,5,2002,1
5,5,3,1,1,1,19,1,24,2,1,2,9999,1
8,10,5,1,4,2,99,1,26,9,4,8,9999,1
8,10,5,1,4,2,99,1,21,9,1,1,9999,1
9,7,5,1,15,2,99,1,33,1,3,6,1999,1
9,7,5,1,15,2,99,9,999,9,5,4,9999,1
12,6,6,1,1,1,12,1,33,2,1,5,1991,1
12,6,6,1,1,1,12,1,35,1,11,11,2009,1
9,5,7,1,1,1,99,1,34,1,5,2,1986,1
9,5,7,1,1,1,99,1,30,2,1,2,9999,1
11,7,7,1,9,1,3,1,24,1,3,2,1988,1
11,7,7,1,9,1,3,1,27,1,1,1,2006,1
10,5,1,1,5,2,99,1,52,1,6,3,1998,1
10,5,1,1,5,2,99,1,35,1,2,4,2009,1
16,6,3,1,12,2,99,9,999,9,5,2,9999,1
16,6,3,1,12,2,99,1,28,2,1,4,9999,1
17,10,7,1,1,2,99,1,40,1,1,1,1997,1
17,10,7,1,1,2,99,1,40,1,2,1,9999,1
19,2,5,1,19,2,99,9,999,9,5,99,9999,1
14,8,6,1,1,1,9,1,20,9,1,5,1993,1
14,8,6,1,1,1,9,1,32,1,7,6,9999,1
13,12,1,1,16,2,99,1,32,1,1,9,1996,1
13,12,1,1,16,2,99,1,38,1,3,9,1996,1
13,12,1,1,16,2,99,1,59,2,3,5,2011,1
10,4,6,1,1,1,5,1,999,9,1,1,1994,1
10,4,6,1,1,1,5,1,40,1,4,2,2009,1
15,12,3,1,1,1,11,1,25,1,6,1,1992,1
15,12,3,1,1,1,11,1,22,2,4,5,9999,1
21,6,1,1,1,1,12,1,33,1,9,2,1993,1
21,6,1,1,1,1,12,9,999,9,1,6,9999,1
17,12,5,1,1,1,6,1,38,9,1,1,1995,1
17,12,5,1,1,1,6,1,22,9,1,4,1999,1
22,10,5,1,7,2,99,1,27,1,5,3,9999,1
22,10,5,1,7,2,99,1,33,1,3,8,9999,1
22,10,5,1,7,2,99,1,33,1,3,4,9999,1
23,10,6,1,13,1,99,9,999,9,1,9,9999,1
23,10,6,1,13,1,99,1,18,2,4,9,9999,1
11,4,7,1,13,2,99,9,999,9,5,99,9999,1
20,7,2,1,10,2,99,1,23,1,4,1,2007,1
20,7,2,1,10,2,99,1,25,2,4,1,9999,1
25,10,1,1,9,2,99,9,999,9,3,5,1995,1
25,10,1,1,9,2,99,9,999,9,3,5,9999,1
25,10,1,1,9,2,99,9,999,9,3,5,9999,1
25,10,1,1,9,2,99,9,999,9,3,5,9999,1
25,10,1,1,9,2,99,9,999,9,3,5,9999,1
25,10,1,1,9,2,99,1,26,2,2,1,9999,1
27,6,7,1,1,1,6,9,999,9,1,5,1998,1
27,6,7,1,1,1,6,1,18,1,4,14,9999,1
26,10,2,1,5,2,99,9,999,9,99,99,9999,1
26,10,2,1,5,2,99,1,20,9,4,5,9999,1
23,5,7,1,1,1,1,1,34,1,1,9,9999,1
23,5,7,1,1,1,1,9,999,9,12,1,9999,1
23,7,5,1,12,1,3,1,50,2,1,3,1994,1
23,7,5,1,12,1,3,1,52,1,1,5,1999,1
30,6,3,1,15,2,99,1,29,1,99,2,2005,1
30,6,3,1,15,2,99,1,24,2,4,5,2005,1
30,6,3,1,2,2,99,1,999,1,4,6,2006,1
30,6,3,1,2,2,99,9,999,9,6,99,9999,1
28,11,7,1,1,2,99,1,18,1,1,9,1993,1
28,11,7,1,1,2,99,1,28,2,1,3,1997,1
28,5,5,1,2,2,99,1,35,1,5,2,1994,1
28,5,5,1,2,2,99,1,40,2,3,6,9999,1
30,10,6,1,14,2,99,1,999,1,3,3,1994,1
30,10,6,1,14,2,99,1,36,1,3,5,1998,1
30,10,6,1,14,2,99,1,999,1,3,6,1998,1
18,4,7,1,18,2,99,9,999,9,99,99,9999,1
18,4,7,1,18,2,99,9,999,9,99,99,9999,1
29,5,6,1,9,1,2,1,25,1,2,3,9999,1
29,5,6,1,9,1,2,1,34,2,3,2,9999,1
25,7,7,1,21,2,99,9,999,9,3,2,9999,1
25,7,7,1,1,1,11,1,30,2,1,4,1999,1
25,7,7,1,1,1,11,1,45,1,2,2,2007,1
26,7,1,1,9,2,99,2,23,9,9,2,9999,1
26,7,1,1,9,2,99,9,999,9,99,99,9999,99
30,8,1,1,22,2,99,1,35,1,3,4,1989,1
30,8,1,1,22,2,99,9,999,9,5,2,1993,1
30,12,4,1,6,2,99,1,38,9,1,4,9999,1
30,8,1,1,9,1,5,1,22,1,1,6,1994,1
30,8,1,1,9,1,5,1,22,1,4,7,2009,1
28,3,7,1,1,1,9,1,20,2,1,6,1996,1
28,3,7,1,1,1,9,1,36,1,10,2,2007,1
30,12,4,1,9,2,99,1,33,9,4,99,2006,3
31,7,6,1,1,1,1,1,30,2,10,2,1997,1
31,7,6,1,1,1,1,1,29,1,4,1,2008,1
30,4,5,1,16,1,2,1,52,2,1,6,1992,1
30,4,5,1,16,1,2,1,29,2,1,10,1996,1
1,11,1,1,1,1,5,1,19,9,1,1,9999,2
1,5,6,1,17,2,99,1,30,1,99,99,9999,4
3,8,2,1,13,2,99,1,17,2,3,4,9999,2
4,1,1,1,13,2,99,1,30,2,2,6,9999,4
4,8,3,1,1,1,11,1,25,1,1,3,1984,2
4,8,3,1,15,1,2,1,47,1,6,2,1998,1
4,9,6,1,3,2,99,1,32,2,1,2,9999,2
5,11,5,1,1,1,11,9,999,9,1,1,9999,2
7,6,1,1,16,2,99,1,25,1,4,5,9999,2
5,5,3,1,1,2,99,9,999,9,7,3,9999,2
7,3,7,1,17,2,99,1,29,9,4,1,2008,2
7,9,2,1,6,2,99,1,19,9,4,99,9999,4
6,8,5,1,18,2,99,1,24,1,4,99,9999,2
6,5,4,1,1,1,8,1,41,2,1,5,1998,2
12,6,6,1,1,1,18,9,999,9,1,1,9999,2
6,5,4,1,2,2,99,1,22,1,5,2,9999,3
12,6,6,1,5,2,99,1,25,1,4,7,9999,4
9,9,4,1,1,1,11,1,21,9,4,2,2009,4
14,2,7,1,17,1,99,1,26,2,4,1,9999,2
11,3,4,1,8,2,99,9,999,9,3,99,9999,3
13,11,6,1,9,1,3,9,999,9,1,3,9999,2
9,4,5,1,22,2,99,1,46,1,5,2,2003,3
18,11,4,1,1,1,7,1,22,2,4,3,9999,2
15,9,3,1,1,1,12,1,24,2,1,2,9999,2
10,4,6,1,1,2,1,1,33,2,1,5,1997,4
18,10,1,1,16,2,99,1,20,1,4,1,9999,1
10,4,6,1,20,2,99,1,24,1,3,7,9999,3
15,5,6,1,10,2,99,1,26,2,3,9,9999,2
10,4,6,1,9,1,9,1,27,2,1,5,9999,2
21,6,1,1,8,2,99,1,41,2,3,1,9999,4
23,2,2,1,19,2,99,1,17,9,4,99,9999,2
16,5,7,1,4,2,99,1,36,2,4,99,9999,4
24,1,7,1,1,2,99,1,31,9,4,5,2008,2
24,1,7,1,18,2,99,1,35,2,6,1,9999,2
27,2,6,1,1,1,1,1,31,2,1,99,9999,2
19,12,7,1,1,1,1,1,33,9,1,8,1988,2
26,6,6,1,17,2,99,1,26,9,4,99,9999,4
19,9,7,1,17,2,99,1,20,2,1,8,1994,2
24,5,1,1,13,2,99,1,35,2,4,1,9999,4
23,7,5,1,1,1,5,1,32,2,1,2,9999,2
28,5,5,1,1,1,7,1,22,2,99,99,9999,2
21,4,3,1,4,2,99,1,63,1,3,9,9999,2
21,4,3,1,3,2,99,1,50,1,3,99,9999,2
23,4,5,1,6,2,99,1,37,1,3,4,1989,2
29,7,4,1,5,2,99,1,41,1,6,14,9999,3
29,3,1,1,12,2,99,9,999,9,5,1,9999,3
27,4,2,1,10,1,1,1,30,1,1,6,1993,2
31,7,6,1,1,2,99,1,25,2,3,2,1984,2
1,3,1,2,1,1,1,1,81,9,10,2,9999,1
1,3,1,2,1,1,1,1,20,9,4,5,9999,1
3,10,7,2,9,2,99,9,999,9,3,1,1993,1
3,10,7,2,9,2,99,1,49,2,3,3,9999,1
3,12,5,2,9,1,99,2,29,9,2,4,2003,1
4,7,7,2,1,1,2,1,58,2,1,9,1997,1
4,7,7,2,1,1,2,1,32,1,4,99,9999,1
2,4,5,2,1,1,1,1,30,1,3,2,2007,1
2,4,5,2,1,1,1,9,999,9,10,2,9999,1
7,2,7,2,22,2,99,1,999,9,3,3,1990,1
7,2,7,2,22,2,99,1,24,9,1,5,1999,1
2,4,5,2,17,1,99,1,24,2,1,4,2003,1
2,4,5,2,17,1,99,1,34,1,4,1,2007,1
9,2,2,2,10,2,99,1,38,1,3,3,1990,1
9,2,2,2,10,2,99,1,40,1,3,2,2006,1
2,4,5,2,17,1,99,9,999,9,99,99,9999,1
2,4,5,2,17,1,99,1,20,9,4,99,9999,1
7,10,4,2,1,2,99,1,23,9,4,3,9999,1
7,10,4,2,1,2,99,9,999,9,99,99,9999,1
7,3,7,2,1,1,12,1,49,9,1,99,1988,1
7,3,7,2,1,1,12,1,28,9,1,2,1988,1
7,3,7,2,4,2,99,1,35,9,5,11,9999,1
7,3,7,2,4,2,99,1,31,9,9,5,9999,1
11,12,6,2,1,1,1,1,29,2,2,2,1990,1
11,12,6,2,1,1,1,1,33,1,1,1,2004,1
11,12,6,2,1,1,3,1,48,1,2,5,2007,1
11,12,6,2,1,1,3,1,20,2,4,5,2009,1
16,2,2,2,10,1,99,1,47,9,5,1,1992,1
16,2,2,2,10,1,99,1,37,9,3,4,9999,1
13,3,6,2,1,1,7,1,26,9,1,4,2002,1
13,3,6,2,1,1,7,1,28,9,1,4,2004,1
17,6,4,2,19,2,99,1,25,1,5,99,9999,1
17,6,4,2,19,2,99,1,30,2,1,6,9999,1
13,12,1,2,18,2,99,1,30,2,4,3,9999,1
9,4,5,2,13,1,12,1,42,9,3,2,9999,1
9,4,5,2,13,1,12,1,19,1,1,1,9999,1
15,8,7,2,1,1,99,1,24,9,3,7,9999,1
15,8,7,2,1,1,99,1,24,9,1,2,9999,1
16,9,4,2,12,2,99,1,22,1,3,99,9999,1
16,9,4,2,12,2,99,1,58,1,3,99,9999,1
17,9,5,2,5,2,99,1,64,1,6,2,1989,1
17,9,5,2,5,2,99,9,999,9,3,1,2002,1
17,9,5,2,5,2,99,1,999,1,3,5,9999,1
17,9,5,2,5,2,99,1,999,1,3,5,9999,1
12,4,1,2,20,2,99,1,29,1,3,1,1991,1
12,4,1,2,20,2,99,1,38,1,1,5,1999,1
